Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCL_M_R
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
39,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
40,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
41,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
42,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
43,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
44,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
45,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
46,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
47,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
48,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
49,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
50,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
51,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
52,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
53,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
54,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
55,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
56,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
57,NULL,NULL,Wetland,Water,NULL,NULL,NULL,Forest
58,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
59,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
60,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
61,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
62,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
63,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
64,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
65,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
66,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
67,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
68,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
69,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
70,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
71,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
72,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
73,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
74,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
75,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
76,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
77,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
78,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
79,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
80,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
81,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
82,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
83,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
84,NULL,NULL,Water,Water,Water,NULL,NULL,Water
85,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
86,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
87,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
88,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
89,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
90,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
91,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
92,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
93,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
94,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
95,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
96,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
97,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
98,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
99,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
100,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
101,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
102,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
103,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
104,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
105,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
106,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
107,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
108,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
109,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
110,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
111,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
112,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
113,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
114,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
115,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
116,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
117,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
118,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
119,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
120,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
121,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
122,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
123,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
124,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
125,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
126,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
127,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
128,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
129,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
130,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
131,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
132,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
133,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
134,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
135,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
136,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
137,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
138,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
139,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
140,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
141,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
142,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
143,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
144,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
145,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
146,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
147,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
148,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
149,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
150,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
151,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
152,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
153,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
154,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
155,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
156,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
157,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
158,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
159,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
160,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
161,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
162,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
163,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
164,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
165,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
166,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
167,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
168,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
169,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
170,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
171,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
172,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
173,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
174,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
175,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
176,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
177,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
178,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
179,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
180,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
181,NULL,Bareland,Water,NULL,Water,NULL,NULL,Wetland
182,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
183,NULL,Bareland,Water,NULL,Water,NULL,NULL,Forest
184,NULL,Bareland,Water,Water,Water,NULL,NULL,Wetland
185,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
186,NULL,Bareland,Water,Water,Water,NULL,NULL,Forest
187,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
188,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
189,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
190,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
191,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
192,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
193,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
194,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
195,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
196,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
197,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
198,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
199,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
200,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Wetland
201,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
202,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Built-up
203,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
204,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
205,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
206,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
207,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
208,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
209,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
210,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
211,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
212,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
213,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
214,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
215,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
216,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
217,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
218,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
219,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
220,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
221,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
222,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
223,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
224,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
225,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
226,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
227,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
228,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
229,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
230,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
231,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
232,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
233,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
234,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
235,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
236,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
237,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
238,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
239,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
240,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
241,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
242,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Built-up
243,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
244,NULL,Built-up,Wetland,NULL,NULL,NULL,NULL,Built-up
245,NULL,Built-up,Wetland,NULL,NULL,NULL,NULL,Forest
246,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
247,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
248,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
249,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
250,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
251,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
252,NULL,Built-up,Wetland,Non_Water,NULL,NULL,NULL,Grassland
253,NULL,Built-up,Wetland,Non_Water,NULL,NULL,NULL,Built-up
254,NULL,Built-up,Wetland,Non_Water,NULL,NULL,NULL,Forest
255,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
256,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
257,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
258,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
259,NULL,Built-up,Wetland,Water,NULL,NULL,NULL,Grassland
260,NULL,Built-up,Wetland,Water,NULL,NULL,NULL,Wetland
261,NULL,Built-up,Wetland,Water,NULL,NULL,NULL,Forest
262,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
263,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
264,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
265,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
266,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
267,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
268,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
269,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
270,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
271,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
272,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
273,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
274,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
275,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
276,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
277,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
278,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
279,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
280,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
281,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
282,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
283,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
284,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
285,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
286,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
287,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
288,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
289,NULL,Built-up,Water,NULL,Water,NULL,NULL,Wetland
290,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
291,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
292,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
293,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
294,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
295,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
296,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Built-up
297,NULL,Built-up,Water,Water,NULL,NULL,NULL,Built-up
298,NULL,Built-up,Water,Water,NULL,NULL,NULL,Forest
299,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
300,NULL,Built-up,Water,Water,Water,NULL,NULL,Wetland
301,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
302,NULL,Built-up,Water,Water,Water,NULL,NULL,Built-up
303,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
304,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
305,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
306,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
307,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
308,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
309,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
310,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
311,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
312,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
313,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
314,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
315,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Built-up
316,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
317,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
318,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
319,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
320,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
321,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
322,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
323,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
324,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
325,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
326,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
327,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
328,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
329,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
330,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
331,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
332,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
333,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
334,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
335,NULL,Water,Wetland,Non_Water,NULL,NULL,NULL,Wetland
336,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
337,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
338,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
339,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
340,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
341,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
342,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
