Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTS_M_R
102,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
103,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
104,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
105,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
106,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
107,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
108,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
109,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
110,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
111,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
112,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Wetland
113,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
114,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
115,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
116,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Forest
117,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
118,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
119,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
120,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
121,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
122,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
123,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
124,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
125,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
126,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
127,NULL,NULL,NULL,Water,Non_Wetland,Water,Forest,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
129,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
217,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
218,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
219,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
220,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
221,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
222,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
223,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
224,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
225,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
226,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
227,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
228,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
229,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
230,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
231,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
232,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
233,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
234,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
235,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
236,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
237,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
238,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
239,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
240,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
241,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
242,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
243,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
244,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
245,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
246,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
247,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
248,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
249,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
250,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
251,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
252,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
253,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
254,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
255,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
256,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
257,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
258,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Built-up
259,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
260,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
261,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Wetland
262,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
263,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
264,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
265,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Built-up
266,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
267,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
268,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
269,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
270,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
271,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
272,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
273,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
274,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
275,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
276,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
277,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
278,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
279,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Grassland,Grassland
280,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
281,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
282,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
283,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
284,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
285,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
286,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
287,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
288,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
289,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
290,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
291,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
292,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
293,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
294,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
295,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
296,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
297,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
298,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
299,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
300,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
301,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
302,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
303,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
304,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
305,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
306,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
307,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
308,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
309,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
310,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
311,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
312,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
313,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
314,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
315,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
316,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
317,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
318,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
319,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
320,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
321,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
322,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
323,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
