Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNE_M_R
336,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
337,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
338,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
339,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
340,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
341,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
342,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
343,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
344,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
345,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
346,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
347,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
348,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
349,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
350,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
351,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
352,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
353,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
354,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
355,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
356,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
357,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
358,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
359,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
360,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
361,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
362,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
363,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
364,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
365,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
366,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
367,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
368,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
369,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
370,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
371,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
372,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
373,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
374,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
375,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
376,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
377,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
378,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
379,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
380,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
381,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
382,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
383,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
384,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
385,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
386,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
387,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
388,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
389,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
390,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
391,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
392,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
393,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
394,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
395,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
396,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
397,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
398,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
399,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
400,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
401,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
402,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
403,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
404,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
405,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
406,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
407,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
408,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
409,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
410,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
411,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
412,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
413,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
414,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
415,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
416,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
417,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
418,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
419,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
420,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
421,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
422,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
423,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
424,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
425,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
426,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
428,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
429,Grassland,Cropland,Water,NULL,Water,NULL,NULL,NULL
430,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
431,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
432,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
433,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
434,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
435,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
436,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
437,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
438,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
439,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
440,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
441,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
442,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
443,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
444,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
445,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
446,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
447,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
448,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
449,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
450,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
451,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
452,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
453,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
454,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
455,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
456,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
457,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
458,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
459,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
460,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
461,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
462,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
463,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
464,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
465,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
466,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
467,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
468,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
469,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
470,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
471,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
472,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
473,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
474,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
475,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
476,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
477,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
478,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
479,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
480,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
481,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
482,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
483,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
484,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
485,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
486,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
487,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
488,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
489,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
490,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
491,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
492,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
493,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
494,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
495,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
496,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
497,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
498,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
499,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
500,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
501,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
502,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
503,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
504,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
505,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
506,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
507,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
508,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
509,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
510,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
511,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
512,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
513,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
514,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
515,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
516,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
517,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
518,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
519,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
520,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
521,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
522,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
523,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
524,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
525,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
526,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
527,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
528,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
529,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
530,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
531,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
532,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
533,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
534,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
535,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
536,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
537,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
538,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
539,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
540,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
541,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
542,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
543,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
544,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
545,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
546,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
547,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
548,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
549,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
550,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
551,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
552,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
553,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
554,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
555,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
556,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
557,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
558,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
559,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
560,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
561,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
562,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
563,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
564,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
565,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
566,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
567,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
568,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
569,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
570,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
571,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
572,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
573,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
574,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
575,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
576,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
577,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
578,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
579,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
580,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
581,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
582,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
583,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
584,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
585,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
586,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
587,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
588,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
589,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
590,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
591,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
593,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
594,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
595,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
596,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
597,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
598,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
599,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
600,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
601,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
602,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
603,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
604,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
605,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
606,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
607,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
608,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
609,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
610,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
611,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
612,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
613,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
614,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
615,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
616,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
617,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
618,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
619,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
620,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
621,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
622,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
623,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
624,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
625,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
626,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
627,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
628,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
629,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
630,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
631,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
632,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
633,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
634,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
635,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
636,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
637,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
638,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
639,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
640,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
641,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
642,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
643,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
644,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
645,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
646,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
647,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
648,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
649,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
650,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
651,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
652,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
653,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
654,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
655,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
656,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
657,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
658,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
659,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
660,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
661,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
662,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
663,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
664,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
665,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
666,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
667,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
668,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
669,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
670,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
671,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
672,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
673,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
674,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
675,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
