Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLC_M_R
335,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
336,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
337,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
338,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
339,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
340,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
341,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
342,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
343,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
344,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
345,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
346,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
347,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
348,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
349,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
350,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
351,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
352,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
353,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
354,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
355,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
356,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
357,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
358,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
359,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
360,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
361,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
362,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
363,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
364,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
365,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
366,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
367,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
368,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
369,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
370,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
371,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
372,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
373,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
374,NULL,Forest,Water,NULL,Water,NULL,NULL,Bareland
375,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
376,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
377,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
378,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
379,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
380,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
381,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
382,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
383,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
384,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
385,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
386,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
387,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
388,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
389,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
390,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
391,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
392,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
393,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
394,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
396,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
397,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
398,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
399,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
400,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
401,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
402,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
403,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
404,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
405,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
406,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
407,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
408,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
409,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
410,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
411,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
412,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
413,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
414,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
415,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
416,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
417,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
418,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
419,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
420,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
421,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
422,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
423,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
424,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
425,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
426,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
427,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
428,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
429,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
430,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
431,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
432,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
433,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
434,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
435,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
436,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
437,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
438,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
439,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
440,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
441,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
442,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
443,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
444,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
445,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
446,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
447,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
448,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
449,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
450,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
451,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
452,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
453,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
454,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
455,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
456,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
457,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
458,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
459,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
460,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
461,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
462,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
463,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
464,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
465,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
466,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
467,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
468,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
469,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
470,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
471,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
472,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
473,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
474,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
475,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
476,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
477,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
478,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
479,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
480,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
481,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
482,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
483,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
484,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
485,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
486,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
487,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
488,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
489,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
490,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
491,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
492,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
493,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
495,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
496,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
497,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
498,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
499,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
500,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
501,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
502,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
503,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
504,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
505,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
506,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
507,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
508,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
509,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
510,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
511,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
512,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
513,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
514,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
515,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
516,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
517,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
518,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
519,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
520,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
521,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
522,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
523,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
524,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
525,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
526,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
527,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
528,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
529,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
530,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
531,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
532,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
533,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
534,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
535,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
536,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
537,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
538,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
539,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
540,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
541,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
542,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
543,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
544,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
545,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
546,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
547,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
548,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
549,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
550,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
551,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
552,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
553,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
554,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
555,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
556,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
557,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
558,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
559,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
560,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
561,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
562,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
563,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
564,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
565,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
566,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
567,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
568,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
569,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
570,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
571,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
572,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
573,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
574,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
575,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
576,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
577,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
578,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
579,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
580,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
581,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
582,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
583,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
584,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
585,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
586,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
587,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
588,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
589,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
590,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
591,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
592,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
593,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
594,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
595,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
596,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
597,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
598,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
599,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
600,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
601,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
602,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
603,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
604,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
605,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
606,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
607,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
608,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
609,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
610,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
611,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
612,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
613,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
614,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
615,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
616,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
617,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
618,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
619,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
620,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
621,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
622,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
623,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
624,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
625,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
626,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
627,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
628,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
629,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
630,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
631,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
632,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
633,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
634,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
635,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
636,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
637,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
638,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
639,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
640,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
641,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
642,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
643,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
644,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
645,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
646,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
647,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
648,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
649,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
650,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
651,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
652,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
653,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
654,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
655,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
656,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
657,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
658,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
659,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
660,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
661,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
662,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
663,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
664,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
665,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
666,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
667,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
668,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
669,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
670,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
