Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWT_M_R
5684,NULL,Water,Water,Water,Water,Grassland,NULL,Water
5685,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
5686,NULL,Water,Water,Water,Water,Water,NULL,Water
5687,NULL,Water,Water,Water,Water,Water,Shrubland,Water
5688,NULL,Water,Water,Water,Water,Water,Shrubland,Forest
5689,NULL,Water,Water,Water,Water,Water,Built-up,NULL
5690,NULL,Water,Water,Water,Water,Water,Water,Grassland
5691,NULL,Water,Water,Water,Water,Water,Water,Wetland
5692,NULL,Water,Water,Water,Water,Water,Water,Water
5693,NULL,Water,Water,Water,Water,Water,Water,Forest
5694,NULL,Water,Water,Water,Water,Forest,Shrubland,NULL
5695,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5696,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5697,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5698,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5699,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5700,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5701,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5702,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5703,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5704,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5705,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
5706,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5707,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5708,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5709,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5710,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
5711,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5712,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5713,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5714,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5715,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
5716,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5717,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5718,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5719,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
5720,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
5721,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
5722,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
5723,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5724,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5725,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5726,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5727,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5728,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
5729,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5730,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
5731,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
5732,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
5733,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
5734,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
5735,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
5736,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
5737,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
5738,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
5739,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5740,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
5741,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
5742,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
5743,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
5744,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5745,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5746,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5747,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5748,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5749,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5750,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
5751,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5752,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5753,NULL,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
5754,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
5755,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5756,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5757,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
5758,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
5759,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5760,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5761,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5762,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5763,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5764,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5765,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
5766,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5767,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
5768,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5769,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5770,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5771,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
5772,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
5773,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
5774,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
5775,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
5776,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5777,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
5778,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
5779,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
5780,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
5781,NULL,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
5782,NULL,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Water
5783,NULL,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
5784,NULL,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
5785,NULL,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
5786,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5787,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
5788,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
5789,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
5790,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
5791,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,NULL
5792,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
5793,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
5794,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
5795,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
5796,NULL,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
5797,NULL,Water,Forest,Water,Non_Wetland,Water,NULL,Water
5798,NULL,Water,Forest,Water,Non_Wetland,Water,Shrubland,NULL
5799,NULL,Water,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
5800,NULL,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
5801,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
5802,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5803,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5804,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5805,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5806,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5807,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5808,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5809,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5810,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5811,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5812,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5813,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5814,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5815,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5816,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5817,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5818,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5819,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5820,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5821,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5822,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5823,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5824,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5825,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5826,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5827,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5828,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5829,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5830,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5831,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5832,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5833,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5834,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5835,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5836,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5837,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5838,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5839,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5840,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
5841,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5842,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
5843,NULL,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
5844,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
5845,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5846,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5847,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
5848,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5849,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5850,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5851,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5852,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5853,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5854,NULL,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
5855,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5856,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5857,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5858,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5859,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5860,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5861,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5862,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5863,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5864,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5865,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5866,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5867,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5868,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5869,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5870,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5871,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5872,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5873,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5874,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5875,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5876,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5877,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5878,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5879,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5880,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5881,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5882,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5883,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5884,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5885,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5886,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5887,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
5888,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5889,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5890,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
5891,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5892,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5893,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5894,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5895,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
5896,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
5897,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5898,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
5899,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
5900,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5901,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
5902,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5903,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5904,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5905,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5906,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5907,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5908,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5909,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5910,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5911,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5912,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5913,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5914,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5915,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5916,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
5917,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5918,NULL,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5919,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5920,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5921,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5922,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5923,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5924,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5925,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5926,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5927,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5928,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5929,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5930,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
5931,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5932,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5933,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5934,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5935,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
5936,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5937,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5938,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5939,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5940,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5941,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5942,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5943,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5944,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5945,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5946,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5947,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5948,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5949,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
5950,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5951,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
5952,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
5953,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5954,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5955,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5956,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5957,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5958,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5959,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5960,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5961,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5962,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5963,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5964,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5965,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
5966,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5967,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5968,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5969,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5970,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5971,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5972,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5973,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5974,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
5975,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
5976,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
5977,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
5978,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5979,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
5980,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5981,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
5982,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5983,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5984,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5985,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5986,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5987,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5988,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5989,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5990,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
5991,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5992,NULL,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
5993,NULL,Forest,Cropland,Water,Non_Wetland,Water,NULL,Grassland
5994,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
5995,NULL,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
5996,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,NULL
5997,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
5998,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
5999,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
6000,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
6001,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6002,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6003,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Water,NULL
6004,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Water,Grassland
6005,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
6006,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6007,NULL,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
6008,NULL,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
6009,NULL,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6010,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
6011,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
6012,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
6013,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
6014,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
6015,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
6016,NULL,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
6017,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
