Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGG_M_R
339,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
340,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
341,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
342,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
343,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
344,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
345,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
346,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
347,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
348,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
349,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
350,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
351,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
352,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
353,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
354,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
355,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
356,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
357,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
358,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
359,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
360,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
361,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
362,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
363,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
364,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
365,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
366,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
367,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
368,Wetland,Water,Water,Water,Water,NULL,NULL,Water
369,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
370,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
371,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
372,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
373,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
374,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
375,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
376,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
377,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
378,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
379,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
380,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
381,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
382,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
383,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
384,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
385,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
386,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
387,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
388,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
389,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
390,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
391,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
392,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
393,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
394,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
395,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
396,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
397,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
398,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
399,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
400,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
401,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
402,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
403,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
404,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
405,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
406,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
407,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
408,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
409,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
410,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
411,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
412,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
413,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
414,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
415,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
416,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
417,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
418,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
419,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
420,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
421,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
422,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
423,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
424,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
425,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
426,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
427,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
429,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
430,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
431,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
432,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
433,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
434,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
435,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
436,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
437,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
438,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
439,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
440,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
441,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
442,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
443,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
444,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
445,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
446,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
447,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
448,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
449,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
450,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
451,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
452,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
453,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
454,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
455,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
456,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
457,Water,NULL,Water,Water,Water,NULL,NULL,Water
458,Water,NULL,Water,Water,Water,NULL,NULL,Forest
459,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
460,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
461,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
462,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
463,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
464,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
465,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
466,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
467,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
468,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
469,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
470,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
471,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
472,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
473,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
474,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
475,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
476,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
477,Water,Wetland,Water,Water,Water,NULL,NULL,Water
478,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
479,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
480,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
481,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
482,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
483,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
484,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
485,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
486,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
487,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
488,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
489,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
490,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
491,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
492,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
493,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
494,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
495,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
496,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
497,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
498,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
499,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
500,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
501,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
502,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
503,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
504,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
505,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
506,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
507,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
508,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
509,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
510,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
511,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
512,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
513,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
514,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
515,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
516,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
517,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
518,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
519,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
520,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
521,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
522,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
523,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
524,Water,Water,Water,NULL,Water,NULL,NULL,Water
525,Water,Water,Water,NULL,Water,NULL,NULL,Forest
526,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
527,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
528,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
529,Water,Water,Water,Water,Water,NULL,NULL,Grassland
530,Water,Water,Water,Water,Water,NULL,NULL,Wetland
531,Water,Water,Water,Water,Water,NULL,NULL,Bareland
532,Water,Water,Water,Water,Water,NULL,NULL,Water
533,Water,Water,Water,Water,Water,NULL,NULL,Forest
534,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
535,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
536,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
537,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
538,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
539,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
540,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
541,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
542,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
543,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
544,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
545,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
546,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
547,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Water
548,Water,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
549,Water,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Forest
550,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
551,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
552,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
553,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
554,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
555,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
556,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
557,Water,Forest,Water,NULL,Water,NULL,NULL,Water
558,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
559,Water,Forest,Water,Water,Water,NULL,NULL,Water
560,Water,Forest,Water,Water,Water,NULL,NULL,Forest
561,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
562,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
563,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
564,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
565,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
566,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
567,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
568,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
569,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
570,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
571,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
572,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
573,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
574,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
575,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
576,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
577,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
578,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
579,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
580,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
581,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
582,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
583,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
584,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
585,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
586,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
587,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
588,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
589,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
590,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
591,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
592,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
593,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Forest
594,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
595,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Water
596,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Forest
597,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
598,Permanent_ice_and_snow,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Water
599,Permanent_ice_and_snow,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Forest
600,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
601,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
602,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
603,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
604,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
605,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
606,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Water
607,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
608,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
609,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
610,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
611,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
612,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
613,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
614,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
615,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
616,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
617,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
618,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
619,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
620,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
621,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
622,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
623,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
624,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
625,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
626,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
628,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
629,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
630,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
631,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
632,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
633,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
634,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
635,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
636,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
637,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
638,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
639,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
640,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
641,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
642,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
643,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
644,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
645,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
646,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
647,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
648,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
649,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
650,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
651,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
652,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
653,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
654,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
655,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
656,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
657,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
658,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
659,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
660,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
661,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
662,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
663,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
664,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
665,Forest,NULL,Water,Water,Water,NULL,NULL,Water
666,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
667,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
668,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
669,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
670,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
671,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
672,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
673,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
674,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
675,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
676,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
677,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
678,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
679,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
680,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
681,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
682,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
683,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
684,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
685,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
686,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
687,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
688,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
689,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
690,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
691,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
692,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
693,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
694,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
