Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRE_M_R
2566,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2567,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2568,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
2569,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2570,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
2571,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2572,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2573,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2574,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2575,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2576,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2577,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2578,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2579,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2580,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2581,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2582,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2583,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2584,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2585,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2586,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
2587,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2588,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2589,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2590,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2591,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2592,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
2593,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
2594,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2595,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2596,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2597,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2598,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2599,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2600,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2601,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2602,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2603,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2604,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2605,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2606,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2607,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2608,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2609,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2610,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
2611,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2612,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2613,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2614,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2615,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2616,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2617,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2618,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2619,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2620,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2621,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2622,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
2623,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2624,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2625,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2626,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2627,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2628,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2629,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2630,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2631,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2632,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2633,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2634,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2635,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
2636,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2637,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2638,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2639,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
2640,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2641,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2642,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2643,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2644,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2645,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2646,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2647,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2648,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2649,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2650,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2651,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2652,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
2653,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2654,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2655,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2656,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2657,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2658,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2659,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2660,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2661,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2662,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2663,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2664,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2665,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2666,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2667,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2668,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2669,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2670,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2671,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2672,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
2673,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2674,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
2675,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
2676,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
2677,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
2678,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2679,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2680,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2681,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2682,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2683,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2684,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2685,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2686,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2687,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2688,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2689,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2690,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2691,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2692,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
2693,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2694,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2695,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2696,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2697,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2698,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2699,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2700,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2701,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2702,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2703,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2704,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
2705,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
2706,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2707,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2708,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2709,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2710,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2711,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2712,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2713,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2714,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2715,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2716,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2717,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2718,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2719,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2720,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2721,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2722,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2723,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2724,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2725,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2726,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
2727,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2728,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
2729,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
2730,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2731,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2732,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
2733,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
2734,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2735,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2736,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2737,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
2738,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2739,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2740,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
2741,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
2742,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2743,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
2744,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2745,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2746,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2747,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2748,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2749,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2750,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
2751,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2752,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
2753,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2754,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
2755,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
2756,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
2757,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2758,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
2759,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
2760,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
2761,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
2762,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2763,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2764,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
2765,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
2766,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
2767,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2768,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
2769,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
2770,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
2771,NULL,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
2772,NULL,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
2773,NULL,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
2774,NULL,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
2775,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2776,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
2777,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,NULL
2778,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
2779,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2780,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
2781,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
2782,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
2783,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
2784,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
2785,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
2786,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,NULL
2787,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2788,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
2789,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Water
2790,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Forest
2791,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
2792,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
2793,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Wetland
2794,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
2795,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
2796,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
2797,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
2798,NULL,Cropland,Cropland,Water,Non_Wetland,Built-up,Built-up,Cropland
2799,NULL,Cropland,Cropland,Water,Non_Wetland,Water,NULL,NULL
2800,NULL,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
2801,NULL,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Forest
2802,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Shrubland,NULL
2803,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,NULL
2804,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
2805,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
2806,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
2807,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Water
2808,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Forest
2809,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
2810,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Water,Wetland
2811,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
2812,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Water
2813,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2814,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2815,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2816,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
2817,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Water
2818,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
2819,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2820,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
2821,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2822,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
2823,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
2824,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2825,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
2826,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2827,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2828,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,NULL
2829,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,NULL
2830,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2831,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
2832,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
2833,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2834,NULL,Cropland,Wetland,Water,Wetland,NULL,Shrubland,NULL
2835,NULL,Cropland,Wetland,Water,Wetland,NULL,Shrubland,Grassland
2836,NULL,Cropland,Wetland,Water,Wetland,NULL,Grassland,Grassland
2837,NULL,Cropland,Wetland,Water,Wetland,NULL,Grassland,Wetland
2838,NULL,Cropland,Wetland,Water,Wetland,NULL,Grassland,Water
2839,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,NULL
2840,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
2841,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
2842,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Water
2843,NULL,Cropland,Wetland,Water,Wetland,Grassland,Shrubland,NULL
2844,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,NULL
2845,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2846,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Cropland
2847,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2848,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Bareland
2849,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Water
2850,NULL,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
2851,NULL,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
2852,NULL,Cropland,Wetland,Water,Wetland,Grassland,Water,Water
2853,NULL,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Water
2854,NULL,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
2855,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
2856,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Water
2857,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
2858,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
2859,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2860,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
2861,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
2862,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Cropland
2863,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
2864,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
2865,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2866,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2867,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2868,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
2869,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2870,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
2871,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2872,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2873,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
2874,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2875,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland,Water
2876,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2877,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Cropland
2878,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
2879,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Bareland
2880,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
2881,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2882,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Water,Water
2883,NULL,Cropland,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
2884,NULL,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Water
2885,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2886,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
