Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFL_M_R
1274,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
1275,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
1276,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
1277,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1278,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1279,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1280,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1281,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1282,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1283,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1284,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1285,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1286,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1287,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
1288,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1289,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Water
1290,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1291,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Water
1292,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1293,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
1294,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1295,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1296,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1297,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1298,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1299,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1300,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1301,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1302,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
1303,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1304,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1305,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1306,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1307,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
1308,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1309,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1310,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
1311,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1312,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1313,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1314,NULL,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
1315,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
1316,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
1317,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1318,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
1319,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1320,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1321,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1322,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1323,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1324,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
1325,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
1326,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1327,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1328,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Grassland
1329,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
1330,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
1331,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
1332,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1333,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1334,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
1335,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1336,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1337,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
1338,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1339,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1340,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1341,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1342,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1343,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1344,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1345,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
1346,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1347,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1348,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1349,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1350,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1351,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1352,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1353,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1354,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1355,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1356,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1357,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
1358,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1359,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1360,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1361,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1362,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1363,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1364,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
1365,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1366,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1367,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1368,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1369,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
1370,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
1371,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1372,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1373,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1374,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1375,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1376,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1377,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1378,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1379,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1380,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1381,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1382,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1383,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1384,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1385,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
1386,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1387,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1388,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
1389,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1390,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1391,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1392,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1393,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1394,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1395,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1396,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1397,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1398,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Wetland
1399,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1400,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1401,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1402,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
1403,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1404,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
1405,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1406,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1407,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1408,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1409,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1410,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1411,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1412,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1413,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1414,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1415,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1416,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1417,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1418,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1419,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1420,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1421,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1422,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1423,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1424,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1425,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1426,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1427,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1428,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1429,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1430,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1431,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1432,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1433,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1434,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1435,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1436,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1437,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1438,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1439,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1440,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1441,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1442,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1443,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1444,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1445,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1446,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1447,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1448,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
1449,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1450,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1451,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1452,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
1453,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Shrubland,Grassland
1454,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1455,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
1456,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
1457,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
1458,NULL,NULL,Water,NULL,Water,NULL,Shrubland,NULL
1459,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
1460,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Wetland
1461,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Water
1462,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Forest
1463,NULL,NULL,Water,NULL,Water,NULL,Grassland,NULL
1464,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
1465,NULL,NULL,Water,NULL,Water,NULL,Grassland,Wetland
1466,NULL,NULL,Water,NULL,Water,NULL,Grassland,Bareland
1467,NULL,NULL,Water,NULL,Water,NULL,Grassland,Water
1468,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
1469,NULL,NULL,Water,NULL,Water,NULL,Wetland,NULL
1470,NULL,NULL,Water,NULL,Water,NULL,Wetland,Grassland
1471,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
1472,NULL,NULL,Water,NULL,Water,NULL,Water,Water
1473,NULL,NULL,Water,NULL,Water,NULL,Water,Forest
1474,NULL,NULL,Water,NULL,Water,NULL,Forest,Grassland
1475,NULL,NULL,Water,NULL,Water,NULL,Forest,Forest
1476,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
1477,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Wetland
1478,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Water
1479,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Forest
1480,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
1481,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1482,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Cropland
1483,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
1484,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Bareland
1485,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
1486,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
1487,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
1488,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1489,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Cropland
1490,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
1491,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Water
1492,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
1493,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
1494,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
1495,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
1496,NULL,NULL,Water,NULL,Water,Shrubland,Water,Grassland
1497,NULL,NULL,Water,NULL,Water,Shrubland,Water,Wetland
1498,NULL,NULL,Water,NULL,Water,Shrubland,Water,Water
1499,NULL,NULL,Water,NULL,Water,Shrubland,Water,Forest
1500,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Wetland
1501,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Water
1502,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Forest
1503,NULL,NULL,Water,NULL,Water,Grassland,NULL,NULL
1504,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1505,NULL,NULL,Water,NULL,Water,Grassland,NULL,Bareland
1506,NULL,NULL,Water,NULL,Water,Grassland,NULL,Water
1507,NULL,NULL,Water,NULL,Water,Grassland,NULL,Forest
1508,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,NULL
1509,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
1510,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Wetland
1511,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Water
1512,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
1513,NULL,NULL,Water,NULL,Water,Grassland,Grassland,NULL
1514,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1515,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
1516,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
1517,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1518,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
1519,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1520,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1521,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Forest
1522,NULL,NULL,Water,NULL,Water,Grassland,Water,NULL
1523,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
1524,NULL,NULL,Water,NULL,Water,Grassland,Water,Bareland
1525,NULL,NULL,Water,NULL,Water,Grassland,Water,Water
1526,NULL,NULL,Water,NULL,Water,Grassland,Water,Forest
1527,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1528,NULL,NULL,Water,NULL,Water,Grassland,Forest,Forest
1529,NULL,NULL,Water,NULL,Water,Wetland,NULL,Grassland
1530,NULL,NULL,Water,NULL,Water,Wetland,NULL,Wetland
1531,NULL,NULL,Water,NULL,Water,Wetland,NULL,Water
1532,NULL,NULL,Water,NULL,Water,Wetland,NULL,Forest
1533,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
1534,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
1535,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Water
1536,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
1537,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1538,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
1539,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Water
1540,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1541,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1542,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
1543,NULL,NULL,Water,NULL,Water,Wetland,Water,Water
1544,NULL,NULL,Water,NULL,Water,Bareland,NULL,NULL
1545,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
1546,NULL,NULL,Water,NULL,Water,Bareland,NULL,Wetland
1547,NULL,NULL,Water,NULL,Water,Bareland,NULL,Water
1548,NULL,NULL,Water,NULL,Water,Bareland,NULL,Forest
1549,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,NULL
1550,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
1551,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
1552,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
1553,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Water
1554,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
1555,NULL,NULL,Water,NULL,Water,Bareland,Grassland,NULL
1556,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1557,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
1558,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1559,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Water
1560,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1561,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
1562,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
1563,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Forest
1564,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
1565,NULL,NULL,Water,NULL,Water,Bareland,Water,Wetland
1566,NULL,NULL,Water,NULL,Water,Bareland,Water,Built-up
1567,NULL,NULL,Water,NULL,Water,Bareland,Water,Water
1568,NULL,NULL,Water,NULL,Water,Bareland,Forest,Wetland
1569,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Bareland
1570,NULL,NULL,Water,NULL,Water,Water,NULL,Grassland
1571,NULL,NULL,Water,NULL,Water,Water,NULL,Bareland
1572,NULL,NULL,Water,NULL,Water,Water,NULL,Water
1573,NULL,NULL,Water,NULL,Water,Water,Shrubland,Grassland
1574,NULL,NULL,Water,NULL,Water,Water,Shrubland,Bareland
1575,NULL,NULL,Water,NULL,Water,Water,Shrubland,Water
1576,NULL,NULL,Water,NULL,Water,Water,Shrubland,Forest
1577,NULL,NULL,Water,NULL,Water,Water,Grassland,NULL
1578,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
1579,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
1580,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
1581,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
1582,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
1583,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
1584,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
1585,NULL,NULL,Water,NULL,Water,Water,Water,Water
1586,NULL,NULL,Water,NULL,Water,Water,Water,Forest
1587,NULL,NULL,Water,NULL,Water,Forest,Shrubland,Water
1588,NULL,NULL,Water,Non_Water,Water,NULL,Shrubland,Wetland
1589,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
1590,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
1591,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
1592,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
1593,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
1594,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
1595,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Wetland
1596,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Water
1597,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
1598,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
1599,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,NULL
1600,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
1601,NULL,NULL,Water,Non_Water,Water,Grassland,Shrubland,Grassland
1602,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1603,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
1604,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
1605,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1606,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1607,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
1608,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Water
1609,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1610,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1611,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
1612,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Wetland
1613,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Water
1614,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Forest
1615,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
1616,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Wetland
1617,NULL,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
1618,NULL,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
1619,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
1620,NULL,NULL,Water,Non_Water,Water,Water,NULL,Wetland
1621,NULL,NULL,Water,Non_Water,Water,Water,NULL,Water
1622,NULL,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
1623,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Water
1624,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
1625,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
1626,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
