Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KDB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KDB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KDB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KDB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KDB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KDB_M_R
330,NULL,Built-up,Water,Water,Water,NULL,NULL,Wetland
331,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
332,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
333,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
334,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
335,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
336,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
337,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
338,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
339,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
340,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
341,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
342,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
343,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
344,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
345,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
346,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
347,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
348,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
349,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
350,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
351,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
352,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
353,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
355,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
356,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
357,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
358,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
359,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
360,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
361,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
362,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
363,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
364,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
365,NULL,Water,Water,NULL,Water,NULL,NULL,Water
366,NULL,Water,Water,Non_Water,Water,NULL,NULL,Wetland
367,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
368,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
369,NULL,Water,Water,Water,Water,NULL,NULL,Water
370,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
371,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
372,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
373,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
374,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
375,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
376,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
377,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
378,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
379,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
380,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
381,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
382,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
383,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
384,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
385,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
386,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
387,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
388,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
389,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
390,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
391,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
392,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
393,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
394,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
395,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
396,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
397,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
398,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
399,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
400,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
401,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
402,NULL,Forest,Water,Water,Water,NULL,NULL,Water
403,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
404,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
405,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
406,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
407,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
408,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
409,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
410,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
411,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
412,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
413,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
414,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
415,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
416,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
417,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
418,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
419,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
420,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
421,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
422,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
423,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
424,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
425,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
426,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
427,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
428,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
429,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
430,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
431,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
432,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
433,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
434,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
435,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
436,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
437,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
438,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
439,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
440,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
441,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
442,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
443,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
444,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
445,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
447,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
448,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
449,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
450,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
451,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
452,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
453,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
454,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
455,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
456,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
457,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
458,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
460,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
461,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
462,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
463,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
464,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
465,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
466,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
467,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
468,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
469,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
470,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
471,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
472,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
473,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
474,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
475,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
476,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
477,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
478,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Wetland
479,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
480,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
481,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
482,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
483,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
484,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
485,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
486,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
487,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
488,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
489,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
490,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
491,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
492,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
493,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
494,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
495,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
496,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
497,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
498,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
499,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
500,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
501,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
502,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
503,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
504,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
505,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
506,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
507,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
508,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
509,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
510,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
511,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
512,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
513,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
514,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
515,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
516,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
517,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
518,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
519,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
520,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
521,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
522,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
523,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
524,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
525,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
526,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
527,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
528,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
529,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
530,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
531,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
532,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
533,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
534,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
535,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
537,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
538,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
539,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
540,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
541,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
543,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
544,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
545,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
546,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
547,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
548,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
549,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
550,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
551,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
552,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
553,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
554,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
555,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
556,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
557,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
558,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
559,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
560,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
561,Grassland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
562,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
563,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
564,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
565,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
566,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
567,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
568,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
569,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
570,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
571,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
572,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
573,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
574,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
575,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
576,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
577,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
578,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
579,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
580,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
581,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
582,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
583,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
584,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
585,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
586,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
587,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
588,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
589,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
590,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
591,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
592,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
593,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
594,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
595,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
596,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
597,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
598,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
599,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
600,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
601,Grassland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
602,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
604,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
605,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
606,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
607,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
608,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
609,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
610,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
611,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
612,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
613,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
615,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
616,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
617,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
618,Grassland,Bareland,Water,Water,Water,NULL,NULL,Water
619,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
620,Grassland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
621,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
622,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
623,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
624,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
625,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
626,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
628,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
629,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
630,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
631,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
632,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
633,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
634,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
635,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
636,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
638,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
639,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
640,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
641,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
642,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
643,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
644,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
645,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
646,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
647,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
648,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
649,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
650,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
651,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
652,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
653,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
654,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
655,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
656,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
657,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
658,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
659,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
660,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
661,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
662,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
663,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
664,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
665,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
