Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCM_M_R
33,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
37,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
38,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
39,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
40,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
41,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
42,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
43,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
44,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Grassland,Forest
45,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
46,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
47,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
48,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
49,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
50,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
51,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
52,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
53,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
54,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
55,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
56,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
57,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
58,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
59,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
60,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
61,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
62,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
64,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
65,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
66,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
67,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
68,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
69,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
70,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
71,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
72,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
73,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
74,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
75,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
76,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
77,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
78,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
79,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
80,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
81,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
82,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
83,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
84,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
85,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
86,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
87,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
88,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
89,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
90,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
91,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
92,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
93,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
94,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
95,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
96,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
97,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
98,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
99,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
100,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
101,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
102,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
103,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
104,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
105,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
106,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
107,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
108,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
109,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
110,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
111,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
112,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Built-up
113,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
114,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Built-up,Bareland
115,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
116,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
117,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
118,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
119,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Water
120,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
121,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
122,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
123,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
124,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
125,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
126,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
127,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
128,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
129,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
130,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
131,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
132,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
133,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
134,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
135,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
136,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
137,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
138,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
139,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
140,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
141,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
142,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
143,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Water
144,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
145,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
146,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
147,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Water
148,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Water,Water
149,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
150,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
151,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
152,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
153,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
154,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
155,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
156,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
157,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
158,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
159,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
160,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
161,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
162,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
163,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
164,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
165,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
166,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
167,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
168,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
169,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
170,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
171,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
172,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
173,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
174,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
175,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
176,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
177,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
178,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
179,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
180,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
181,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
182,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
183,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
184,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
185,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
186,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
187,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
188,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
189,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
190,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
191,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
192,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
193,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
194,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
195,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
196,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
197,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
198,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
199,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
200,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
201,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
202,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
203,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
204,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
205,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
206,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
207,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
208,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
209,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
210,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
211,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
212,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
213,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
214,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
215,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
216,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
217,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
218,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
219,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
220,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
221,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Grassland
222,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Grassland
223,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
224,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Grassland,Grassland
225,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Grassland
226,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Water
227,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
228,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
229,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
230,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
231,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
232,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
233,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
234,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
235,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
236,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
237,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
238,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
239,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
240,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
241,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
242,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
243,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
244,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
245,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
246,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
247,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
248,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
249,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
250,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
251,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
252,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
253,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
254,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
255,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
256,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
257,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
258,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
259,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
260,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
261,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Built-up
262,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
263,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
264,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
265,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
266,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
267,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
268,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
269,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
270,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
271,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Forest
272,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
273,NULL,NULL,Water,NULL,Water,Grassland,Water,Forest
274,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
275,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
276,NULL,NULL,Water,NULL,Water,Built-up,Grassland,Grassland
277,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
278,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
279,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
280,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
281,NULL,NULL,Water,NULL,Water,Water,Bareland,Bareland
282,NULL,NULL,Water,NULL,Water,Water,Bareland,Water
283,NULL,NULL,Water,NULL,Water,Water,Bareland,Forest
284,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
285,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
286,NULL,NULL,Water,Non_Water,Water,Grassland,Bareland,Grassland
287,NULL,NULL,Water,Non_Water,Water,Grassland,Bareland,Water
288,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
289,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Water
290,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
291,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
292,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
293,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Water
294,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
295,NULL,NULL,Water,Water,Water,NULL,Water,Forest
296,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
297,NULL,NULL,Water,Water,Water,Grassland,Grassland,Forest
298,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
299,NULL,NULL,Water,Water,Water,Grassland,Water,Water
300,NULL,NULL,Water,Water,Water,Grassland,Water,Forest
301,NULL,NULL,Water,Water,Water,Wetland,Water,Bareland
302,NULL,NULL,Water,Water,Water,Wetland,Water,Water
303,NULL,NULL,Water,Water,Water,Bareland,Water,Water
304,NULL,NULL,Water,Water,Water,Water,Grassland,Water
305,NULL,NULL,Water,Water,Water,Water,Bareland,Water
306,NULL,NULL,Water,Water,Water,Water,Bareland,Forest
307,NULL,NULL,Water,Water,Water,Water,Water,Grassland
308,NULL,NULL,Water,Water,Water,Water,Water,Water
309,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
310,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
311,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
312,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
313,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
314,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
315,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
316,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
317,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
318,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
319,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
320,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
321,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
322,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
323,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
324,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
325,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
326,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
327,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
328,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
329,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
330,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
331,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
332,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
333,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
334,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
335,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
336,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
