Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQJ_M_R
810,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
811,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
812,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
813,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
814,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
815,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
816,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
817,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
818,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
819,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
820,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
821,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
822,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
823,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
824,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
825,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
826,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
827,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
828,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
829,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
830,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
831,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
832,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
833,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
834,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
835,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
836,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
837,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
838,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
839,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
840,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
841,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
842,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
843,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
844,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
845,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
846,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
847,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
848,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Cropland
849,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
850,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
851,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
852,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
853,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
854,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
855,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
856,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
857,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
858,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
859,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
860,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
861,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
862,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
863,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
864,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
865,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
866,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
867,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
868,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
869,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
870,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
871,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
872,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
873,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
874,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
875,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
876,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
877,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
878,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
879,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
880,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
881,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
882,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
883,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
884,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
885,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
886,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
887,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
888,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
889,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
890,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
891,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
892,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
893,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
894,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
895,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
896,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
897,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
898,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
899,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
900,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
901,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
902,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
903,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
904,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
905,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
906,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
907,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
908,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
909,NULL,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
910,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
911,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
912,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
913,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
914,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
915,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
916,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,NULL
917,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
918,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
919,NULL,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
920,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
921,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
922,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
923,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
924,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
925,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
926,NULL,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
927,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
928,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
929,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
930,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
931,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
932,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
933,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
934,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
935,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
936,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
937,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
938,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
939,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
940,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
941,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
942,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
943,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
944,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
945,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
946,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
947,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
948,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
949,NULL,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
950,NULL,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
951,NULL,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
952,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
953,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
954,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
955,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
956,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
957,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
958,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
959,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
960,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
961,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
962,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
963,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
964,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
965,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
966,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
967,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
968,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
969,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
970,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
971,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
972,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
973,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
974,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
975,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
976,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
977,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
978,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
979,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
980,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
981,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
982,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
983,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
984,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
985,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
986,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
987,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
988,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
989,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
990,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
991,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
992,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
993,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
994,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
995,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
996,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
997,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
998,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
999,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1000,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1001,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1002,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1003,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1004,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1005,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1006,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1007,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1008,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1009,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1010,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1011,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1012,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1013,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1014,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1015,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1016,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1017,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1018,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1019,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1020,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1021,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1022,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1023,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1024,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1025,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1026,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1027,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1028,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1029,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1030,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1031,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1032,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1033,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
1034,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1035,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1036,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1037,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1038,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1039,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1040,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1041,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1042,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1043,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1044,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1045,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1046,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1047,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1048,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
1049,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1050,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1051,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Bareland
1052,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1053,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1054,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1055,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1056,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1057,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1058,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1059,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1060,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1061,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1062,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1063,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1064,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1065,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1066,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1067,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1068,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1069,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1070,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1071,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1072,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1073,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1074,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1075,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1076,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1077,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1078,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1079,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1080,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1081,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
1082,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1083,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1084,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1085,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1086,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1087,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1088,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1089,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
1090,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1091,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1092,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1093,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1094,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
1095,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
1096,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1097,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1098,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1099,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1100,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1101,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1102,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1103,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1104,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1105,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1106,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1107,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1108,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1109,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1110,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1111,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1112,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1113,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1114,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1115,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1116,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1117,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1118,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
1119,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1120,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
1121,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
1122,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1123,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1124,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1125,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1126,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1127,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1128,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1129,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1130,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1131,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1132,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1133,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1134,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
