Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKE_M_R
332,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
333,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
334,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
335,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
336,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
337,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
338,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
339,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
340,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
341,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
342,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
343,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
344,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
345,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
346,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
347,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
348,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
349,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
350,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
351,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
352,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
353,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
354,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
355,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
356,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
357,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
358,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
359,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
360,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
361,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
362,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
363,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
364,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
365,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
366,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
367,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
368,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
369,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
370,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
371,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
372,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
373,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
374,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
375,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
376,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
377,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
378,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
379,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
380,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
381,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
382,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
383,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
384,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
385,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
386,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
387,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
388,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
389,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
390,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
391,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
392,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
393,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
394,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
395,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
396,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
397,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
398,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
399,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
400,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
401,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
402,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
403,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
404,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
405,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
406,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
407,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
408,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
409,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
410,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
411,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
412,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
414,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
415,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
416,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
417,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
418,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
419,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
420,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
421,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
422,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
423,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
424,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
425,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
426,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
428,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
429,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
430,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
431,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
432,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
433,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
434,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
435,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
436,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
437,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
438,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
439,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
441,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
442,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
443,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
444,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
445,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
446,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
447,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
448,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
449,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
450,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
451,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
452,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
453,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
454,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
455,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
456,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
457,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
458,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
459,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
460,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
461,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
462,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
463,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
464,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
465,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
466,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
467,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
468,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
469,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
470,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
471,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
472,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
473,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
474,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
475,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
476,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
477,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
478,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
479,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
480,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
481,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
482,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
483,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
484,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
486,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
487,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
488,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
489,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
490,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
491,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
492,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
493,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
494,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
495,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
496,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
497,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
498,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
499,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
500,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
501,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
502,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
503,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
504,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
505,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
506,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
508,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
509,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
510,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
511,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
512,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
513,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
514,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
515,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
516,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
517,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
518,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
519,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
520,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
521,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
522,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
523,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
524,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
525,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
526,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
527,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
528,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
529,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
530,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
531,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
532,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
533,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
534,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
535,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
536,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
537,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
538,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
539,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
540,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
541,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
542,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
543,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
544,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
545,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
546,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
547,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
548,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
549,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
550,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
551,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
552,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
553,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
554,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
555,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
556,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
557,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
558,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
559,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
560,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
561,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
562,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
563,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
564,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
565,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
566,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
567,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
568,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
569,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
570,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
571,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
572,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
573,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
574,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
576,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
577,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
578,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
579,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
580,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
581,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
582,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
583,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
584,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
585,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
586,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
587,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
588,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
589,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
590,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
591,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
593,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
594,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
595,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
596,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
597,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
598,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
599,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
600,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
601,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
602,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
603,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
604,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
605,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
606,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
607,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
608,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
609,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
610,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
611,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
612,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
613,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
614,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
615,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
616,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
617,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
618,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
619,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
620,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
621,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
622,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
623,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
624,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
625,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
626,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
627,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
628,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
629,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
630,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
631,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
632,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
633,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
634,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
635,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
636,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
637,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
638,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
639,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
640,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
641,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
642,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
643,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
644,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
645,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
646,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
647,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
648,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
649,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
650,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
651,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
652,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
653,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
654,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
655,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
656,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
657,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
658,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
659,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
660,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
661,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
662,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
663,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
664,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
665,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
666,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
667,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
668,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
669,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
