Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRJ_M_R
2356,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
2357,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
2358,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
2359,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2360,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
2361,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2362,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
2363,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Bareland
2364,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
2365,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
2366,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
2367,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2368,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2369,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2370,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2371,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2372,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2373,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
2374,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2375,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2376,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2377,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2378,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2379,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
2380,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2381,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2382,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
2383,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2384,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2385,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2386,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
2387,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2388,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2389,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2390,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2391,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2392,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2393,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2394,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2395,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2396,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2397,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
2398,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2399,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2400,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2401,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2402,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2403,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
2404,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2405,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2406,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
2407,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
2408,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
2409,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
2410,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2411,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
2412,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2413,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2414,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2415,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2416,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2417,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2418,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2419,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
2420,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2421,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
2422,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2423,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
2424,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
2425,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
2426,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2427,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2428,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
2429,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
2430,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
2431,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Forest
2432,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Forest
2433,NULL,Built-up,Water,NULL,Water,Grassland,Water,Forest
2434,NULL,Built-up,Water,NULL,Water,Wetland,Grassland,Bareland
2435,NULL,Built-up,Water,NULL,Water,Wetland,Grassland,Water
2436,NULL,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
2437,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Grassland
2438,NULL,Built-up,Water,NULL,Water,Wetland,Built-up,Forest
2439,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
2440,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Bareland
2441,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Forest
2442,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,NULL
2443,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
2444,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
2445,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
2446,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
2447,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Grassland
2448,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Forest
2449,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
2450,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Water
2451,NULL,Built-up,Water,NULL,Water,Water,Grassland,Water
2452,NULL,Built-up,Water,Water,Water,Bareland,Built-up,Built-up
2453,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2454,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2455,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2456,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2457,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2458,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2459,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2460,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2461,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2462,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2463,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2464,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2465,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2466,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
2467,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2468,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2469,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2470,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2471,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2472,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2473,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
2474,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2475,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2476,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2477,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2478,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2479,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2480,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Water
2481,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2482,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2483,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2484,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2485,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2486,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2487,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2488,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2489,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2490,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2491,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2492,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2493,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
2494,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2495,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2496,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2497,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2498,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2499,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2500,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2501,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2502,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2503,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2504,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2505,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2506,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Water
2507,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2508,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2509,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2510,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2511,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2512,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2513,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2514,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2515,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2516,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2517,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2518,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
2519,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2520,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2521,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2522,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2523,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2524,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2525,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2526,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2527,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2528,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2529,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
2530,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2531,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
2532,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2533,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2534,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2535,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2536,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2537,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2538,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2539,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2540,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2541,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2542,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2543,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
2544,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2545,NULL,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
2546,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2547,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2548,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2549,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2550,NULL,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2551,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2552,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2553,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2554,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
2555,NULL,Water,Built-up,Water,Non_Wetland,Grassland,Bareland,NULL
2556,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2557,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2558,NULL,Water,Water,NULL,Water,Grassland,Wetland,Forest
2559,NULL,Water,Water,NULL,Water,Wetland,Wetland,Forest
2560,NULL,Water,Water,NULL,Water,Bareland,Bareland,Bareland
2561,NULL,Water,Water,NULL,Water,Bareland,Bareland,Water
2562,NULL,Water,Water,NULL,Water,Bareland,Bareland,Forest
2563,NULL,Water,Water,NULL,Water,Bareland,Water,Water
2564,NULL,Water,Water,NULL,Water,Water,Built-up,Water
2565,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2566,NULL,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2567,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2568,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2569,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2570,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2571,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2572,NULL,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2573,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2574,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2575,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2576,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2577,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Built-up,Water
2578,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2579,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2580,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2581,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2582,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2583,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2584,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2585,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2586,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2587,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2588,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2589,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2590,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2591,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2592,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2593,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2594,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2595,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2596,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2597,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2598,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2599,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2600,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2601,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2602,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2603,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2604,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2605,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
2606,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
2607,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2608,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2609,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2610,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2611,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2612,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2613,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2614,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
2615,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2616,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2617,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2618,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2619,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2620,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2621,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2622,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2623,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2624,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2625,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2626,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2627,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2628,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2629,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2630,NULL,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
2631,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2632,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2633,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2634,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2635,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2636,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2637,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2638,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2639,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2640,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2641,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2642,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2643,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2644,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2645,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2646,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2647,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2648,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2649,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2650,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2651,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2652,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2653,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2654,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2655,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2656,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2657,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2658,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2659,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2660,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2661,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2662,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2663,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2664,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2665,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2666,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2667,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2668,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2669,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2670,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2671,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
2672,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
2673,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2674,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2675,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2676,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2677,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2678,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2679,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2680,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2681,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2682,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2683,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
