Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQA_M_R
1217,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
1218,NULL,Wetland,Water,Water,Water,Water,Water,Water
1219,NULL,Wetland,Water,Water,Water,Water,Water,Forest
1220,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1221,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1222,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1223,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1224,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1225,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1226,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1227,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
1228,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1229,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1230,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1231,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1232,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1233,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1234,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1235,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1236,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1237,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1238,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1239,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1240,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1241,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1242,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1243,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1244,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1245,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1246,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1247,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1248,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1249,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1250,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1251,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1252,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1253,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1254,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1255,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1256,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1257,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1258,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1259,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1260,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1261,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1262,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1263,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1264,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1265,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1266,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1267,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1268,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1269,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1270,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1271,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
1272,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1273,NULL,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1274,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1275,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1276,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1277,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1278,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
1279,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
1280,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1281,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1282,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1283,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1284,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1285,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1286,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1287,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1288,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1289,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1290,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1291,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
1292,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1293,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1294,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
1295,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1296,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1297,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1298,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1299,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1300,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1301,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1302,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1303,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1304,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1305,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1306,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1307,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1308,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
1309,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1310,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1311,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1312,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1313,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1314,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1315,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1316,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1317,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1318,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1319,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1320,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1321,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1322,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
1323,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1324,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1325,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1326,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1327,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1328,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1329,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1330,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1331,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
1332,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
1333,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1334,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1335,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1336,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1337,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1338,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1339,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1340,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1341,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1342,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Forest
1343,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1344,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1345,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1346,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1347,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
1348,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1349,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1350,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
1351,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1352,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1353,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Bareland,Grassland
1354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1356,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1358,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1359,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1360,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1361,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1362,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1363,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1364,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1365,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1366,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1367,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1368,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1369,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1370,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1371,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1372,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1373,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1374,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1375,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1376,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1377,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1378,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1379,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1380,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1381,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1382,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Water
1383,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
1384,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1385,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1386,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1387,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1388,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1389,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1390,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1391,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1392,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1393,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1394,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1395,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1396,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1397,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1398,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1399,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1400,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1401,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1402,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1403,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1404,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1405,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1406,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1407,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1408,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1409,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1410,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1411,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1412,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1413,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1414,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1415,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
1416,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1417,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1418,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1419,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1420,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1421,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1422,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1423,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
1424,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1425,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1426,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
1427,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1428,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1429,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1430,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
1431,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1432,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1433,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1434,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1435,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1436,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1437,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
1438,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Forest
1439,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
1440,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1441,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1442,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1443,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
1444,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1445,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
1446,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
1447,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1448,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1449,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1450,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1451,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
1452,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1453,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
1454,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1455,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Built-up
1456,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
1457,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1458,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1459,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1460,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1461,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Built-up
1462,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1463,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1464,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Bareland,Grassland
1465,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
1466,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1467,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
1468,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Forest
1469,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1470,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1471,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1472,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1473,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1474,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1475,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1476,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1477,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1478,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1479,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1480,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1481,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
1482,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1483,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1484,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Built-up
1485,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1486,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1487,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1488,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1489,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1490,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1491,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1492,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1493,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1494,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1495,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
1496,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
1497,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1498,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1499,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1500,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1501,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
1502,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
1503,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
1504,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
1505,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1506,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1507,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1508,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1509,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1510,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
1511,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
1512,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
1513,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Built-up
1514,NULL,Built-up,Wetland,NULL,Wetland,Water,Bareland,Forest
1515,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,Forest
1516,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
1517,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1518,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1519,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
1520,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1521,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1522,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1523,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1524,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
1525,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
1526,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
1527,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Wetland
1528,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Water
1529,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Forest
1530,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
1531,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
1532,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
1533,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Bareland
1534,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1535,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1536,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1537,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1538,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
