Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWU_M_R
720,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
721,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
722,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
723,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
724,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
725,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
726,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
727,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
728,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
729,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
730,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
731,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
732,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
733,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
734,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
735,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
736,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
737,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
738,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
739,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
740,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
741,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
742,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
743,NULL,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
744,NULL,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
745,NULL,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Forest
746,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
747,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
748,NULL,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
749,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
750,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
751,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
752,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
753,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
754,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
755,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
756,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
757,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
758,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
759,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
760,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
761,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
762,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
763,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
764,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
765,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
766,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
767,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
768,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
769,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
770,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
771,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
772,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
773,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
774,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
775,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
776,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
777,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
778,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
779,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
780,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
781,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
782,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
783,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
784,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
785,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
786,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
787,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
788,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
789,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
790,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
791,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
792,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
793,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
794,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
795,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
796,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
797,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
798,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
799,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
800,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
801,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
802,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
803,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
804,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
805,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
806,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
807,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
808,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
809,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
810,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
811,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
812,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
813,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
814,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
815,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
816,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
817,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
818,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
819,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
820,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
821,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
822,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
823,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
824,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
825,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
826,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
827,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
828,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
829,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
830,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
831,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
832,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
833,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
834,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
835,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
836,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
837,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
838,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
839,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
840,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
841,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
842,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
843,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
844,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
845,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
846,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
847,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
848,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
849,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
850,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
851,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
852,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
853,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
854,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
855,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
856,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
857,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
858,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
859,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
860,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
861,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
862,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
863,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
864,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
865,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
866,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
867,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
868,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
869,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
870,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
871,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
872,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
873,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
874,NULL,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
875,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
876,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
877,NULL,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
878,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
879,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
880,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
881,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
882,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
883,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
884,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
885,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
886,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
887,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
888,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
889,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
890,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
891,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
892,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
893,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
894,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
895,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
896,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
897,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
898,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
899,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
900,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
901,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
902,NULL,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
903,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
904,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
905,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
906,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
907,NULL,Wetland,Wetland,Water,Wetland,Grassland,Forest,Grassland
908,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
909,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
910,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
911,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
912,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
913,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
914,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
915,NULL,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
916,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
917,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
918,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
919,NULL,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
920,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
921,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
922,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
923,NULL,Wetland,Wetland,Water,Wetland,Water,NULL,Grassland
924,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
925,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
926,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
927,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
928,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
929,NULL,Wetland,Wetland,Water,Wetland,Water,Bareland,Wetland
930,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
931,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
932,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
933,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
934,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
935,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
936,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
937,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
938,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
939,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
940,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
941,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
942,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
943,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
944,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
945,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
946,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
947,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
948,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
949,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
950,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
951,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
952,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
953,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
954,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
955,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
956,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
957,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
958,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
959,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
960,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
961,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
962,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
963,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
964,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
965,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
966,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
967,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
968,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
969,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
970,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
971,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
972,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
973,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
974,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
975,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
976,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
977,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
978,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
979,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
980,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
981,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
982,NULL,Wetland,Water,NULL,Water,Wetland,Water,Forest
983,NULL,Wetland,Water,NULL,Water,Wetland,Forest,Forest
984,NULL,Wetland,Water,NULL,Water,Water,Water,Forest
985,NULL,Wetland,Water,Non_Water,Water,Wetland,Grassland,Grassland
986,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
987,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
988,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
989,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
990,NULL,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
991,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
992,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
993,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Forest
994,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
995,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
996,NULL,Wetland,Water,Water,Water,Wetland,Water,Forest
997,NULL,Wetland,Water,Water,Water,Bareland,Grassland,Forest
998,NULL,Wetland,Water,Water,Water,Water,Grassland,Grassland
999,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
1000,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
1001,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
1002,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
1003,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
1004,NULL,Wetland,Water,Water,Water,Water,Water,Water
1005,NULL,Wetland,Water,Water,Water,Water,Forest,Forest
1006,NULL,Wetland,Water,Water,Water,Forest,Water,Forest
1007,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1008,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1009,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1010,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1011,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1012,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1013,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1014,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1015,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1016,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1017,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1018,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1019,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1020,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1021,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1022,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1023,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1024,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1025,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1026,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1027,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1028,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1029,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1030,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1031,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1032,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1033,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1034,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1035,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1036,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1037,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1038,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1039,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1040,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1041,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1042,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1043,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1044,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1045,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1046,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
1047,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1048,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1049,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1050,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Water,Forest
1051,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1052,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1053,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1054,NULL,Bareland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
1055,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
1056,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Forest
1057,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1058,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
