Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWH_M_R
764,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
765,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
766,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
767,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Grassland
768,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
769,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
770,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
771,NULL,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
772,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
773,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
774,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
775,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
776,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
777,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
778,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
779,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
780,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
781,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
782,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
783,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
784,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
785,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
786,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
787,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
788,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
789,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
790,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
791,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
792,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
793,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
794,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
795,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
796,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
797,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
798,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
799,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
800,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
801,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
802,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
803,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
804,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
805,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
806,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
807,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
808,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
809,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
810,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
811,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
812,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
813,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
814,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
815,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
816,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
817,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
818,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
819,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
820,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
821,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
822,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
823,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
824,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
825,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
826,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
827,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
828,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
829,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
830,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
831,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
832,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
833,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
834,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
835,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
836,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
837,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
838,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
839,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
840,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
841,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
842,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
843,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
844,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
845,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
846,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
847,NULL,Cropland,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
848,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
849,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
850,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
851,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Water
852,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Water
853,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Bareland
854,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
855,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
856,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
857,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
858,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
859,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
860,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
861,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
862,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
863,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
864,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
865,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
866,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
867,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
868,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
869,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
870,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
871,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
872,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
873,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
874,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
875,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
876,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
877,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
878,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
879,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
880,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
881,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
882,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
883,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
884,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
885,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
886,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
887,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
888,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
889,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
890,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
891,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
892,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
893,NULL,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
894,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
895,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
896,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
897,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
898,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
899,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
900,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
901,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
902,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
903,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
904,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
905,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
906,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
907,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
908,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
909,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
910,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
911,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
912,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
913,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
914,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
915,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
916,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
917,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
918,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
919,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
920,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
921,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
922,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
923,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
924,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
925,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
926,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
927,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
928,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
929,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
930,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
931,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
932,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
933,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
934,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
935,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
936,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
937,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
938,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
939,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
940,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
941,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
942,NULL,Wetland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
943,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
944,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
945,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
946,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
947,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
948,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
949,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
950,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
951,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
952,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
953,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
954,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
955,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
956,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
957,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
958,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
959,NULL,Wetland,Wetland,Water,Wetland,NULL,Water,Bareland
960,NULL,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
961,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
962,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
963,NULL,Wetland,Wetland,Water,Wetland,Bareland,NULL,Wetland
964,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
965,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
966,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
967,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
968,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
969,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
970,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
971,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
972,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
973,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
974,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
975,NULL,Wetland,Water,Water,Water,Wetland,NULL,Wetland
976,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
977,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
978,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
979,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
980,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
981,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
982,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
983,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
984,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
985,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
986,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
987,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
988,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
989,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
990,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
991,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
992,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
993,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
994,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
995,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
996,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
997,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
998,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
999,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1000,NULL,Bareland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
1001,NULL,Bareland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1002,NULL,Bareland,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
1003,NULL,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1004,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1005,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1006,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
1007,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
1008,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1009,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1010,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1011,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1012,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1013,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
1014,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1015,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
1016,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1017,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1018,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1019,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1020,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1021,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1022,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1024,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1025,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1026,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1027,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1028,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1029,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1030,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1031,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1032,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1033,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1034,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1035,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1036,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1037,NULL,Bareland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1038,NULL,Bareland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1039,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1040,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1041,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Bareland
1042,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1043,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
1044,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1045,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1046,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1047,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
1048,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1049,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
1050,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
1051,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1052,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1053,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1054,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
1055,NULL,Bareland,Water,Water,Water,NULL,Water,Bareland
1056,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1057,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1058,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1059,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1060,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1061,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1062,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1063,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1064,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1065,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1066,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1067,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1068,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1069,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1070,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1071,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1072,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
1073,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1074,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1075,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
1076,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1077,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1078,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
1079,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
1080,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1081,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1082,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Wetland
1083,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Bareland
1084,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
1085,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1086,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1087,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
1088,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1089,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1090,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1091,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1092,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1093,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1094,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
