Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMJ_M_R
341,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
342,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
343,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
344,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
345,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
346,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
347,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
348,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
349,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
350,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
351,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
352,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
353,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
355,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
356,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
357,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
358,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
359,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
360,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
361,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
362,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
363,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
364,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
365,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
366,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
367,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
368,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
369,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
370,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
371,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
372,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
373,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
374,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
375,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
376,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
377,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
378,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
379,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
380,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
381,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
382,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
383,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
384,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
385,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
386,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
387,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
388,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
389,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
390,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
391,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
392,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
393,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
394,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
395,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
396,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
397,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
398,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
399,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
400,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
401,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
402,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
403,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
404,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
405,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
406,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
407,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
408,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
409,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
410,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
411,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
412,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
413,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
414,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
415,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
416,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
417,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
418,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
419,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
420,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
421,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
422,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
423,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
424,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
425,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
426,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
427,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
428,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
429,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
430,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
431,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
432,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
433,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
434,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
435,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
436,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
437,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
438,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
439,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
440,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
441,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
442,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
443,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
444,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
445,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
446,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
447,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
448,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
449,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
450,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
451,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
452,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
453,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
454,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
455,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
456,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
457,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
458,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
459,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
460,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
461,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
462,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
463,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
464,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
465,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
466,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
467,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
468,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
469,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
470,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
471,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
472,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
473,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
474,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
475,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
476,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
477,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
478,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
479,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
480,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
481,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
482,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
483,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
484,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
485,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
486,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
487,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
488,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
489,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
490,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
491,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
492,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
493,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
494,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
495,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
496,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
497,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
498,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
499,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
500,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
501,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
502,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
503,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
504,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
505,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
507,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
508,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
509,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
510,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
511,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
512,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
513,Grassland,Cropland,Water,NULL,Water,NULL,NULL,NULL
514,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
515,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
516,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
517,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
518,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
519,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
520,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
521,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
522,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
523,Grassland,Cropland,Water,Water,Water,NULL,NULL,Wetland
524,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
525,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
526,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
527,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
528,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
529,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
530,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
531,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
532,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
533,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
534,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
535,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
536,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
537,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
538,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
539,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
540,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
541,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
543,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
544,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
545,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
546,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
547,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
548,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
549,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
550,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
551,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
552,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
553,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
554,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
555,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
556,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
557,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
558,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
559,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
560,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
561,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
562,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
563,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
564,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
565,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
566,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
567,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
568,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
569,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
570,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
571,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
572,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
573,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
574,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
575,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
576,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
577,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
578,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
579,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
580,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
581,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
582,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
583,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
584,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
585,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
586,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
587,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
588,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
589,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
590,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
591,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
592,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
593,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
594,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
595,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
596,Grassland,Water,Water,Water,Water,NULL,NULL,Water
597,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
598,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
599,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
600,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
601,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
602,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
603,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
604,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
605,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
606,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
607,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
608,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
609,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
610,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
611,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
612,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
613,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
614,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
615,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
616,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
617,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
618,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
619,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
620,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
621,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
622,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
623,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
624,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
625,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
626,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
627,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
628,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
629,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
630,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
631,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
632,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
633,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
634,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
635,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
636,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
637,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
638,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
639,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
640,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
641,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
642,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
643,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
644,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
645,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
646,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
647,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
648,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
649,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
650,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
651,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
652,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
653,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
654,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
655,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
656,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
657,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
658,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
659,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
660,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
661,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
662,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
663,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
664,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
665,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
666,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
667,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
668,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
669,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
670,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
671,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
672,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
673,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
674,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
675,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
676,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
677,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
678,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
679,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
680,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
681,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
682,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
683,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
