Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LXM_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
42,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
43,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
46,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
47,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
48,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
49,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
50,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
52,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
53,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
54,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
55,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
56,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
57,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
58,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
59,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
60,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
61,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
62,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
63,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
64,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
65,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
66,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
67,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
68,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
69,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
70,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
71,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
72,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
73,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
74,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
75,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
76,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
77,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
78,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
79,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
80,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
81,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
82,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
83,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
84,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
85,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
86,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
87,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
88,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
89,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
90,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
91,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
92,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
93,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
94,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
95,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
96,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
97,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
98,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
99,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
100,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
101,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
102,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
103,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
104,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
105,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
106,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
107,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
108,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
109,NULL,NULL,Water,Water,Water,NULL,NULL,Water
110,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
111,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
112,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
113,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
114,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
115,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
116,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
117,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
118,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
119,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
120,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
121,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
122,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
123,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
124,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
125,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
126,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
127,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
128,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
129,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
130,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
131,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
132,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
133,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
134,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
135,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
136,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
137,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
138,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
139,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
140,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
141,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
142,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
143,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
144,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
145,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
146,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
147,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
148,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
149,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
150,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
151,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
152,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
153,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
154,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
155,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
156,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
157,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
158,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
159,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
160,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
161,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
162,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
163,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
164,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
165,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
166,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
167,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
168,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
169,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
170,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
171,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
172,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
173,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
174,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
175,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
176,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
177,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
178,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
179,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
180,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
181,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
182,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
183,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
184,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
185,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
186,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
187,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
188,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
189,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
190,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
191,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
192,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
193,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
194,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
195,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
196,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
197,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
198,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
199,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
200,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
201,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
202,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
203,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
204,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
205,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
206,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
207,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
208,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
209,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
210,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
211,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
212,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
213,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
214,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
215,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
216,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
217,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
218,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
219,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
220,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
221,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
222,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
223,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
224,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
225,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
226,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
227,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
228,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
229,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
230,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
231,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
232,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
233,NULL,Bareland,Water,Water,Water,NULL,NULL,Forest
234,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
235,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
236,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
237,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
238,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
239,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
240,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
241,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
242,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
243,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
244,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
245,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
246,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
247,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
248,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
249,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
250,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
251,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
252,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
253,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
254,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
255,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
256,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
257,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
258,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
259,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
260,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
261,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
262,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
263,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
264,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
265,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
266,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
267,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
268,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
269,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
270,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
271,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
272,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
273,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
274,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
275,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
276,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
277,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
278,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
279,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
280,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
281,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
282,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
283,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
284,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
285,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
286,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
287,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
288,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
289,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
290,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
291,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
292,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
293,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
294,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
295,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
296,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
297,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
298,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
299,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
300,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
301,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
302,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
303,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
304,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
305,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
306,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
307,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
308,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
309,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
310,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
311,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
312,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
313,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
314,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
315,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
316,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
317,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
318,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
319,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
320,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
321,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
322,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
323,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
324,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
325,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
326,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Built-up
327,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
328,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
329,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
330,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
331,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
332,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
333,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
334,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
