Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZM_M_R
326,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
327,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
328,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
329,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
330,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
331,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
332,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
333,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
334,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
335,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
336,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
337,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
338,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
339,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
340,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
341,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
342,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
343,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
344,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
345,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
346,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
347,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
348,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
349,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
350,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
351,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
352,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
353,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
354,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
355,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
356,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
357,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
358,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
359,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
360,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
361,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
362,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
363,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
364,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
365,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
366,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
367,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
368,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
369,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
370,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
371,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
372,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
373,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
374,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
375,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
376,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
377,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
378,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
379,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
380,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
381,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
382,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
383,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
384,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
385,Grassland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
386,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
387,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
388,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
389,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
390,Grassland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
391,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
392,Grassland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
393,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
394,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
395,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
396,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
397,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
398,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
399,Grassland,Water,Water,Water,Water,NULL,NULL,Water
400,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
401,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
402,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
403,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
404,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
405,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
406,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
407,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
408,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
409,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
410,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
411,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
412,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
413,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
414,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
415,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
416,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
417,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
418,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
419,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
420,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
421,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
422,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
423,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
424,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
425,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
426,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
427,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
428,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
429,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
430,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
431,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
432,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
433,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
434,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
435,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
436,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
437,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
438,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
439,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
440,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
441,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
442,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
443,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
444,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
445,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
446,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
447,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
448,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
449,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
450,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
451,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
452,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
453,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
454,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
455,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
456,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
457,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
458,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
459,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
460,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
461,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
462,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
463,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
464,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
465,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
466,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
467,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
468,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
469,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
470,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
471,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
472,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
473,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
474,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
475,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
476,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
477,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
478,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
479,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
480,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
481,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
482,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
483,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
484,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
485,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
486,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
487,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
488,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
489,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
490,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
491,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
492,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
493,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
494,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
495,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
496,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
497,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
498,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
499,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
500,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
501,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
502,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
503,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
504,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
505,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
506,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
507,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
508,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
509,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
510,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
511,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
512,Cropland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
513,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
514,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
515,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
516,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
517,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
518,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
519,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
520,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
521,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
522,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
523,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
524,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
525,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
526,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
527,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Water
528,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
529,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
530,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
531,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
532,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
533,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
534,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
535,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
536,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
537,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
538,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
539,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
540,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
541,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
542,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
543,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
544,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
545,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
546,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
547,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
548,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
549,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
550,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
551,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
552,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
553,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
554,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
555,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
556,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
557,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
558,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
559,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
560,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
561,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
562,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
563,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
564,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
565,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
566,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
567,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
568,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
569,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
570,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
571,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
572,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
573,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
574,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
575,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
576,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
577,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
578,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
579,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
580,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
581,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
582,Cropland,Water,Water,Water,Water,NULL,NULL,Water
583,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
584,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
585,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
586,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
587,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
588,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
589,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
590,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
591,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
592,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
593,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
594,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
595,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
596,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
597,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
598,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
599,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
600,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
601,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
602,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
603,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
604,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
605,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
607,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
608,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
609,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
610,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
611,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
612,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
613,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
614,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
615,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
616,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
617,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
618,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
619,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
620,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
621,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
622,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
623,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
624,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
625,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
626,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
627,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
628,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
629,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
630,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
631,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
632,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
633,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
634,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
635,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
636,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
638,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
639,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
640,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
641,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
642,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
643,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
644,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
645,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
646,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
647,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
648,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
649,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
650,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
651,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
652,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
653,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
654,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
655,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
656,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
657,Wetland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
658,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
659,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
660,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
661,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
662,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
663,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
664,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
665,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
