Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFL_M_R
100,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
101,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
102,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
103,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
104,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
105,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
106,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
107,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
108,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
109,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
110,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
111,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
112,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
113,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
114,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
115,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
116,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
117,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
118,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
119,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
120,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
121,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
122,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Bareland
123,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
124,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
125,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
126,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
127,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
128,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
129,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
130,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
131,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
132,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
133,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
134,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
135,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
136,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
137,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
138,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
139,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
140,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
141,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
142,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
143,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
144,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
145,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
146,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
147,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
148,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
149,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
150,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
151,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
152,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
153,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
154,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
155,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
156,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
157,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
158,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
159,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
160,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
161,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
162,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
163,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
164,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
165,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
166,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
167,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
168,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
169,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
170,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
171,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
172,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
173,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
174,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
175,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
176,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
177,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
178,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
179,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
180,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
181,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
182,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
183,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
184,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
185,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
186,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
187,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
188,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
189,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
190,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
191,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
192,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
193,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
194,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
195,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
196,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
197,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
198,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
199,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
200,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
201,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
202,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
203,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
204,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
205,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
206,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
207,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
208,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
209,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
210,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
211,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
212,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
213,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
214,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
215,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
216,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
217,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
218,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
219,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
220,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
221,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
222,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
223,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
224,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
225,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
226,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
227,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
228,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
229,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
230,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
231,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
232,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
233,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
234,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
235,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
236,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
237,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
238,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
239,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
240,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
241,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
242,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
243,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
244,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
245,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
246,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
247,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
248,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
249,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
250,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
251,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
252,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
253,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
254,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
255,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
256,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Bareland
257,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
258,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
259,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
260,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
261,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
262,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
263,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
264,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
265,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
266,NULL,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Water
267,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
268,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
269,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
270,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
271,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
272,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
273,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
274,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
275,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
276,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
277,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
278,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
279,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
280,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
281,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
282,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
283,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
284,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
285,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
286,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
287,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
288,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
289,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
290,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
291,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
292,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
293,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
294,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
295,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
296,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
297,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
298,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
299,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
300,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
301,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
302,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
303,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
304,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
305,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
306,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
307,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
308,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
309,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
310,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
311,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
312,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
313,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
314,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
315,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
316,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
317,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
318,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,NULL
319,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
320,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
321,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
322,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
323,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
324,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
325,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
326,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
327,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
328,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
329,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
330,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
