Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGR_M_R
330,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
331,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
332,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
333,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
334,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
335,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
336,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
337,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
338,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
339,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
340,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
341,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
342,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
343,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
344,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
345,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
346,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
347,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
348,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
349,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
350,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
351,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
352,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
353,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
354,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
355,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
356,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
357,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
358,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
359,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
360,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
361,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
362,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
363,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
364,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
365,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
366,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
367,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
368,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
369,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
370,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
371,Wetland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
372,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
373,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
374,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
375,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
376,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
377,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
378,Wetland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
379,Wetland,Bareland,Water,Water,Water,NULL,NULL,Grassland
380,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
381,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
382,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
383,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
384,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
385,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
386,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
387,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
388,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
389,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
390,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
391,Wetland,Water,Water,Water,Water,NULL,NULL,Water
392,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
393,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
394,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
395,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
396,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
397,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
398,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
399,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
400,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
401,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
402,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
403,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
404,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
405,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
406,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
407,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
408,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
409,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
410,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
411,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
412,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
413,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
414,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
415,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
416,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
417,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
418,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
419,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
420,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
421,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
422,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
423,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
424,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
425,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
426,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
427,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
429,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
430,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
431,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
432,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
433,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
434,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
435,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
436,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
437,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
438,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
439,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
440,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
441,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
442,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
443,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
444,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
445,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
446,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
447,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
448,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
449,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
450,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
451,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
452,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
453,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
454,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
455,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
456,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
457,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
458,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
459,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
460,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
461,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
462,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
463,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
464,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
465,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
466,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
467,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
468,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
469,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
470,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
471,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
472,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
473,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
474,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
475,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
476,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
477,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
478,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
479,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
480,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
481,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
482,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
483,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
484,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
485,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
486,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
487,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
488,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
489,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
490,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
491,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
492,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
493,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
494,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
495,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
496,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
497,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
498,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
499,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
500,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
501,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
502,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
503,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
504,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
505,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
506,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
507,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
508,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
509,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
510,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
511,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
512,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
513,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
514,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
515,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
516,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
517,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
518,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
519,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
520,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
521,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
522,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
523,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
524,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
525,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
526,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
527,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
528,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
529,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
530,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
531,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
532,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
533,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
534,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
535,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
536,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
537,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
538,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
539,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
540,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
541,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
542,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
543,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
544,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
545,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
546,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
547,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
548,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
549,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
550,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
551,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
552,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
553,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
554,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
555,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
556,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
557,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
558,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
559,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
560,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
561,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
562,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
563,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
564,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
565,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
566,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
567,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
568,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
569,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
570,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
571,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
572,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
573,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
574,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
575,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
576,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
577,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
578,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
579,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
580,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
581,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
582,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
583,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
584,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
585,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
586,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
587,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
588,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
589,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
590,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
591,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
592,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
593,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
594,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
595,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
596,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
597,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
598,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
599,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
600,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
601,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
602,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
603,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
604,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
605,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
606,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
607,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
608,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
609,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
610,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
611,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
612,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
613,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
614,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
615,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
616,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
617,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
618,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
619,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
620,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
621,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
622,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
623,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
624,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
625,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
626,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
627,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
628,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
629,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
630,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
631,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
632,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
633,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
634,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
635,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
636,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
637,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
638,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
639,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
640,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
641,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
642,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
643,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
644,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
645,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
646,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
647,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
648,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
649,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
650,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
651,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
652,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
653,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
654,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
655,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
656,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
657,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
658,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
659,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
660,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
661,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
662,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
663,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
664,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
665,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
666,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
