Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUG_M_R
734,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Water
735,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Forest
736,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
737,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
738,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
739,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
740,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
741,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
742,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
743,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
744,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
745,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
746,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
747,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
748,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
749,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
750,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
751,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
752,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
753,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
754,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
755,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
756,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
757,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
758,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
759,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
760,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
761,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
762,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
763,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
764,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
765,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
766,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
767,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
768,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
769,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
770,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
771,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
772,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
773,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
774,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
775,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
776,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
777,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
778,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
779,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
780,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
781,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
782,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
783,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
784,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
785,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
786,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
787,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
788,Cropland,Water,Water,Water,Water,NULL,NULL,Wetland
789,Cropland,Water,Water,Water,Water,NULL,NULL,Water
790,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
791,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
792,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
793,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
794,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
795,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
796,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
797,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
798,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
799,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
800,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
801,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
802,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
803,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
804,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
805,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
806,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
807,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
808,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
809,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
810,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
811,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
812,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
813,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
814,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
815,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
816,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
817,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
818,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
819,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
820,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
821,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
822,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
823,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
824,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
825,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
826,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
827,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
828,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
829,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
830,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
831,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
832,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
833,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
834,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
835,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
836,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
837,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
838,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
839,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
840,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
841,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
842,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
843,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
844,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
845,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
846,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
847,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
848,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
849,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
850,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
851,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
852,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
853,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
854,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
855,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
856,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
857,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
858,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
859,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
860,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
861,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
862,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
863,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
864,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
865,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
866,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
867,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
868,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
869,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
870,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
871,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
872,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
873,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
874,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
875,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
876,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
877,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
878,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
879,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
880,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
881,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
882,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
883,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
884,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
885,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
886,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
887,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
888,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
889,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
890,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
891,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
892,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
893,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
894,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
895,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
896,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
897,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
898,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
899,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
900,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
901,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
902,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
903,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
904,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
905,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
906,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
907,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
908,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
909,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
910,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Built-up
911,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
912,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
913,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
914,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
915,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
916,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
917,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
918,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
919,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
920,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
921,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
922,Wetland,Cropland,Water,Water,Water,NULL,NULL,Wetland
923,Wetland,Cropland,Water,Water,Water,NULL,NULL,Bareland
924,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
925,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
926,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
927,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
928,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
929,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
930,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
931,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
932,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
933,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
934,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
935,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
936,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
937,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
938,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
939,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
940,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
941,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
942,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
943,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
944,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
945,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
946,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
947,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
948,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
949,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
950,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
951,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
952,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
953,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
954,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
955,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
956,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
957,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
958,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
959,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
960,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
961,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
962,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
963,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
964,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
965,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
966,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
967,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
968,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
969,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
970,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
971,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
972,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
973,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
974,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
975,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
976,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
977,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
978,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
979,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
980,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
981,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
982,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
983,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
984,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
985,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
986,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
987,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
988,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
989,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
990,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
991,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
992,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
993,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
994,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
995,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
996,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
997,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
998,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
999,Wetland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1000,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1001,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1002,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1003,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1004,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1005,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1006,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1007,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1008,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1009,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1010,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1011,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1012,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1013,Wetland,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
1014,Wetland,Built-up,Water,Water,Water,NULL,NULL,Water
1015,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1016,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1017,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1018,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1019,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1020,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1021,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1022,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1023,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1024,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1025,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1026,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1027,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1028,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1029,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1030,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1031,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1032,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1033,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1034,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1035,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1036,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1037,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1038,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1039,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1040,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1041,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1042,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1043,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1044,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1045,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1046,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1047,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1048,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1049,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1050,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1051,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1052,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1053,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1054,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1055,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
1056,Wetland,Water,Water,NULL,Water,NULL,NULL,Bareland
1057,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1058,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1059,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1060,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1061,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1062,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1063,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1064,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1065,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
1066,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1067,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1068,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1069,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1070,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1071,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1072,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1073,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1074,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1075,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1076,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1077,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1078,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1079,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1080,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1081,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1082,Wetland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1083,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
