Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCL_M_R
56,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
57,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
58,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
59,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
60,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
61,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
62,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
65,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
66,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
67,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
75,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
76,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
77,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
78,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
79,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
80,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
81,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
82,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
83,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
84,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
85,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
86,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
87,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
88,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
89,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
90,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
91,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Forest
92,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
93,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
94,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
95,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
96,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
97,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
98,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
99,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
100,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Water
101,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
102,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
103,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
104,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
105,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
106,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
107,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
108,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
109,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
110,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
111,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
112,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
113,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
114,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
115,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
116,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
117,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
118,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
119,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
120,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
121,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
122,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
123,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
124,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
125,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
126,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
127,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
128,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
129,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Built-up
130,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
131,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
132,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
133,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
134,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Built-up,Bareland
135,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
136,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
137,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
138,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
139,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
140,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
141,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
142,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
143,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
144,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
145,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
146,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
147,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
148,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
149,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
150,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
151,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
152,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
153,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
154,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
155,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
156,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
157,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
158,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
159,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
160,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
161,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Water,Water
162,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
163,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
164,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
165,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
166,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
167,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
168,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
169,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
170,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
171,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
172,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
173,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
174,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
175,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
176,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
177,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
178,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
179,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
180,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
181,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
182,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
183,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
184,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
185,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
186,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
187,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
188,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
189,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
190,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
191,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
192,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
193,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
194,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
195,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
196,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
197,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
198,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Water
199,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
200,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
201,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
202,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
203,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
204,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
205,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
206,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
207,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
208,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
209,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
210,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
211,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
212,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
213,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
214,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
215,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
216,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
217,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
218,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
219,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
220,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
221,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
222,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
223,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
224,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
225,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
226,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
227,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
228,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Grassland
229,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
230,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Forest,Grassland
231,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Grassland,Grassland
232,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Grassland
233,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
234,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
235,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
236,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
237,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
238,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
239,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
240,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
241,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
242,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
243,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
244,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
245,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
246,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
247,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
248,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
249,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
250,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
251,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
252,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
253,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
254,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
255,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
256,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
257,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
258,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
259,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
260,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
261,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
262,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
263,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
264,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
265,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
266,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
267,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
268,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
269,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
270,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
271,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
272,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
273,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
274,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
275,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
276,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
277,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Forest
278,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
279,NULL,NULL,Water,NULL,Water,Grassland,Water,Water
280,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
281,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
282,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
283,NULL,NULL,Water,NULL,Water,Built-up,Grassland,Grassland
284,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
285,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
286,NULL,NULL,Water,NULL,Water,Water,Bareland,Bareland
287,NULL,NULL,Water,NULL,Water,Water,Bareland,Forest
288,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
289,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
290,NULL,NULL,Water,NULL,Water,Water,Water,Water
291,NULL,NULL,Water,NULL,Water,Water,Water,Forest
292,NULL,NULL,Water,NULL,Water,Water,Forest,Grassland
293,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
294,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
295,NULL,NULL,Water,Non_Water,Water,Grassland,Bareland,Grassland
296,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Water
297,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Forest
298,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
299,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Bareland
300,NULL,NULL,Water,Non_Water,Water,Bareland,Wetland,Water
301,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
302,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Forest
303,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Water
304,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
305,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
306,NULL,NULL,Water,Water,Water,Grassland,Grassland,Bareland
307,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
308,NULL,NULL,Water,Water,Water,Grassland,Grassland,Forest
309,NULL,NULL,Water,Water,Water,Grassland,Wetland,Bareland
310,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
311,NULL,NULL,Water,Water,Water,Grassland,Water,Water
312,NULL,NULL,Water,Water,Water,Bareland,Water,Water
313,NULL,NULL,Water,Water,Water,Bareland,Forest,Grassland
314,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
315,NULL,NULL,Water,Water,Water,Water,Grassland,Water
316,NULL,NULL,Water,Water,Water,Water,Grassland,Forest
317,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
318,NULL,NULL,Water,Water,Water,Water,Water,Grassland
319,NULL,NULL,Water,Water,Water,Water,Water,Bareland
320,NULL,NULL,Water,Water,Water,Water,Water,Water
321,NULL,NULL,Water,Water,Water,Water,Forest,Water
322,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
323,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
324,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
325,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
326,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
327,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
328,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
329,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
330,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
331,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
332,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
333,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
334,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
335,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
336,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
