Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQN_M_R
1981,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1982,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1983,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
1984,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1985,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1986,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1987,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1988,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1989,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1990,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1991,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1992,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1993,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1994,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1995,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1996,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1997,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1998,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1999,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2000,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2001,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2002,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2003,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,Water,Grassland
2004,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2005,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
2006,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
2007,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
2008,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2009,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2010,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2011,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2012,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2013,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2014,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2015,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2016,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2017,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2018,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2019,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2020,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2021,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2022,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2023,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2024,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2025,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2026,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2027,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2028,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2029,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2030,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2031,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2032,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2033,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2034,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2035,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2036,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2037,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2038,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2039,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
2040,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2041,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2042,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2043,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2044,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2045,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2046,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2047,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2048,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2049,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2050,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
2051,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2052,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2053,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2054,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2055,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2056,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2057,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2058,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2059,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2060,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2061,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2062,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2063,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2064,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2065,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2066,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2067,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2068,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2069,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2070,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2071,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2072,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2073,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2074,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2075,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2076,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2077,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
2078,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2079,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2080,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2081,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
2082,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
2083,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2084,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2085,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2086,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2087,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2088,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2089,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2090,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2091,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2092,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2093,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2094,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2095,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2096,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
2097,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2098,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
2099,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
2100,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2101,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
2102,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2103,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2104,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
2105,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2106,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
2107,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
2108,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2109,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2110,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2111,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2112,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2113,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2114,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2115,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2116,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2117,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2118,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2119,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
2120,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2121,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
2122,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2123,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2124,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
2125,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2126,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2127,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2128,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2129,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2130,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2131,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
2132,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2133,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2134,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
2135,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
2136,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
2137,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2138,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
2139,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2140,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2141,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2142,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2143,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2144,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2145,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2146,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2147,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2148,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2149,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2150,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2151,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
2152,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2153,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
2154,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2155,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2156,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2157,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2158,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2159,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2160,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2161,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2162,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2163,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
2164,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2165,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2166,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2167,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2168,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2169,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2170,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2171,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2172,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
2173,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2174,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2175,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2176,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2177,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2178,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2179,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2180,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2181,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2182,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2183,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2184,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2185,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2186,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2187,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Bareland
2188,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
2189,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
2190,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
2191,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
2192,Grassland,NULL,Water,NULL,Water,Shrubland,Bareland,Grassland
2193,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
2194,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
2195,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2196,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
2197,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2198,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
2199,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Forest
2200,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
2201,Grassland,NULL,Water,NULL,Water,Grassland,Water,Forest
2202,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
2203,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Wetland
2204,Grassland,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
2205,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2206,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
2207,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
2208,Grassland,NULL,Water,NULL,Water,Bareland,Water,Bareland
2209,Grassland,NULL,Water,NULL,Water,Bareland,Water,Forest
2210,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
2211,Grassland,NULL,Water,NULL,Water,Water,Grassland,Bareland
2212,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
2213,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
2214,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
2215,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
2216,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2217,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Water
2218,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2219,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2220,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2221,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2222,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2223,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2224,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2225,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2226,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2227,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2228,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2229,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2230,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2231,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2232,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2233,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2234,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2235,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2236,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2237,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2238,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2239,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2240,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2241,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2242,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2243,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2244,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2245,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2246,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2247,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2248,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2249,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2250,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2251,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2252,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2253,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2254,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2255,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2256,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2257,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2258,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2259,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2260,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2261,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2262,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2263,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2264,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2265,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2266,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2267,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2268,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2269,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2270,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2271,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2272,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2273,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2274,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2275,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2276,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2277,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2278,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2279,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2280,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
2281,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2282,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2283,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2284,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2285,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2286,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2287,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2288,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2289,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2290,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2291,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2292,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2293,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2294,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2295,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2296,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2297,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2298,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2299,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2300,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Forest
2301,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2302,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2303,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
