Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEG_M_R
2537,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2538,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2539,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2540,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2541,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2542,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2543,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2544,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2545,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2546,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2547,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2548,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2549,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2550,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2551,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2552,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2553,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2554,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2555,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2556,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2557,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2558,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2559,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2560,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2561,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2562,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2563,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2564,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2565,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2566,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2567,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2568,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2569,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2570,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2571,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2572,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2573,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2574,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2575,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2576,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2577,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2578,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2579,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
2580,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
2581,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2582,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2583,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
2584,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2585,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
2586,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2587,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2588,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2589,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2590,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2591,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2592,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2593,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2594,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2595,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2596,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2597,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2598,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2599,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2600,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2601,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
2602,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2603,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2604,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
2605,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
2606,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2607,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2608,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2609,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Built-up
2610,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
2611,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2612,NULL,Built-up,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
2613,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Bareland
2614,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
2615,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
2616,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2617,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2618,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2619,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2620,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2621,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2622,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2623,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2624,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2625,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2626,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2627,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2628,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2629,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2630,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2631,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2632,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2633,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2634,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2635,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2636,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
2637,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
2638,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2639,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2640,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2641,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2642,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2643,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2644,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2645,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2646,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2647,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2648,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
2649,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2650,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2651,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2652,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2653,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2654,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
2655,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
2656,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2657,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2658,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2659,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2660,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
2661,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2662,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2663,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2664,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2665,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2666,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2667,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2668,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2669,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2670,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2671,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2672,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2673,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2674,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2675,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2676,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2677,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2678,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2679,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2680,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2681,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2682,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2683,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2684,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2685,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2686,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2687,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2688,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2689,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2690,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2691,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2692,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2693,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2694,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2695,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2696,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2697,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2698,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2699,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2700,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Water
2701,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2702,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2703,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2704,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2705,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
2706,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
2707,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2708,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2709,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2710,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2711,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2712,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2713,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2714,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2715,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2716,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2717,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2718,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2719,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2720,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
2721,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2722,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2723,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
2724,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2725,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
2726,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2727,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2728,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2729,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2730,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Built-up
2731,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2732,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
2733,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
2734,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2735,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2736,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2737,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2738,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2739,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2740,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2741,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2742,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2743,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2744,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
2745,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2746,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2747,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2748,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2749,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2750,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2751,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2752,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2753,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2754,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2755,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2756,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
2757,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2758,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2759,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2760,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2761,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2762,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
2763,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2764,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2765,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
2766,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2767,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
2768,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2769,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
2770,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2771,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2772,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2773,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2774,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2775,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2776,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2777,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2778,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2779,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2780,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2781,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2782,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2783,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2784,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Water
2785,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2786,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2787,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2788,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2789,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2790,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2791,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2792,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2793,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2794,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2795,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2796,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2797,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Built-up
2798,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
2799,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
2800,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
2801,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
2802,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
2803,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2804,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2805,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
2806,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2807,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2808,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2809,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2810,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2811,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
2812,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2813,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
2814,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
2815,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2816,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2817,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2818,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
2819,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
2820,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2821,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2822,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
2823,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2824,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
2825,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
2826,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
2827,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Built-up
2828,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
2829,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
2830,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Grassland,Grassland
2831,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
2832,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Cropland
2833,NULL,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
2834,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
2835,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2836,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
2837,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2838,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2839,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2840,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2841,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2842,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2843,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2844,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2845,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2846,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2847,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
2848,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2849,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2850,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2851,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
