Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDE_M_R
344,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
345,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
346,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
347,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
348,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
349,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
350,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
351,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
352,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
353,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
355,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
356,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
357,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
358,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
359,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
360,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
361,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
362,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
363,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
364,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
365,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
366,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
367,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
368,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
369,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
370,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
371,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
372,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
373,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
374,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
375,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
376,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
377,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
378,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
379,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
380,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
381,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
382,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
383,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
384,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
385,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
386,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
387,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
388,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
389,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
390,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
391,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
392,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
393,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
394,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
395,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
396,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
397,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
398,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
399,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
400,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
401,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
402,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
403,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
404,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
405,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
406,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
407,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
408,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
409,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
410,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
411,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
412,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
414,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
415,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
416,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
417,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
418,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
419,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
420,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
421,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
422,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
423,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
424,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
425,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
426,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
427,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
429,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
430,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
431,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
432,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
433,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
434,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
435,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
436,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
437,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
438,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
439,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
440,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
441,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
442,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
443,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
444,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
445,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
446,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
447,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
448,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
449,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
450,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
451,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
452,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
453,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
454,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
455,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
456,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
457,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
458,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
459,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
460,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
461,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
462,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
463,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
464,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
465,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
466,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
467,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
468,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
469,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
470,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
471,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
472,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
473,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
474,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
475,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
476,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
477,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
478,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
479,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
480,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
481,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
482,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
483,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
484,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
485,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
486,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
487,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
488,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
489,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
490,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
491,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
492,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
493,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
494,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
495,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
496,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
497,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
498,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
499,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
500,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
501,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
502,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
503,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
504,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
505,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
506,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
507,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
508,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
509,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
510,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
511,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
512,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
513,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
514,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
515,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
516,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
517,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
518,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
519,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
520,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
521,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
522,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
523,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
524,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
525,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
526,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
527,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
528,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
529,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
530,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
531,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
532,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
533,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
534,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
535,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
536,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
537,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
538,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
539,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
540,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
541,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
543,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
544,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
545,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
546,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
547,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
548,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
549,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
550,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
551,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
552,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
553,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
554,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
555,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
556,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
557,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
558,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
559,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
560,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
561,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
562,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
563,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
564,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
565,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
566,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
567,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
568,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
569,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
570,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
571,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
572,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
573,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
574,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
575,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
576,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
577,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
578,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
579,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
580,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
581,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
582,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
583,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
584,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
585,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
586,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
587,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
588,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
589,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
590,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
591,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
592,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
593,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
594,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
595,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
596,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
597,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
598,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
599,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
600,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
601,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
602,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
603,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
604,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
605,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
606,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
607,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
608,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
609,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
610,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
611,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
612,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
613,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
614,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
615,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
616,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
617,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
618,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
619,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
620,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
621,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
622,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
623,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
624,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
625,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
626,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
627,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
628,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
629,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
630,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
631,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
632,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
633,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
634,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
635,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
636,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
637,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
638,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
639,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
640,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
641,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
642,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
643,Bareland,Water,Water,Water,Water,NULL,NULL,Water
644,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
645,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
646,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
647,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
648,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
649,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
650,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
651,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
652,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
653,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
654,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
655,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
656,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
658,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
659,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
660,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
661,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
662,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
663,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
664,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
665,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
666,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
667,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
668,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
669,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
670,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
671,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
672,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
673,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
674,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
675,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
676,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
677,Bareland,Forest,Water,Water,Water,NULL,NULL,Wetland
678,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
679,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
680,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
681,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
682,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
683,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
684,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
685,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
686,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
687,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
688,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
689,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
690,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
691,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
692,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
693,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
694,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
695,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
696,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
