Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTR_M_R
343,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
344,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
345,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
346,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
347,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
348,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
349,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
350,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
351,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
352,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
353,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
354,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
355,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
356,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
357,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
358,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
359,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
360,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
361,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
362,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
363,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
364,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
365,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
367,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
368,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
369,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
370,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
371,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
372,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
373,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
374,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
375,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
376,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
377,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
378,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
379,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
380,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
381,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
382,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
383,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
384,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
385,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
386,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
387,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
388,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
389,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
390,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
391,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
392,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
393,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
394,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
395,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
396,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
397,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
398,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
399,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
400,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
401,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
402,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
403,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
404,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
405,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
406,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
407,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
408,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
409,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
410,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
411,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
412,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
413,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
414,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
415,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
416,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
417,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
418,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
419,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
420,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
421,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
422,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
423,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
424,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
425,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
426,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
427,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
428,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
429,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
430,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
431,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
432,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
433,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
434,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
435,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
436,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
437,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
438,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
439,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
440,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
441,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
442,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
443,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
444,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
445,Cropland,NULL,Water,NULL,Water,NULL,NULL,Built-up
446,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
447,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
448,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
449,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
450,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
451,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
452,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
453,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
454,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
455,Cropland,NULL,Water,Water,Water,NULL,NULL,NULL
456,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
457,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
458,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
459,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
460,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
461,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
462,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
463,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
464,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
465,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
466,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
467,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
468,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
469,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
470,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
471,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
472,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
473,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
474,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
475,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
476,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
477,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
478,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
479,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
480,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
481,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
482,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
483,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
484,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
485,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
486,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
487,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
488,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
489,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
490,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
491,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
492,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
493,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
494,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
495,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
496,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
497,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
498,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
499,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
500,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
501,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
502,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
503,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
504,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
505,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
506,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
508,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
509,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
510,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
511,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
512,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
513,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
514,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
515,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
516,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
517,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
518,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
519,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
520,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
521,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
522,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
523,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
524,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
525,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
526,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
527,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
528,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
529,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
530,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
531,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
532,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
533,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
534,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
535,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
536,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
537,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
538,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
539,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
540,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
541,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
542,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
543,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
544,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
545,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
546,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
547,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
548,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
549,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
550,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
551,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
552,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
553,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
554,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
555,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
556,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
557,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
558,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
559,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
560,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
561,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
562,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
563,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
564,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
565,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
566,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
567,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
568,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
569,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
570,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
571,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
572,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
573,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
574,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
575,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
576,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
577,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
578,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
579,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
580,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
581,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
582,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
583,Wetland,NULL,Water,Water,Water,NULL,NULL,NULL
584,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
585,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
586,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
587,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
588,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
589,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
590,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
591,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
592,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
593,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
594,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
595,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
596,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
597,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
598,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
600,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
601,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
602,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
603,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
604,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
605,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
606,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
607,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
608,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
609,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
610,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
611,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
612,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
613,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
614,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
615,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
616,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
617,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
618,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
619,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
620,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
621,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
622,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
623,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
624,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
625,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
626,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
627,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
628,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
629,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
630,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
631,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
632,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
633,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
634,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
635,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
636,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
637,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
638,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
639,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
640,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
641,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
642,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
643,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
644,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
645,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
646,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
647,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
648,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
649,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
650,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
651,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
652,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
653,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
654,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
655,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
656,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
658,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
659,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
660,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
661,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
662,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
663,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
664,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
666,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
667,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
668,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
669,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
670,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
671,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
672,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
673,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
674,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
675,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
676,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
677,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
678,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
679,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
680,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
681,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
682,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
683,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
684,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
685,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
686,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
687,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
688,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
689,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
