Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWS_M_R
4077,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4078,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4079,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4080,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4081,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4082,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4083,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4084,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
4085,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4086,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4087,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4088,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
4089,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4090,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
4091,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4092,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
4093,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
4094,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4095,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4096,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4097,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4098,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4099,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4100,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
4101,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4102,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
4103,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4104,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4105,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4106,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
4107,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
4108,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4109,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
4110,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4111,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
4112,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4113,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4114,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4115,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4116,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4117,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4118,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4119,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4120,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4121,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4122,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
4123,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4124,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4125,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4126,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Water
4127,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4128,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4129,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4130,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4131,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4132,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4133,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
4134,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4135,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4136,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4137,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4138,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4139,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
4140,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4141,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
4142,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
4143,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4144,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4145,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4146,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4147,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4148,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4149,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4150,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4151,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4152,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4153,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
4154,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4155,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4156,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4157,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
4158,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4159,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4160,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4161,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
4162,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4163,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4164,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4165,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4166,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4167,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4168,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4169,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
4170,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4171,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4172,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4173,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4174,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4175,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4176,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4177,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4178,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4179,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4180,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4181,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4182,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4183,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4184,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4185,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4186,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4187,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4188,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4189,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4190,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
4191,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4192,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4193,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4194,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4195,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
4196,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4197,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4198,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4199,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4200,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4201,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
4202,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
4203,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4204,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4205,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4206,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4207,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4208,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4209,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4210,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4211,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4212,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4213,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4214,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4215,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4216,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4217,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4218,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4219,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4220,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4221,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4222,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4223,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4224,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4225,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4226,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4227,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4228,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
4229,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4230,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
4231,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
4232,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4233,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4234,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4235,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4236,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4237,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
4238,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4239,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4240,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4241,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4242,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4243,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4244,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4245,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
4246,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4247,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
4248,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4249,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4250,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4251,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4252,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4253,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4254,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4255,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4256,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4257,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4258,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4259,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
4260,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4261,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
4262,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4263,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4264,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4265,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4266,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4267,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4268,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4269,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4270,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4271,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4272,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4273,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4274,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4275,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
4276,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4277,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4278,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4279,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4280,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4281,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
4282,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4283,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
4284,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4285,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4286,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Wetland
4287,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4288,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4289,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4290,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4291,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4292,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4293,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4294,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
4295,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
4296,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
4297,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4298,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4299,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4300,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4301,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
4302,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4303,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4304,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4305,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4306,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4307,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4308,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4309,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4310,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4311,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4312,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4313,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4314,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
4315,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4316,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4317,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4318,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4319,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4320,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4321,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4322,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4323,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4324,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4325,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
4326,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4327,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4328,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4329,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4330,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
4331,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4332,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
4333,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4334,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4335,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4336,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
4337,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4338,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4339,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4340,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4341,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4342,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4343,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4344,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4345,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4346,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4347,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4348,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
4349,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4350,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4351,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4352,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4353,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4354,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4355,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4356,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4357,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4358,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4359,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4360,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4361,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4362,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
4363,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4364,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4365,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4366,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4367,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4368,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4369,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4370,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
4371,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4372,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4373,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4374,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
4375,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4376,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4377,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4378,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4379,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
4380,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4381,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4382,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4383,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4384,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4385,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4386,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
