Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFD_M_R
768,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
769,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
770,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
771,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
772,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
773,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
774,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
775,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
776,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
777,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
778,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
779,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
780,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
781,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
782,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
783,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
784,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
785,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
786,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
787,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
788,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
789,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
790,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
791,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
792,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
793,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
794,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
795,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
796,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
797,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
798,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
799,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
800,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
801,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
802,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
803,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
804,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
805,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
806,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
807,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
808,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
809,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
810,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
811,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
812,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
813,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
814,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
815,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
816,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
817,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
818,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
819,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
820,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
821,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
822,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
823,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
824,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
825,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
826,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
827,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
828,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
829,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
830,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
831,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
832,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
833,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
834,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
835,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
836,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
837,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
838,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
839,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
840,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
841,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
842,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
843,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
844,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
845,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
846,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
847,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
848,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
849,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
850,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
851,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
852,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
853,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
854,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
855,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
856,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
857,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
858,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
859,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
860,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
861,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
862,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
863,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
864,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
865,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
866,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
867,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
868,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
869,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
870,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
871,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
872,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
873,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
874,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
875,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
876,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
877,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
878,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
879,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
880,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
881,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
882,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
883,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
884,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
885,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
886,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
887,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
888,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
889,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
890,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
891,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
892,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
893,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
894,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
895,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
896,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
897,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
898,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
899,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
900,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
901,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
902,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
903,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
904,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
905,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
906,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
907,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
908,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
909,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
910,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
911,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
912,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
913,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
914,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
915,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
916,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
917,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
918,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
919,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
920,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
921,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
922,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
923,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
924,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
925,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
926,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
927,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
928,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
929,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
930,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
931,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
932,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
933,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
934,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
935,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Cropland
936,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
937,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
938,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
939,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
940,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
941,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
942,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
943,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
944,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
945,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
946,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
947,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
948,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
949,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
950,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
951,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
952,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
953,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
954,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
955,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
956,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
957,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
958,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
959,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
960,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
961,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
962,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
963,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
964,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
965,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
966,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
967,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
968,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
969,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
970,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
971,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
972,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
973,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
974,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
975,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
976,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
977,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
978,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
979,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
980,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
981,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
982,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
983,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
984,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
985,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
986,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
987,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
988,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
989,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
990,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
991,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
992,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
993,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
994,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
995,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
996,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
997,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
998,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
999,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1000,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1001,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1002,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1003,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1004,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1005,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1006,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1007,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1008,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1009,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1010,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1011,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1012,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1013,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1014,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1015,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1016,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1017,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1018,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1019,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1020,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1021,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1022,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1023,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1024,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1025,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1026,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1027,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1028,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1029,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1030,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1031,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1032,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1033,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1034,Cropland,Water,Water,NULL,Water,NULL,NULL,Bareland
1035,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
1036,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1037,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1038,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
1039,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
1040,Cropland,Water,Water,Water,Water,NULL,NULL,Bareland
1041,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1042,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1044,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1045,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1046,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1047,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1048,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1049,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1050,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1051,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1052,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1053,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1054,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1055,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1056,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1057,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1058,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1059,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1060,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1061,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1062,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1063,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1064,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1065,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1066,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1067,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1068,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1069,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1070,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1071,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1072,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1073,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1074,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1075,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1076,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1077,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1078,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1079,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1080,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1081,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1082,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1083,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1084,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1085,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1086,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1087,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1088,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1089,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1090,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1091,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1092,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1094,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1095,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1096,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1097,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1098,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1099,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1100,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1101,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1102,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1103,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1104,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1105,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1106,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
