Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQH_M_R
2606,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2607,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2608,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2609,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2610,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2611,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2612,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2613,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2614,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2615,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2616,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2617,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2618,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2619,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2620,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2621,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2622,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2623,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2624,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2625,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2626,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2627,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2628,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2629,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2630,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2631,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2632,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2633,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2634,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2635,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2636,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2637,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2638,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
2639,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2640,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2641,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2642,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2643,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2644,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2645,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2646,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2647,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2648,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2649,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
2650,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2651,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2652,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2653,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2654,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2655,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2656,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2657,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2658,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2659,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2660,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2661,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2662,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2663,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2664,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2665,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2666,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2667,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2668,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2669,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2670,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2671,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2672,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2673,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2674,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2675,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2676,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2677,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2678,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2679,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2680,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2681,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2682,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2683,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2684,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2685,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2686,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2687,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2688,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2689,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
2690,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2691,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2692,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2693,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2694,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2695,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2696,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2697,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2698,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
2699,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2700,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2701,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2702,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2703,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2704,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2705,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2706,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2707,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2708,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2709,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2710,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Cropland
2711,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
2712,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2713,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2714,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2715,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2716,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2717,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2718,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2719,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2720,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2721,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2722,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2723,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2724,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2725,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2726,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2727,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2728,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2729,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2730,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2731,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2732,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2733,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2734,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2735,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2736,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2737,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2738,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2739,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2740,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland,NULL,Wetland
2741,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2742,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2743,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2744,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2745,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2746,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2747,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2748,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2749,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2750,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2751,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2752,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2753,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2754,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2755,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2756,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2757,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2758,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2759,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2760,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2761,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2762,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2763,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2764,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2765,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2766,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2767,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2768,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2769,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2770,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2771,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2772,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2773,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2774,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2775,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2776,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2777,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2778,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2779,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
2780,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2781,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2782,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
2783,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2784,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2785,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2786,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2787,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2788,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2789,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2790,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2791,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
2792,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2793,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2794,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2795,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2796,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2797,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2798,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2799,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2800,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2801,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2802,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2803,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2804,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2805,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2806,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2807,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2808,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2809,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2810,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2811,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2812,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2813,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2814,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2815,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2816,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2817,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2818,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
2819,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2820,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2821,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2822,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2823,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2824,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2825,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
2826,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
2827,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2828,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2829,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2830,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2831,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2832,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2833,Grassland,Cropland,Wetland,NULL,Wetland,Water,NULL,Grassland
2834,Grassland,Cropland,Wetland,NULL,Wetland,Water,NULL,Wetland
2835,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
2836,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2837,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2838,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2839,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2840,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2841,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2842,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2843,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2844,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2845,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2846,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2847,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2848,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2849,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2850,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2851,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2852,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2853,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
2854,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2855,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2856,Grassland,Cropland,Wetland,Water,Wetland,Wetland,NULL,Grassland
2857,Grassland,Cropland,Wetland,Water,Wetland,Wetland,NULL,Wetland
2858,Grassland,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
2859,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2860,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2861,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2862,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2863,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2864,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2865,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2866,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2867,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2868,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2869,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
2870,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2871,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2872,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2873,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2874,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2875,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2876,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2877,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2878,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2879,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2880,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2881,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2882,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2883,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2884,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
2885,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2886,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2887,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
2888,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
2889,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
2890,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2891,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
2892,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
2893,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
2894,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
2895,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
2896,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
2897,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
2898,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
2899,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2900,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
2901,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
2902,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2903,Grassland,Cropland,Water,Non_Water,Water,Wetland,Grassland,Wetland
2904,Grassland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
2905,Grassland,Cropland,Water,Non_Water,Water,Water,Wetland,Grassland
2906,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
2907,Grassland,Cropland,Water,Water,Water,NULL,NULL,Cropland
2908,Grassland,Cropland,Water,Water,Water,NULL,NULL,Wetland
2909,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
2910,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
2911,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2912,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2913,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2914,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2915,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2916,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2917,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2918,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2919,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2920,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2921,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
