Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGC_M_R
351,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
352,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
353,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
354,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
355,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
356,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
357,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
358,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
359,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
360,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
361,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
362,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
363,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
364,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
365,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
366,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
367,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
368,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
369,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
370,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
371,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
372,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
373,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
374,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
375,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
376,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
377,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
378,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
379,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
380,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
381,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
382,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
383,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
384,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
385,Wetland,Water,Water,Water,Water,NULL,NULL,Water
386,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
387,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
388,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
389,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
390,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
391,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
392,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
393,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
394,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
395,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
396,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
397,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
398,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
399,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
400,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
401,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
402,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
403,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
404,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
405,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
406,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
407,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
408,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
409,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
410,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
411,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
412,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
413,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
414,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
415,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
416,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
417,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
418,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
419,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
420,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
421,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
422,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
423,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
424,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
425,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
426,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
427,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
428,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
429,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
430,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
431,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
432,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
433,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
434,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
435,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
436,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
437,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
438,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
439,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
441,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
442,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
443,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
444,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
445,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
446,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
447,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
448,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
449,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
450,Bareland,Water,Water,Water,Water,NULL,NULL,Water
451,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
452,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
453,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
454,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
455,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
456,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
457,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
458,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
460,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
461,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
462,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
463,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
464,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
465,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
466,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
467,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
468,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
469,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
470,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
471,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
472,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
473,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
474,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
475,Water,NULL,Water,NULL,Water,NULL,NULL,Water
476,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
477,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
478,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
479,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
480,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
481,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
482,Water,NULL,Water,Water,Water,NULL,NULL,Water
483,Water,NULL,Water,Water,Water,NULL,NULL,Forest
484,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
485,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
486,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
487,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
488,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
489,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
490,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
491,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
492,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
493,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
494,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
495,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
496,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
497,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
498,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
499,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
500,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
501,Water,Wetland,Water,Water,Water,NULL,NULL,Water
502,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
503,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
504,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
505,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
506,Water,Bareland,Water,Water,Water,NULL,NULL,Water
507,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
508,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
509,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
510,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
511,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
512,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
513,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
514,Water,Built-up,Water,Water,Water,NULL,NULL,Water
515,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
516,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
517,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
518,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
519,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
520,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
521,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
523,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
524,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
525,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
526,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
527,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
528,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
529,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
530,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
531,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
532,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
533,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
534,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
535,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
536,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
537,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
538,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
539,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
540,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
541,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
542,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
543,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
544,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
545,Water,Water,Water,NULL,Water,NULL,NULL,Water
546,Water,Water,Water,NULL,Water,NULL,NULL,Forest
547,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
548,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
549,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
550,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
551,Water,Water,Water,Water,Water,NULL,NULL,Grassland
552,Water,Water,Water,Water,Water,NULL,NULL,Wetland
553,Water,Water,Water,Water,Water,NULL,NULL,Water
554,Water,Water,Water,Water,Water,NULL,NULL,Forest
555,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
556,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
557,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
558,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
559,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
560,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
561,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
562,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
563,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
564,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
565,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
566,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
567,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
568,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
569,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
570,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
571,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
572,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
573,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
574,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
575,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
576,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
577,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
578,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
579,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
580,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
581,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
582,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
583,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
584,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
585,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
586,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
587,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
588,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
589,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
590,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
591,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
592,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
593,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
594,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
595,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
596,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
597,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
598,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
599,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
600,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
601,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
602,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
603,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
604,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Grassland
605,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
606,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
607,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
608,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
609,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
610,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
611,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
612,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
613,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
614,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Wetland
615,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
616,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
617,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
618,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
619,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
620,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
621,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
622,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
623,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
624,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
625,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
626,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
627,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
629,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
630,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
631,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
632,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
633,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
634,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
635,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
636,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
637,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
638,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
639,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
640,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
641,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
642,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
643,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
644,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
645,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
646,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
647,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
648,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
649,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
650,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
651,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
652,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
653,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
654,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
655,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
656,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
657,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
658,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
659,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
660,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
661,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
662,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
663,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
664,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
665,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
666,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
667,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
668,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
669,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
670,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
671,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
672,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
673,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
674,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
675,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
676,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
677,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
678,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
679,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
680,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
681,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
682,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
683,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
684,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
685,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
686,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
687,Forest,NULL,Water,Water,Water,NULL,NULL,Water
688,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
689,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
690,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
691,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
692,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
693,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
694,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
695,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
696,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
697,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
698,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
699,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
700,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
701,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
702,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
703,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
704,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
705,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
706,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
707,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
708,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
709,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
710,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
711,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
712,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
