Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R
2834,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2835,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2836,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2837,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2838,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2839,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2840,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
2841,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2842,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
2843,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2844,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2845,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2846,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2847,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2848,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2849,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2850,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2851,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2852,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2853,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2854,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
2855,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
2856,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2857,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2858,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2859,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2860,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2861,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2862,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2863,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2864,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2865,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2866,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2867,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2868,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2869,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
2870,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2871,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2872,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2873,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2874,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
2875,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2876,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
2877,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
2878,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
2879,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2880,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2881,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2882,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2883,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
2884,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2885,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
2886,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
2887,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2888,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2889,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2890,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
2891,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2892,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2893,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2894,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2895,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2896,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2897,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2898,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2899,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2900,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2901,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
2902,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2903,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2904,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2905,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2906,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2907,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2908,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2909,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2910,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2911,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2912,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2913,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
2914,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2915,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2916,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2917,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2918,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2919,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2920,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2921,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2922,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2923,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2924,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2925,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2926,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2927,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2928,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2929,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2930,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2931,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2932,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2933,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2934,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2935,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2936,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2937,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2938,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2939,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2940,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2941,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2942,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2943,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2944,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2945,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2946,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2947,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2948,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2949,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
2950,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2951,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2952,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2953,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2954,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2955,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2956,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2957,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2958,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2959,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2960,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2961,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2962,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2963,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
2964,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
2965,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
2966,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2967,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
2968,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2969,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
2970,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2971,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2972,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
2973,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2974,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2975,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
2976,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
2977,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
2978,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
2979,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
2980,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2981,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2982,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2983,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2984,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2985,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2986,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2987,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2988,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
2989,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2990,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
2991,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
2992,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2993,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
2994,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
2995,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2996,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2997,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2998,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
2999,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3000,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3001,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3002,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3003,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
3004,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
3005,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3006,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3007,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
3008,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3009,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3010,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
3011,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
3012,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3013,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3014,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3015,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3016,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3017,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3018,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3019,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3020,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3021,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3022,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
3023,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3024,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
3025,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3026,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
3027,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
3028,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
3029,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
3030,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
3031,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3032,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3033,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Built-up
3034,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
3035,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3036,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
3037,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
3038,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
3039,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Built-up
3040,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
3041,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
3042,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
3043,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Water
3044,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
3045,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
3046,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
3047,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
3048,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
3049,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
3050,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3051,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
3052,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
3053,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
3054,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3055,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
3056,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Forest
3057,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3058,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
3059,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
3060,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
3061,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Water
3062,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Forest
3063,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
3064,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
3065,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
3066,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3067,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3068,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3069,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
3070,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
3071,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
3072,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
3073,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3074,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
3075,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3076,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
3077,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3078,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3079,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
3080,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
3081,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
3082,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3083,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3084,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
3085,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3086,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3087,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
3088,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
3089,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3090,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
3091,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3092,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3093,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3094,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3095,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3096,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3097,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3098,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3099,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
3100,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3101,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
3102,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
3103,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
3104,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
3105,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
3106,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Water
3107,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
3108,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
3109,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3110,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
3111,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3112,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
3113,Grassland,NULL,Wetland,Water,Wetland,Forest,NULL,Water
3114,Grassland,NULL,Wetland,Water,Wetland,Forest,Grassland,Wetland
3115,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3116,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3117,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3118,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
3119,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3120,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
3121,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3122,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3123,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
3124,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3125,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3126,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3127,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3128,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3129,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
3130,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3131,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3132,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3133,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
3134,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3135,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3136,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3137,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3138,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
3139,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Bareland
3140,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
3141,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
3142,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
3143,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Cropland
3144,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
3145,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3146,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3147,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
3148,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Forest
3149,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
3150,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3151,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
3152,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
3153,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3154,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3155,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3156,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3157,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
3158,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3159,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
3160,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
