Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKA_M_R
333,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
334,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
335,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
336,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
337,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
338,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
339,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
340,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
341,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
342,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
343,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
344,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
345,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
346,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
347,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
348,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
349,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
350,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
351,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
352,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
353,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
354,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
355,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
356,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
357,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
358,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
359,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
360,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
361,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
362,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
363,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
364,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
365,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
366,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
367,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
368,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
369,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
370,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
371,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
372,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
373,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
374,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
375,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
376,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
377,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
378,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
379,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
380,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
381,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
382,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
383,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
384,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
385,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
386,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
387,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
388,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
389,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
390,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
391,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
392,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
393,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
394,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
395,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
396,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
397,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
398,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
399,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
400,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
401,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
402,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
403,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
404,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
405,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
406,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
407,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
408,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
409,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
410,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
411,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
412,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
413,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
414,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
415,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
416,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
417,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
418,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
419,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
420,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
421,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
422,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
423,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
424,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
425,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
426,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
427,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
428,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
429,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
430,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
431,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
432,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
433,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
434,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
435,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
436,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
437,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
438,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
439,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
440,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
441,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
442,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
443,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
444,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
445,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
446,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
447,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
448,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
449,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
450,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
451,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
452,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
453,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
454,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
455,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
456,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
457,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
458,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
459,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
460,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
461,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
462,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
463,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
464,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
465,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
466,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
467,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
468,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
469,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
470,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
471,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
472,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
473,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
474,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
475,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
476,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
477,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
478,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
479,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
480,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
481,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
482,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
483,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
484,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
485,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
486,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
487,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
488,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
489,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
490,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
491,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
492,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
493,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
494,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
495,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
496,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
497,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
498,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
499,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
500,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
501,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
502,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
503,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
504,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
505,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
506,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
507,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
508,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
509,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
510,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
511,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
512,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
513,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
514,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
515,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
516,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
517,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
518,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
519,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
520,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
521,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
523,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
524,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
525,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
526,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
527,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
528,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
529,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
530,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
531,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
532,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
533,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
534,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
535,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
536,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
537,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
538,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
539,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
540,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
541,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
543,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
544,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
545,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
546,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
547,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
548,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
549,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
550,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
551,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
552,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
553,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
554,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
555,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
556,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
557,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
558,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
559,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
560,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
561,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
562,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
563,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
564,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
565,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
566,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
567,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
568,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
569,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
570,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
571,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
572,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
573,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
574,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
575,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
576,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
577,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
578,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
579,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
580,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
581,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
582,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
583,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
584,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
585,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
586,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
587,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
588,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
589,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
590,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
591,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
593,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
594,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
595,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
596,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
597,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
598,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
600,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
601,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
602,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
603,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
604,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
605,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
606,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
607,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
608,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
609,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
610,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
611,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
612,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
613,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
614,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
615,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
616,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
617,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
618,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
619,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
620,Water,NULL,Water,NULL,Water,NULL,NULL,Water
621,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
622,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
623,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
624,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
625,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
626,Water,NULL,Water,Water,Water,NULL,NULL,Water
627,Water,NULL,Water,Water,Water,NULL,NULL,Forest
628,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
629,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
630,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
631,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
632,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
633,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
634,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
635,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
636,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
637,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
638,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
639,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
640,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
641,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
642,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
643,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
644,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
645,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
646,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
647,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
648,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
649,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
650,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
651,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
652,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
653,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
654,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
655,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
656,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
657,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
658,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
659,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
660,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
661,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
662,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
663,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
664,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
666,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
667,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
668,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
669,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
670,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
671,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
672,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
673,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
