Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDG_M_R
890,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
891,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
892,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
893,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
894,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
895,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
896,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
897,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
898,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
899,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
900,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
901,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
902,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
903,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
904,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
905,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
906,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
907,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
908,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
909,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
910,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
911,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
912,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
913,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
914,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
915,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
916,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
917,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
918,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
919,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
920,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
921,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
922,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
923,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
924,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
925,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
926,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
927,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
928,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
929,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
930,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
931,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
932,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
933,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
934,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
935,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
936,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
937,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
938,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
939,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
940,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
941,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
942,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
943,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
944,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
945,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
946,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
947,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
948,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
949,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
950,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
951,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
952,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
953,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
954,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
955,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
956,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
957,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
958,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
959,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
960,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
961,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
962,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
963,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
964,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
965,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
966,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
967,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
968,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
969,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
970,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
971,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
972,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
973,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
974,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
975,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
976,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
977,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
978,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
979,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
980,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
981,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
982,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
983,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
984,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
985,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
986,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
987,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
988,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
989,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
990,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
991,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
992,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
993,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
994,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
995,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
996,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
997,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
998,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
999,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1000,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1001,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1002,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1003,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1004,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1005,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1006,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1007,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1008,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1009,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1010,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1011,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1012,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1013,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1014,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1015,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1016,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1017,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1018,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1019,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1020,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
1021,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1022,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1023,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1024,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1025,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1026,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1027,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1028,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1029,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1030,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1031,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1032,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1033,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1034,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1035,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1036,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1037,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1038,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1039,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1040,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1041,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1042,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1043,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1044,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1045,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1046,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1047,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1048,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1049,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1050,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1051,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1052,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1053,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1054,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1055,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1056,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1058,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1059,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1060,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1061,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1062,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1063,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1064,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1065,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1066,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1067,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1068,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1069,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1070,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1071,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1072,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1074,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1075,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1076,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1077,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1078,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1079,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
1080,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1081,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1082,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1083,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1084,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1085,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1086,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1087,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1088,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1089,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1090,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1091,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1093,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1094,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1095,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1096,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1097,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1099,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1100,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1101,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1102,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1103,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1104,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1105,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1106,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1107,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1108,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1109,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1110,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1111,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1112,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1113,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1114,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1115,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1116,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1117,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1118,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1119,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
1120,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1121,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1122,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1123,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1124,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1125,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1126,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1127,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1128,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1130,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1131,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1132,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1133,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1134,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1135,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1136,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1137,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1138,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1139,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1140,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1141,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1142,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1143,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1144,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1145,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1146,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
1147,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1148,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1149,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1150,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1151,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1152,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1153,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1154,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1155,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1156,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1157,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1158,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1159,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1160,Cropland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1161,Cropland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1162,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1164,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1165,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1166,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1167,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1168,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1169,Cropland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1170,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1171,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1172,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1173,Cropland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1174,Cropland,Built-up,Water,Water,Water,NULL,NULL,Water
1175,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1176,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1177,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1178,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1179,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1180,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1181,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1182,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1183,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1184,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1185,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1186,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1187,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1188,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1189,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1190,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1191,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1192,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1193,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1194,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1195,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1196,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1197,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1198,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1199,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1200,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1201,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1202,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1203,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1204,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1205,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1206,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1207,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1208,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1209,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1210,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1211,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1212,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1213,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1214,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1215,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1216,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1217,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1218,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1219,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1220,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1221,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1222,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1223,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1224,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1225,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1226,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
