Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWU_M_R
3988,Grassland,Bareland,Water,Non_Water,Water,Water,Wetland,Wetland
3989,Grassland,Bareland,Water,Non_Water,Water,Water,Water,Wetland
3990,Grassland,Bareland,Water,Water,Water,Water,Grassland,Wetland
3991,Grassland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3992,Grassland,Bareland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3993,Grassland,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3994,Grassland,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
3995,Grassland,Bareland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
3996,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3997,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3998,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3999,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4000,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4001,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4002,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4003,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4004,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4005,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4006,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4007,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4008,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4009,Grassland,Built-up,Wetland,Water,Wetland,Water,Water,Water
4010,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4011,Grassland,Built-up,Water,Water,Water,Water,Water,Water
4012,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4013,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4014,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4015,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4016,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4017,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4018,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
4019,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4020,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4021,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4022,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
4023,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4024,Grassland,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
4025,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4026,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4027,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
4028,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4029,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4030,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
4031,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4032,Grassland,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
4033,Grassland,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
4034,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4035,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4036,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4037,Grassland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4038,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4039,Grassland,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4040,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4041,Grassland,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
4042,Grassland,Water,Wetland,Water,Wetland,Water,Grassland,Water
4043,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
4044,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4045,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Wetland
4046,Grassland,Water,Water,NULL,Water,Grassland,Water,Wetland
4047,Grassland,Water,Water,NULL,Water,Grassland,Water,Forest
4048,Grassland,Water,Water,NULL,Water,Wetland,Grassland,Wetland
4049,Grassland,Water,Water,NULL,Water,Water,Water,Wetland
4050,Grassland,Water,Water,Water,Water,Grassland,Water,Wetland
4051,Grassland,Water,Water,Water,Water,Wetland,Grassland,Wetland
4052,Grassland,Water,Water,Water,Water,Wetland,Water,Wetland
4053,Grassland,Water,Water,Water,Water,Water,Grassland,Wetland
4054,Grassland,Water,Water,Water,Water,Water,Water,Wetland
4055,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4056,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4057,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4058,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4059,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
4060,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4061,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4062,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4063,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4064,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4065,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4066,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4067,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4068,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4069,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4070,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4071,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4072,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4073,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4074,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4075,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
4076,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4077,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4078,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4079,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4080,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4081,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4082,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4083,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
4084,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
4085,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4086,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4087,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4088,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4089,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4090,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4091,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4092,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4093,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4094,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4095,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4096,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4097,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4098,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4099,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4100,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4101,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4102,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4103,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4104,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4105,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4106,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4107,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4108,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4109,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4110,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4111,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4112,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
4113,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4114,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4115,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4116,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4117,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4118,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4119,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4120,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4121,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4122,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4123,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4124,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4125,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4126,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4127,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4128,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4129,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4130,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4131,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4132,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4133,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4134,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4135,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
4136,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4137,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4138,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4139,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4140,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4141,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
4142,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4143,Grassland,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4144,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4145,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4146,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4147,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4148,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4149,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4150,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4151,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4152,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4153,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
4154,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4155,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
4156,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
4157,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
4158,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4159,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4160,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4161,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4162,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4163,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4164,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
4165,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4166,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
4167,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
4168,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4169,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4170,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4171,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4172,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4173,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
4174,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4175,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4176,Grassland,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
4177,Grassland,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
4178,Grassland,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
4179,Grassland,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
4180,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
4181,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
4182,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4183,Grassland,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
4184,Grassland,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
4185,Grassland,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
4186,Grassland,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
4187,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
4188,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
4189,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
4190,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4191,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4192,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4193,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4194,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4195,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4196,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4197,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4198,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4199,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4200,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
4201,Grassland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
4202,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
4203,Grassland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4204,Grassland,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
4205,Grassland,Forest,Wetland,Water,Wetland,Water,Grassland,Water
4206,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
4207,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4208,Grassland,Forest,Water,NULL,Water,Grassland,Grassland,Wetland
4209,Grassland,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
4210,Grassland,Forest,Water,NULL,Water,Wetland,Water,Wetland
4211,Grassland,Forest,Water,NULL,Water,Water,Grassland,Wetland
4212,Grassland,Forest,Water,NULL,Water,Forest,Grassland,Forest
4213,Grassland,Forest,Water,Non_Water,Water,Grassland,Grassland,Wetland
4214,Grassland,Forest,Water,Non_Water,Water,Wetland,Grassland,Wetland
4215,Grassland,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
4216,Grassland,Forest,Water,Water,Water,Shrubland,Grassland,Wetland
4217,Grassland,Forest,Water,Water,Water,Grassland,Grassland,Wetland
4218,Grassland,Forest,Water,Water,Water,Grassland,Water,Wetland
4219,Grassland,Forest,Water,Water,Water,Wetland,Grassland,Wetland
4220,Grassland,Forest,Water,Water,Water,Wetland,Water,Wetland
4221,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4222,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4223,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4224,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4225,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4226,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4227,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4228,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4229,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4230,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4231,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4232,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4233,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4234,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4235,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
4236,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4237,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
4238,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4239,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4240,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4241,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4242,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4243,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4244,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4245,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4246,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
4247,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4248,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4249,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4250,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4251,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4252,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
4253,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
4254,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4255,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
4256,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4257,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4258,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4259,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4260,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4261,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4262,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4263,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4264,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
4265,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
4266,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
4267,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4268,Grassland,Forest,Forest,Water,Non_Wetland,Water,Grassland,Wetland
4269,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4270,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4271,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4272,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
4273,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
4274,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4275,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
4276,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4277,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
4278,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4279,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4280,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4281,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4282,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4283,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4284,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4285,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
4286,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4287,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4288,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4289,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4290,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4291,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4292,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4293,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
4294,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4295,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4296,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4297,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4298,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
4299,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4300,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
4301,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4302,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
4303,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4304,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4305,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4306,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4307,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4308,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4309,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
4310,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4311,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
4312,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4313,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4314,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
4315,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
