Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDU_M_R
2923,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Bareland,Grassland
2924,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2925,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2926,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2927,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2928,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2929,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2930,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2931,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2932,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2933,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2934,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2935,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2936,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2937,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2938,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
2939,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2940,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2941,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2942,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2943,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2944,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2945,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2946,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2947,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2948,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2949,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2950,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2951,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2952,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2953,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2954,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2955,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2956,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2957,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2958,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2959,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
2960,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2961,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2962,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2963,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2964,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2965,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2966,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2967,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2968,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2969,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2970,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2971,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2972,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2973,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2974,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2975,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2976,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2977,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2978,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2979,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2980,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2981,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2982,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2983,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2984,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2985,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2986,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2987,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2988,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2989,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2990,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2991,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2992,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2993,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2994,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2995,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2996,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2997,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2998,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2999,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3000,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3001,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3002,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3003,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3004,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3005,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3006,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3007,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3008,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3009,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3010,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3011,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3012,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3013,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3014,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
3015,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3016,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3017,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3018,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3019,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3020,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3021,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3022,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3023,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3024,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3025,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3026,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3027,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3028,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3029,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3030,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3031,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3032,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3033,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3034,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3035,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3036,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3037,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3038,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3039,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3040,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3041,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3042,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3043,Grassland,Built-up,Water,NULL,Water,NULL,Built-up,Grassland
3044,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3045,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3046,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3047,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3048,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3049,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3050,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
3051,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3052,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3053,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3054,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3055,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3056,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3057,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3058,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3059,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3060,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3061,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3062,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3063,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3064,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3065,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3066,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3067,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3068,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3069,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3070,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3071,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3072,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3073,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
3074,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3075,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3076,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3077,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3078,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3079,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3080,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
3081,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3082,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
3083,Grassland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3084,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3085,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
3086,Grassland,Water,Water,NULL,Water,NULL,Water,Grassland
3087,Grassland,Water,Water,NULL,Water,Grassland,NULL,Forest
3088,Grassland,Water,Water,NULL,Water,Wetland,Water,Forest
3089,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3090,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3091,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3092,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3093,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3094,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3095,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3096,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3097,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3098,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3099,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3100,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3101,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3102,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3103,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3104,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3105,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3106,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3107,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3108,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3109,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3110,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
3111,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3112,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3113,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3114,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3115,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3116,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3117,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3118,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3119,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3120,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3121,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3122,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3123,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3124,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3125,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3126,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3127,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3128,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3129,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3130,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3131,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3132,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3133,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3134,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3135,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3136,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3137,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3138,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3139,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3140,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3141,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3142,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3143,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3144,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3145,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3146,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3147,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3148,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3149,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3150,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3151,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3152,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3153,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3154,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3155,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3156,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3157,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3158,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3159,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3160,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3161,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3162,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3163,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3164,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3165,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3166,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3167,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3168,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3169,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3170,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3171,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3172,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3173,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3174,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3175,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3176,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3177,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3178,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3179,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3180,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3181,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3182,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3183,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3184,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3185,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3186,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3187,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3188,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3189,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3190,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3191,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3192,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3193,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3194,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3195,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3196,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3197,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3198,Grassland,Forest,Water,NULL,Water,Wetland,NULL,Grassland
3199,Grassland,Forest,Water,Non_Water,Water,NULL,Water,Forest
3200,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3201,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3202,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3203,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3204,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3205,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3206,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3207,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3208,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3209,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3210,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3211,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3212,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3213,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3214,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3215,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3216,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3217,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3218,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3219,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3220,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3221,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3222,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3223,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3224,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3225,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3226,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3227,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3228,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3229,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3230,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3231,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3232,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
3233,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3234,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3235,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3236,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
3237,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3238,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3239,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3240,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3241,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3242,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3243,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3244,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
