Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQM_M_R
1130,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1131,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1132,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1133,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
1134,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1135,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1136,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1137,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1138,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1139,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1140,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1141,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
1142,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1143,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1144,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1145,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1146,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1147,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1148,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1149,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
1150,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1151,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1152,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1153,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
1154,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1155,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1156,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1157,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1158,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1159,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Water
1160,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1161,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
1162,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
1163,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
1164,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
1165,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1166,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1167,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
1168,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
1169,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
1170,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1171,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1172,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1173,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1174,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1175,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1176,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1177,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
1178,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1179,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1180,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1181,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1182,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1183,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1184,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1185,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
1186,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1187,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1188,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1189,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1190,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1191,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1192,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1193,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1194,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1195,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1196,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1197,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1198,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1199,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1200,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1201,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1202,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1203,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1204,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1205,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
1206,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1207,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
1208,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
1209,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
1210,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1211,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1212,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1213,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1214,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1215,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1216,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1217,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1218,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1219,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1220,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1221,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1222,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1223,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1224,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
1225,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1226,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1227,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
1228,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1229,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1230,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1231,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1232,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1233,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1234,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
1235,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1236,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1237,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
1238,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1239,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1240,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1241,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1242,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
1243,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1244,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1245,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
1246,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1247,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1248,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1249,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1250,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1251,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1252,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1253,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1254,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1255,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1256,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1257,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1258,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1259,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1260,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1261,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1262,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1263,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1264,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1265,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1266,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1267,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1268,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
1269,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1270,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1271,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
1272,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1273,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1274,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1275,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1276,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1277,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1278,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1279,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1280,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1281,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1282,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1283,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1284,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1285,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1286,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1287,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1288,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
1289,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1290,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1291,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
1292,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1293,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1294,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1295,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1296,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1297,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1298,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1299,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1300,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
1301,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1302,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
1303,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
1304,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
1305,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
1306,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
1307,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
1308,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
1309,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
1310,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
1311,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1312,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
1313,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1314,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1315,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
1316,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
1317,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Water
1318,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
1319,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
1320,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1321,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
1322,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
1323,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
1324,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Built-up
1325,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1326,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1327,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1328,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
1329,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1330,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
1331,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1332,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1333,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1334,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1335,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1336,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
1337,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
1338,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1339,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1340,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1341,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1342,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1343,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1344,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1345,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1346,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1347,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1348,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
1349,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1350,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1351,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1352,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1353,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
1354,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1355,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
1356,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1357,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1358,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
1359,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
1360,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1361,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1362,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
1363,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1364,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1365,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1366,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1367,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
1368,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1369,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1370,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1371,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1372,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1373,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1374,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
1375,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Cropland
1376,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
1377,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
1378,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
1379,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1380,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1381,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1382,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1383,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
1384,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
1385,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1386,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1387,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
1388,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1389,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1390,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1391,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1392,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1393,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1394,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1395,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
1396,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1397,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1398,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
1399,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1400,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
1401,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1402,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1403,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
1404,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
1405,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
1406,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1407,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1408,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
1409,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1410,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
1411,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
1412,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1413,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
1414,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
1415,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1416,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1417,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1418,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
1419,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
1420,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
1421,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
1422,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1423,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1424,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
1425,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1426,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
1427,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
1428,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1429,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
1430,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1431,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
1432,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
1433,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
1434,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1435,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
1436,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
1437,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
1438,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
1439,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1440,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
1441,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
1442,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
1443,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
1444,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1445,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1446,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1447,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1448,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1449,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
