Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUH_M_R
2282,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2283,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
2284,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2285,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
2286,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2287,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2288,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2289,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2290,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2291,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2292,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2293,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2294,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2295,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2296,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2297,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2298,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2299,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2300,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2301,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2302,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2303,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2304,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2305,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2306,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2307,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2308,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2309,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2310,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2311,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2312,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2313,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2314,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2315,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2316,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2317,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2318,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2319,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2320,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2321,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2322,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2323,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2324,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2325,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2326,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2327,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2328,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2329,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2330,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2331,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2332,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2333,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2334,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2335,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2336,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2337,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2338,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2339,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2340,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2341,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2342,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2343,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2344,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2345,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2346,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2347,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2348,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2349,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2350,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2351,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2352,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2353,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2354,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2355,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2356,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2357,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2358,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2359,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2360,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
2361,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2362,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2363,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2364,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2365,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2366,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2367,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2368,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2369,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2370,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2371,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2372,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2373,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2374,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2375,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2376,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2377,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2378,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2379,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2380,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2381,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2382,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2383,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2384,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
2385,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
2386,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2387,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
2388,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2389,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2390,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2391,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2392,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
2393,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2394,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2395,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2396,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2397,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2398,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2399,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2400,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2401,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2402,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2403,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2404,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2405,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2406,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2407,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2408,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2409,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2410,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2411,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2412,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2413,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2414,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2415,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2416,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2417,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2418,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2419,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
2420,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2421,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2422,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2423,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2424,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2425,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2426,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2427,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2428,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2429,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2430,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2431,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2432,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2433,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
2434,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2435,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2436,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2437,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
2438,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2439,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
2440,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2441,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2442,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2443,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2444,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2445,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2446,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2447,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2448,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2449,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2450,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2451,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2452,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2453,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2454,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2455,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2456,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2457,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2458,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2459,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2460,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2461,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2462,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
2463,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2464,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2465,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2466,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2467,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2468,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2469,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2470,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2471,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2472,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2473,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2474,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2475,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
2476,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
2477,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2478,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2479,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2480,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2481,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2482,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2483,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2484,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2485,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2486,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2487,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2488,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2489,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2490,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2491,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
2492,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2493,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2494,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
2495,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2496,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
2497,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2498,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
2499,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2500,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
2501,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2502,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2503,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2504,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Water
2505,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2506,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2507,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2508,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2509,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2510,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2511,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2512,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2513,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2514,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2515,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2516,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2517,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
2518,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
2519,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
2520,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
2521,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
2522,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
2523,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Cropland
2524,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2525,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Cropland
2526,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2527,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Cropland
2528,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2529,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2530,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2531,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2532,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2533,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2534,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2535,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2536,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2537,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2538,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2539,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2540,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2541,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2542,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2543,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2544,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2545,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2546,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2547,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2548,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2549,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2550,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2551,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2552,Grassland,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
2553,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
2554,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Forest
2555,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2556,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
2557,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
2558,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
2559,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
2560,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Forest
2561,Grassland,Cropland,Water,NULL,Water,Cropland,NULL,Water
2562,Grassland,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
2563,Grassland,Cropland,Water,NULL,Water,Cropland,Grassland,Forest
2564,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Bareland
2565,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
2566,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
2567,Grassland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
2568,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
2569,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
2570,Grassland,Cropland,Water,NULL,Water,Bareland,Water,Grassland
2571,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
2572,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
2573,Grassland,Cropland,Water,Non_Water,Water,Grassland,Water,Grassland
2574,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2575,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2576,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2577,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2578,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2579,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2580,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2581,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2582,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2583,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2584,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2585,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2586,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2587,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2588,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
2589,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
