Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQK_M_R
803,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
804,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
805,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
806,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
807,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
808,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
809,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
810,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
811,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
812,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
813,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
814,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
815,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
816,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
817,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
818,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
819,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
820,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
821,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
822,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,NULL
823,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
824,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
825,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Wetland
826,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
827,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
828,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
829,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
830,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
831,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
832,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
833,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
834,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Bareland
835,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Built-up
836,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
837,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
838,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
839,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
840,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
841,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
842,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
843,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
844,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
845,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Cropland
846,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
847,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
848,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Water
849,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Built-up,Wetland
850,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Built-up,Water
851,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
852,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
853,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
854,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
855,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
856,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
857,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
858,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
859,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
860,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
861,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
862,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
863,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
864,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
865,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
866,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Wetland
867,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Wetland
868,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,NULL
869,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
870,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
871,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
872,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
873,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
874,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
875,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
876,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
877,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
878,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
879,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
880,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
881,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Bareland
882,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
883,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
884,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
885,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
886,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
887,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Shrubland,NULL
888,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Wetland
889,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Bareland
890,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,NULL
891,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
892,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
893,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
894,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
895,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
896,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
897,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
898,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
899,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
900,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
901,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Cropland
902,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
903,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
904,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
905,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Built-up,Water
906,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
907,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
908,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Cropland
909,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
910,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
911,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
912,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
913,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
914,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
915,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
916,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
917,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
918,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
919,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
920,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
921,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
922,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
923,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
924,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
925,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
926,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
927,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
928,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
929,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
930,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
931,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
932,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
933,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
934,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
935,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
936,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
937,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
938,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
939,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
940,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
941,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
942,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
943,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
944,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
945,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
946,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
947,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
948,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
949,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
950,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
951,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
952,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
953,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
954,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
955,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
956,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
957,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
958,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
959,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
960,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
961,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
962,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
963,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
964,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
965,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
966,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
967,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
968,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
969,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
970,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
971,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
972,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
973,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
974,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
975,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
976,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
977,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
978,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
979,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
980,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
981,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Water
982,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
983,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
984,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
985,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
986,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
987,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
988,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
989,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
990,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
991,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
992,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
993,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
994,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
995,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
996,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
997,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
998,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
999,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
1000,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Wetland
1001,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Water,Wetland
1002,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Wetland
1003,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Water
1004,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Wetland
1005,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Cropland
1006,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
1007,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
1008,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1009,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1010,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1011,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1012,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1013,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1014,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1015,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1016,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1017,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1018,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1019,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
1020,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1021,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1022,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
1023,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1024,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1025,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1026,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1027,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
1028,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1029,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1030,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
1031,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1032,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1033,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1034,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1035,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1036,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1037,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1038,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1039,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1040,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1041,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
1042,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1043,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
1044,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
1045,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
1046,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
1047,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1048,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1049,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1050,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1051,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1052,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1053,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1054,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1055,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
1056,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1057,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1058,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1059,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1060,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1061,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1062,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1063,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1064,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1065,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1066,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1067,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1068,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1069,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1070,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
1071,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1072,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1073,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1074,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1075,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1076,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1077,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
1078,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
1079,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
1080,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
1081,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
1082,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
1083,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
1084,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1085,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1086,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1087,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1088,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1089,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1090,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1091,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1092,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1093,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1094,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1095,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1096,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1097,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1098,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1099,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1100,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1101,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1102,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1103,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1104,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1105,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1106,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1107,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1108,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1109,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1110,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1111,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1112,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1113,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1114,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1115,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
1116,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1117,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1118,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
1119,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1120,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1121,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1122,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1123,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
1124,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1125,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1126,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1127,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1128,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
1129,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1130,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1131,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
