Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUH_M_R
3429,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3430,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3431,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3432,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3433,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3434,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3435,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3436,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3437,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3438,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3439,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3440,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Forest
3441,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
3442,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3443,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3444,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3445,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3446,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3447,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3448,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3449,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3450,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3451,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3452,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3453,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3454,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3455,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3456,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3457,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3458,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3459,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3460,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3461,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3462,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3463,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3464,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
3465,Grassland,Wetland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3466,Grassland,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3467,Grassland,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3468,Grassland,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Forest
3469,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3470,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
3471,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3472,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3473,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3474,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3475,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3476,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
3477,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
3478,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
3479,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3480,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3481,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
3482,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
3483,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
3484,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
3485,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3486,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3487,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3488,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3489,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3490,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3491,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3492,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3493,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
3494,Grassland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Grassland
3495,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
3496,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3497,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3498,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3499,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3500,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
3501,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3502,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Water
3503,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3504,Grassland,Wetland,Water,NULL,Water,Grassland,NULL,Grassland
3505,Grassland,Wetland,Water,NULL,Water,Grassland,Water,Grassland
3506,Grassland,Wetland,Water,Water,Water,Grassland,NULL,Forest
3507,Grassland,Wetland,Water,Water,Water,Grassland,Water,Grassland
3508,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3509,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3510,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3511,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3512,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3513,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3514,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3515,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3516,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3517,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3518,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3519,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3520,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3521,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3522,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3523,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
3524,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3525,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3526,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3527,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3528,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3529,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3530,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3531,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3532,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3533,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3534,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3535,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3536,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3537,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3538,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3539,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3540,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3541,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3542,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3543,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3544,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3545,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3546,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3547,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3548,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3549,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3550,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3551,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3552,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3553,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3554,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3555,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3556,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3557,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3558,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3559,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3560,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3561,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3562,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3563,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3564,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3565,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3566,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3567,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3568,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3569,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3570,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3571,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3572,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3573,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3574,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3575,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3576,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3577,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3578,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3579,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
3580,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3581,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3582,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3583,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3584,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3585,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3586,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3587,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3588,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3589,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3590,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3591,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3592,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3593,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3594,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
3595,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3596,Grassland,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
3597,Grassland,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3598,Grassland,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3599,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3600,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3601,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3602,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
3603,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3604,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3605,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
3606,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3607,Grassland,Water,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
3608,Grassland,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
3609,Grassland,Water,NULL,Water,Non_Wetland,Grassland,NULL,Forest
3610,Grassland,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3611,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3612,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3613,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3614,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3615,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3616,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3617,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3618,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3619,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3620,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3621,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3622,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3623,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3624,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3625,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3626,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3627,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3628,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3629,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3630,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3631,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3632,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3633,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3634,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3635,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3636,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3637,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
3638,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
3639,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3640,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3641,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3642,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3643,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3644,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3645,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3646,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3647,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3648,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3649,Grassland,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
3650,Grassland,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3651,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3652,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3653,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3654,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3655,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3656,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3657,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3658,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3659,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3660,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3661,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3662,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3663,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3664,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3665,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
3666,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3667,Grassland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3668,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3669,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
3670,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3671,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3672,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3673,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3674,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3675,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3676,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3677,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
3678,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
3679,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
3680,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3681,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
3682,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3683,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3684,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
3685,Grassland,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3686,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3687,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3688,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3689,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3690,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3691,Grassland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3692,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Forest
3693,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3694,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
3695,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3696,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3697,Grassland,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
3698,Grassland,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3699,Grassland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3700,Grassland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
3701,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3702,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3703,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3704,Grassland,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
3705,Grassland,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
3706,Grassland,Water,Water,NULL,Water,NULL,Water,Grassland
3707,Grassland,Water,Water,Water,Water,NULL,Water,Forest
3708,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3709,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3710,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3711,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3712,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3713,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3714,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3715,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3716,Grassland,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3717,Grassland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3718,Grassland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3719,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3720,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3721,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3722,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3723,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3724,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3725,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3726,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3727,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3728,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3729,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3730,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3731,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3732,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3733,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3734,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3735,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3736,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3737,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3738,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3739,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3740,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3741,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3742,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3743,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3744,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3745,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3746,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3747,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3748,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3749,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3750,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3751,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3752,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3753,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
