Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NBL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NBL_M_R
343,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
344,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
345,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
346,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
347,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
348,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
349,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
350,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
351,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
352,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
353,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
354,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
355,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
356,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
357,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
358,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
359,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
360,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
361,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
362,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
363,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
364,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
365,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
366,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
367,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
368,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
369,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
370,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
371,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
372,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
373,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
374,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
375,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
376,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
377,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
378,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
379,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
380,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
381,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
382,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
383,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
384,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
385,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
386,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
387,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
388,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
389,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
390,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
391,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
392,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
393,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
394,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
395,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
396,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
397,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
398,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
399,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
400,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
401,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
402,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
403,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
404,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
405,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
406,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
407,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
408,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
409,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
410,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
411,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
412,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
413,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
414,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
415,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
416,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
417,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
418,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
419,Grassland,Wetland,Water,Water,NULL,NULL,NULL,Water
420,Grassland,Wetland,Water,Water,NULL,NULL,NULL,Forest
421,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
422,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
423,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
424,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
425,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
426,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
429,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
430,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
431,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
432,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
433,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
434,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
435,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
436,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
437,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
438,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
439,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
440,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
441,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
442,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
443,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
444,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
445,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
446,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
447,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
448,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
449,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
450,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
451,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
452,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
453,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
454,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
455,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
456,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
457,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
458,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
459,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
460,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
461,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
462,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
463,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
464,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
465,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
466,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
467,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
468,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
469,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
470,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
471,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
472,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
473,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
474,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
475,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
476,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
477,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
478,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
479,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
480,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
481,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
482,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
483,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
484,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
485,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
486,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
488,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
489,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
490,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
491,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
492,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
493,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
494,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
495,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
496,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
497,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
498,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
499,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
500,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
501,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
502,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
503,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
504,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
505,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
507,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
508,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
509,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
510,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
511,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
512,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
513,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
514,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
515,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
516,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
517,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
518,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
519,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
520,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
521,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
522,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
523,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
524,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
525,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
526,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
527,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
528,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
529,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
530,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
531,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
532,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
533,Cropland,Water,Water,Water,Water,NULL,NULL,Water
534,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
535,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
536,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
537,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
538,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
539,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
540,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
541,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
543,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
544,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
545,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
546,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
547,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
548,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
549,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
550,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
551,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
552,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
553,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
554,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
555,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
556,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
557,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
558,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
559,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
560,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
561,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
562,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
563,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
564,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
565,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
566,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
567,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
568,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
569,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
570,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
571,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
572,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
573,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
574,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
575,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
576,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
577,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
578,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
579,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
580,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
581,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
582,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
583,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
584,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
585,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
586,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
587,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
588,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
589,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
590,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
591,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
592,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
593,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
594,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
595,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
596,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
597,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
598,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
599,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
600,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
601,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
602,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
603,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
604,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
605,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
606,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
607,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
608,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
609,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
610,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
611,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
612,Wetland,Wetland,Wetland,Water,NULL,NULL,NULL,Grassland
613,Wetland,Wetland,Wetland,Water,NULL,NULL,NULL,Water
614,Wetland,Wetland,Wetland,Water,NULL,NULL,NULL,Forest
615,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
616,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
617,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
618,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
619,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
620,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
621,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
622,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
623,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
624,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
625,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
626,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
627,Wetland,Wetland,Water,NULL,NULL,NULL,NULL,Grassland
628,Wetland,Wetland,Water,NULL,NULL,NULL,NULL,Forest
629,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
630,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
631,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
632,Wetland,Wetland,Water,Non_Water,NULL,NULL,NULL,Wetland
633,Wetland,Wetland,Water,Non_Water,NULL,NULL,NULL,Forest
634,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
635,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
636,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
637,Wetland,Wetland,Water,Water,NULL,NULL,NULL,Grassland
638,Wetland,Wetland,Water,Water,NULL,NULL,NULL,Water
639,Wetland,Wetland,Water,Water,NULL,NULL,NULL,Forest
640,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
641,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
642,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
643,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
644,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
645,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
646,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
647,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
648,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
649,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
650,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
651,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
652,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
653,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
654,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
655,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
656,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
658,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
659,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
660,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
661,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
662,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
663,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
664,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
665,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
666,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
667,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
668,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
669,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
670,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
671,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
672,Wetland,Water,Wetland,Water,NULL,NULL,NULL,Water
673,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
674,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
675,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
676,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
677,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
678,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
679,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
680,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
681,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
682,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
683,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
684,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
685,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
686,Wetland,Water,Water,Non_Water,NULL,NULL,NULL,Wetland
687,Wetland,Water,Water,Non_Water,NULL,NULL,NULL,Forest
688,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
