Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGS_M_R
3856,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
3857,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3858,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
3859,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3860,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3861,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3862,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3863,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3864,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3865,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3866,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3867,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
3868,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3869,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3870,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3871,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3872,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3873,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3874,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3875,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3876,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3877,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3878,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3879,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3880,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3881,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3882,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3883,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3884,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3885,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3886,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3887,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3888,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3889,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3890,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3891,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
3892,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
3893,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
3894,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3895,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
3896,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3897,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3898,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3899,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3900,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3901,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
3902,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
3903,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3904,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3905,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3906,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3907,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3908,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3909,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3910,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3911,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
3912,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3913,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3914,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3915,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3916,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3917,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3918,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3919,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3920,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
3921,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3922,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
3923,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3924,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3925,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3926,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3927,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
3928,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3929,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3930,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3931,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3932,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3933,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3934,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3935,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3936,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3937,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3938,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3939,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
3940,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
3941,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3942,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
3943,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3944,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3945,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3946,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3947,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3948,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
3949,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest,Wetland
3950,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
3951,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
3952,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
3953,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3954,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3955,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3956,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
3957,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Bareland
3958,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3959,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
3960,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
3961,Grassland,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
3962,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
3963,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3964,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3965,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3966,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3967,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3968,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3969,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3970,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3971,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3972,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3973,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3974,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3975,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3976,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3977,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3978,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3979,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3980,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3981,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3982,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3983,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3984,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3985,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3986,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3987,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3988,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3989,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3990,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3991,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3992,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3993,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3994,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3995,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3996,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3997,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
3998,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3999,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4000,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4001,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4002,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4003,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4004,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4005,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4006,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4007,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4008,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
4009,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4010,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4011,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4012,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4013,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4014,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4015,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4016,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4017,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4018,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4019,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4020,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4021,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4022,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4023,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
4024,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4025,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4026,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4027,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4028,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4029,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4030,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4031,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4032,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4033,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4034,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4035,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4036,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4037,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4038,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4039,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4040,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
4041,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
4042,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4043,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4044,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4045,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4046,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4047,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4048,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4049,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4050,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4051,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4052,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4053,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4054,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4055,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4056,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4057,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4058,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4059,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4060,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4061,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4062,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4063,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4064,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4065,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4066,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4067,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4068,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4069,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4070,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4071,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4072,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4073,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4074,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4075,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4076,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4077,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4078,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4079,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4080,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4081,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4082,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4083,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4084,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4085,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4086,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4087,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4088,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4089,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4090,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4091,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4092,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4093,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4094,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4095,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4096,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4097,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4098,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4099,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4100,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4101,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4102,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4103,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4104,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4105,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4106,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4107,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4108,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4109,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4110,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4111,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4112,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4113,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4114,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4115,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4116,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4117,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4118,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4119,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4120,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4121,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4122,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4123,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4124,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4125,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4126,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4127,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4128,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4129,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4130,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4131,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4132,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4133,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4134,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4135,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4136,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
4137,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4138,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4139,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4140,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4141,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4142,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4143,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4144,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4145,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4146,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4147,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4148,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4149,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4150,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4151,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4152,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4153,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4154,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4155,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4156,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4157,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
4158,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4159,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4160,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4161,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4162,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4163,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4164,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4165,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4166,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4167,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
