Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRA_M_R
884,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
885,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
886,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
887,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
888,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
889,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
890,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
891,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
892,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
893,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
894,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
895,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
896,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
897,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
898,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
899,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
900,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
901,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
902,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
903,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
904,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
905,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
906,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
907,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
908,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
909,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
910,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
911,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
912,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
913,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
914,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
915,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
916,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
917,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
918,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
919,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
920,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
921,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
922,Cropland,NULL,Water,Water,Water,NULL,NULL,NULL
923,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
924,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
925,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
926,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
927,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
928,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
929,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
930,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
931,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
932,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
933,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
934,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
935,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
936,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
937,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
938,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
939,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
940,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
941,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
942,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
943,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
944,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
945,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
946,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
947,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
948,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
949,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
950,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
951,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
952,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
953,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
954,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
955,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
956,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
957,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
958,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
959,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
960,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
961,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
962,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
963,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
964,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
965,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
966,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
967,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
968,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
969,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
970,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
971,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
972,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
973,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
974,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
975,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
976,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
977,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
978,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
979,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
980,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
981,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
982,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
983,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
984,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
985,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
986,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
987,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
988,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
989,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
990,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
991,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
992,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
993,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
994,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
995,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
996,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
997,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
998,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
999,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1000,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1001,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1002,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1003,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1004,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1005,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1006,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1007,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1008,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1009,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1010,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1011,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1012,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1013,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1014,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1015,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1016,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1017,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
1018,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1019,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1020,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1021,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1022,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1023,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1024,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1025,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1026,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1027,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1028,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1029,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1031,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1032,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1033,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1034,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1035,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1036,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1037,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1038,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1039,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1040,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1041,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1042,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1043,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1044,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1045,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1046,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1047,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1048,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1049,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1050,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1051,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1052,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1053,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1054,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1055,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1056,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1057,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1058,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1059,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1060,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1061,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1062,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
1063,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1064,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
1065,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1066,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1067,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1068,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1069,Cropland,Cropland,Water,Water,Water,NULL,NULL,NULL
1070,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1071,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1072,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1073,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1074,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1075,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
1076,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1077,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1078,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1079,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1080,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1081,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1082,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1083,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1084,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1085,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1086,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1087,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1088,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1089,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1090,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1091,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1092,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1093,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1094,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1095,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1096,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1097,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1099,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1100,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1101,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1103,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1104,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1106,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1107,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1108,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1109,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
1110,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1111,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1112,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1113,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1114,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1115,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1116,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1117,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1118,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1119,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1120,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1121,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1122,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1123,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1124,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1125,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1126,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1127,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1128,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1129,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1130,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1131,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1132,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1133,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1134,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1135,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1136,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1137,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
1138,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1139,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1140,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1141,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1142,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1143,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1144,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1145,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1146,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1147,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1148,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1149,Cropland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1150,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1151,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1152,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1153,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1154,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1155,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1156,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1157,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1158,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1159,Cropland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1160,Cropland,Built-up,Water,NULL,Water,NULL,NULL,NULL
1161,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1162,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Cropland
1163,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1164,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Water
1165,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1166,Cropland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1167,Cropland,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
1168,Cropland,Built-up,Water,Water,Water,NULL,NULL,NULL
1169,Cropland,Built-up,Water,Water,Water,NULL,NULL,Grassland
1170,Cropland,Built-up,Water,Water,Water,NULL,NULL,Water
1171,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1172,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1173,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1174,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1175,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1176,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1177,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1178,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1179,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1180,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1181,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1182,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1183,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1184,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1185,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1187,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1188,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1189,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1190,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1191,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1192,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1193,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1194,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1195,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1196,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1197,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1198,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
1199,Cropland,Water,Water,NULL,Water,NULL,NULL,Bareland
1200,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1201,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1202,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1203,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1204,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1205,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1206,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1207,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1208,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1209,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1210,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1211,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1212,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1213,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1214,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1215,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1216,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1217,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1218,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1219,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
