Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRM_M_R
122,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
123,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
124,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
125,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
126,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
127,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
128,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
129,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water
130,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
131,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
132,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
133,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
134,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
135,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
136,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
137,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
138,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
139,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
140,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
141,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
142,NULL,Cropland,Cropland,NULL,Non_Wetland,Water
143,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
144,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
145,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
146,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
147,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
148,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
149,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
150,NULL,Cropland,Bareland,NULL,Non_Wetland,Water
151,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
152,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
153,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
154,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
155,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
156,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
157,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
158,NULL,Cropland,Water,Non_Water,Water,Forest
159,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
160,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
161,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
162,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
163,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
164,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
165,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
166,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland
167,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
168,NULL,Wetland,Shrubland,NULL,Non_Wetland,Built-up
169,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water
170,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
171,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL
172,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
173,NULL,Wetland,Shrubland,Water,Non_Wetland,Water
174,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
175,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
176,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up
177,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
178,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up
179,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
180,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland
181,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
182,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
183,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
184,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
185,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
186,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up
187,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
188,NULL,Bareland,Shrubland,NULL,Non_Wetland,Forest
189,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
190,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL
191,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland
192,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
193,NULL,Bareland,Shrubland,Water,Non_Wetland,Forest
194,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
195,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
196,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
197,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
198,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
199,NULL,Bareland,Grassland,NULL,Non_Wetland,Forest
200,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL
201,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
202,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Forest
203,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
204,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
205,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
206,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
207,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up
208,NULL,Bareland,Cropland,NULL,Non_Wetland,Water
209,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest
210,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL
211,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
212,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
213,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
214,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
215,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
216,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
217,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
218,NULL,Bareland,Bareland,NULL,Non_Wetland,Forest
219,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL
220,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
221,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
222,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
223,NULL,Bareland,Bareland,Water,Non_Wetland,NULL
224,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
225,NULL,Bareland,Bareland,Water,Non_Wetland,Cropland
226,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
227,NULL,Bareland,Bareland,Water,Non_Wetland,Water
228,NULL,Bareland,Bareland,Water,Non_Wetland,Forest
229,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
230,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
231,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland
232,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
233,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
234,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
235,NULL,Bareland,Built-up,NULL,Non_Wetland,Forest
236,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
237,NULL,Bareland,Water,NULL,Water,Grassland
238,NULL,Bareland,Water,NULL,Water,Bareland
239,NULL,Bareland,Water,NULL,Water,Water
240,NULL,Bareland,Forest,NULL,Non_Wetland,NULL
241,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
242,NULL,Bareland,Forest,NULL,Non_Wetland,Cropland
243,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
244,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up
245,NULL,Bareland,Forest,NULL,Non_Wetland,Water
246,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
247,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
248,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
249,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
250,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
251,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
252,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
253,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
254,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
255,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
256,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
257,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
258,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water
259,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
260,NULL,Built-up,Shrubland,Water,Non_Wetland,Cropland
261,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland
262,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest
263,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
264,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
265,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
266,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
267,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
268,NULL,Built-up,Grassland,NULL,Non_Wetland,Water
269,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
270,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
271,NULL,Built-up,Grassland,Water,Non_Wetland,Forest
272,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
273,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
274,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
275,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
276,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
277,NULL,Built-up,Cropland,NULL,Non_Wetland,Water
278,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
279,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL
280,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
281,NULL,Built-up,Wetland,NULL,Wetland,Water
282,NULL,Built-up,Wetland,Water,Wetland,Water
283,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
284,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
285,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
286,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
287,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
288,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
289,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
290,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
291,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
292,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
293,NULL,Built-up,Bareland,Water,Non_Wetland,NULL
294,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
295,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
296,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
297,NULL,Built-up,Bareland,Water,Non_Wetland,Water
298,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
299,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
300,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
301,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
302,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
303,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
304,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
305,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
306,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
307,NULL,Built-up,Water,NULL,Water,NULL
308,NULL,Built-up,Water,NULL,Water,Water
309,NULL,Built-up,Water,Water,Water,Water
310,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
311,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
312,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
313,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
314,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
315,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
316,NULL,Water,NULL,NULL,Non_Wetland,Water
317,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
318,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
319,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
320,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
321,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
322,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up
323,NULL,Water,Shrubland,NULL,Non_Wetland,Water
324,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
325,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
326,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
327,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
328,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
329,NULL,Water,Shrubland,Water,Non_Wetland,NULL
330,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
331,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
332,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
333,NULL,Water,Shrubland,Water,Non_Wetland,Water
334,NULL,Water,Shrubland,Water,Non_Wetland,Forest
335,NULL,Water,Grassland,NULL,Non_Wetland,NULL
336,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
337,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
338,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
339,NULL,Water,Grassland,NULL,Non_Wetland,Built-up
340,NULL,Water,Grassland,NULL,Non_Wetland,Water
341,NULL,Water,Grassland,NULL,Non_Wetland,Forest
342,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
343,NULL,Water,Grassland,Water,Non_Wetland,Grassland
344,NULL,Water,Grassland,Water,Non_Wetland,Water
345,NULL,Water,Cropland,NULL,Non_Wetland,NULL
346,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
347,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
348,NULL,Water,Cropland,NULL,Non_Wetland,Wetland
349,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
350,NULL,Water,Cropland,NULL,Non_Wetland,Built-up
351,NULL,Water,Cropland,NULL,Non_Wetland,Forest
352,NULL,Water,Cropland,Water,Non_Wetland,NULL
353,NULL,Water,Cropland,Water,Non_Wetland,Bareland
354,NULL,Water,Wetland,NULL,Wetland,Grassland
355,NULL,Water,Wetland,NULL,Wetland,Bareland
356,NULL,Water,Wetland,NULL,Wetland,Water
357,NULL,Water,Wetland,Water,Wetland,Bareland
358,NULL,Water,Wetland,Water,Wetland,Water
359,NULL,Water,Bareland,NULL,Non_Wetland,NULL
360,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
361,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
362,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
363,NULL,Water,Bareland,NULL,Non_Wetland,Built-up
364,NULL,Water,Bareland,NULL,Non_Wetland,Water
365,NULL,Water,Bareland,NULL,Non_Wetland,Forest
366,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
367,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
368,NULL,Water,Bareland,Water,Non_Wetland,Grassland
369,NULL,Water,Bareland,Water,Non_Wetland,Bareland
370,NULL,Water,Bareland,Water,Non_Wetland,Water
371,NULL,Water,Bareland,Water,Non_Wetland,Forest
372,NULL,Water,Built-up,NULL,Non_Wetland,NULL
373,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
374,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
375,NULL,Water,Built-up,NULL,Non_Wetland,Forest
376,NULL,Water,Water,NULL,Water,NULL
377,NULL,Water,Water,NULL,Water,Grassland
378,NULL,Water,Water,NULL,Water,Wetland
379,NULL,Water,Water,NULL,Water,Bareland
380,NULL,Water,Water,NULL,Water,Water
381,NULL,Water,Water,Non_Water,Water,Water
382,NULL,Water,Water,Water,Water,NULL
383,NULL,Water,Water,Water,Water,Grassland
384,NULL,Water,Water,Water,Water,Wetland
385,NULL,Water,Water,Water,Water,Bareland
386,NULL,Water,Water,Water,Water,Water
387,NULL,Water,Water,Water,Water,Forest
388,NULL,Water,Forest,NULL,Non_Wetland,Grassland
389,NULL,Water,Forest,NULL,Non_Wetland,Cropland
390,NULL,Water,Forest,NULL,Non_Wetland,Wetland
391,NULL,Water,Forest,NULL,Non_Wetland,Built-up
392,NULL,Water,Forest,NULL,Non_Wetland,Water
393,NULL,Water,Forest,NULL,Non_Wetland,Forest
394,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
395,NULL,Forest,NULL,NULL,Non_Wetland,NULL
396,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
397,NULL,Forest,NULL,NULL,Non_Wetland,Forest
398,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
399,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
400,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
401,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
402,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
403,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
404,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
405,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
406,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
407,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
408,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
409,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
410,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
411,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
412,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
413,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
414,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
415,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
416,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
417,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
418,NULL,Forest,Cropland,Water,Non_Wetland,Forest
419,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
420,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
421,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
422,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
423,NULL,Forest,Bareland,NULL,Non_Wetland,Water
424,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
425,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
426,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
427,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
428,NULL,Forest,Forest,NULL,Non_Wetland,NULL
429,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
430,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
