Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDD_M_R
4984,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4985,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4986,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
4987,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4988,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4989,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4990,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4991,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4992,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4993,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4994,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
4995,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4996,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4997,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4998,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4999,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
5000,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
5001,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5002,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5003,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5004,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
5005,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5006,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
5007,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5008,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
5009,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
5010,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5011,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
5012,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
5013,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
5014,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
5015,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
5016,Cropland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
5017,Cropland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
5018,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
5019,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5020,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5021,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5022,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
5023,Cropland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
5024,Cropland,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
5025,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
5026,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
5027,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
5028,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
5029,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5030,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
5031,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
5032,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Water
5033,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5034,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5035,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5036,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5037,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5038,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5039,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
5040,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5041,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
5042,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
5043,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5044,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
5045,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
5046,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
5047,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5048,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5049,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5050,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5051,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
5052,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
5053,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
5054,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5055,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5056,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5057,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5058,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5059,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5060,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5061,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5062,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5063,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5064,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5065,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
5066,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5067,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
5068,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
5069,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
5070,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5071,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5072,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5073,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
5074,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
5075,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5076,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5077,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5078,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5079,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5080,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5081,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5082,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
5083,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5084,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
5085,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5086,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5087,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
5088,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
5089,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5090,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5091,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5092,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5093,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5094,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
5095,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5096,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5097,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5098,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
5099,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5100,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
5101,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
5102,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
5103,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5104,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
5105,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5106,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
5107,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5108,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5109,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5110,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5111,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5112,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
5113,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
5114,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
5115,Cropland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
5116,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
5117,Cropland,NULL,Water,NULL,Water,Wetland,NULL,Forest
5118,Cropland,NULL,Water,NULL,Water,Bareland,NULL,Water
5119,Cropland,NULL,Water,NULL,Water,Bareland,Wetland,Water
5120,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
5121,Cropland,NULL,Water,Non_Water,Water,Bareland,NULL,Water
5122,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
5123,Cropland,NULL,Water,Water,Water,NULL,Water,Water
5124,Cropland,NULL,Water,Water,Water,Grassland,NULL,Water
5125,Cropland,NULL,Water,Water,Water,Wetland,NULL,Water
5126,Cropland,NULL,Water,Water,Water,Bareland,NULL,Bareland
5127,Cropland,NULL,Water,Water,Water,Bareland,NULL,Water
5128,Cropland,NULL,Water,Water,Water,Bareland,Grassland,Water
5129,Cropland,NULL,Water,Water,Water,Bareland,Water,Water
5130,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5131,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5132,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5133,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5134,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5135,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5136,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5137,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5138,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5139,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
5140,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5141,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5142,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5143,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5144,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5145,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
5146,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5147,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5148,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5149,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5150,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5151,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5152,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5153,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5154,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5155,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5156,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5157,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5158,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5159,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5160,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5161,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5162,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5163,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5164,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5165,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5166,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
5167,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5168,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5169,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5170,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5171,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5172,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5173,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5174,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5175,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5176,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5177,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
5178,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5179,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5180,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
5181,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
5182,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
5183,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
5184,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5185,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5186,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5187,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5188,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5189,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5190,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5191,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5192,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5193,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
5194,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5195,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5196,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5197,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5198,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5199,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5200,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5201,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5202,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5203,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5204,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5205,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5206,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5207,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5208,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5209,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5210,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5211,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
5212,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5213,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
5214,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5215,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
5216,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
5217,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
5218,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5219,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5220,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
5221,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5222,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
5223,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5224,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5225,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5226,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5227,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5228,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5229,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5230,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5231,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5232,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5233,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5234,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5235,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5236,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5237,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5238,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5239,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5240,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5241,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5242,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5243,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5244,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5245,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5246,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5247,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5248,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5249,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
5250,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5251,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
5252,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5253,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5254,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
5255,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5256,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5257,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5258,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5259,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5260,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5261,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5262,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5263,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5264,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
5265,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
5266,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
5267,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5268,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5269,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
5270,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5271,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
5272,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
5273,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
5274,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5275,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
5276,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5277,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
5278,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
5279,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5280,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5281,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5282,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
5283,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
5284,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5285,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5286,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
5287,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5288,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
5289,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5290,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5291,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5292,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5293,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5294,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5295,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
5296,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5297,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5298,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5299,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5300,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5301,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5302,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
5303,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
5304,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5305,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5306,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5307,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
