Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MBM_M_R
3038,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
3039,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Built-up
3040,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
3041,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3042,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3043,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3044,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3045,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3046,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3047,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3048,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3049,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3050,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3051,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3052,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
3053,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3054,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3055,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
3056,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3057,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3058,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3059,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3060,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
3061,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
3062,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
3063,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
3064,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3065,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
3066,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
3067,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3068,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3069,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3070,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
3071,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
3072,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
3073,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
3074,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
3075,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
3076,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
3077,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
3078,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3079,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3080,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3081,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
3082,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
3083,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3084,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
3085,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
3086,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
3087,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
3088,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
3089,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Wetland
3090,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
3091,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
3092,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
3093,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Cropland
3094,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Wetland
3095,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
3096,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
3097,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
3098,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
3099,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3100,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
3101,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
3102,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
3103,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3104,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
3105,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
3106,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
3107,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Wetland
3108,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Built-up
3109,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Water
3110,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Forest
3111,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
3112,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Cropland
3113,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Bareland
3114,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
3115,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
3116,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Grassland
3117,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
3118,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Bareland
3119,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Built-up
3120,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Forest
3121,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Bareland
3122,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3123,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
3124,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
3125,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
3126,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3127,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3128,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3129,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
3130,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3131,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
3132,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3133,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3134,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
3135,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Built-up
3136,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
3137,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Bareland
3138,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3139,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3140,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3141,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3142,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
3143,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3144,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3145,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3146,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3147,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3148,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
3149,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Cropland
3150,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Wetland
3151,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Bareland
3152,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Built-up
3153,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
3154,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3155,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3156,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
3157,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3158,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
3159,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3160,NULL,Built-up,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3161,NULL,Built-up,NULL,Non_Water,Non_Wetland,Cropland,NULL,Built-up
3162,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3163,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3164,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3165,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
3166,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
3167,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3168,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
3169,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Grassland
3170,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Wetland
3171,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Built-up
3172,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Forest
3173,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Wetland,Wetland
3174,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Wetland,Built-up
3175,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Bareland,Forest
3176,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3177,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
3178,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3179,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3180,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Water,Grassland
3181,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Water,Wetland
3182,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Water,Built-up
3183,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Water,Forest
3184,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
3185,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest,Built-up,Forest
3186,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3187,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
3188,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Bareland,Bareland
3189,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Built-up,Grassland
3190,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Water,Grassland
3191,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Forest,Grassland
3192,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
3193,NULL,Built-up,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
3194,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
3195,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
3196,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3197,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Built-up,Grassland
3198,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Built-up,Bareland
3199,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,NULL,Cropland
3200,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
3201,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Wetland
3202,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Bareland
3203,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Built-up
3204,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Forest
3205,NULL,Built-up,NULL,Water,Non_Wetland,Water,Built-up,Water
3206,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3207,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3208,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3209,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3210,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3211,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3212,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3213,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3214,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3215,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3216,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3217,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3218,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3219,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3220,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3221,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3222,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3223,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3224,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
3225,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3226,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3227,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3228,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
3229,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
3230,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
3231,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
3232,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3233,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
3234,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3235,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
3236,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
3237,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
3238,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
3239,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
3240,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3241,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
3242,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3243,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3244,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
3245,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3246,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3247,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3248,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3249,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3250,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3251,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3252,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3253,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3254,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3255,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3256,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3257,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3258,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3259,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3260,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3261,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3262,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3263,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3264,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3265,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
3266,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3267,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3268,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3269,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3270,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3271,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3272,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3273,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3274,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3275,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3276,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3277,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3278,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3279,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3280,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3281,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3282,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
3283,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3284,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3285,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3286,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3287,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3288,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3289,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3290,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
3291,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
3292,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3293,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3294,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3295,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3296,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
3297,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3298,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3299,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
3300,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3301,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3302,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
3303,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
3304,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3305,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3306,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3307,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3308,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3309,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3310,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
3311,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
3312,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
3313,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3314,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3315,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3316,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3317,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3318,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3319,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3320,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3321,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3322,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3323,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3324,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3325,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3326,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3327,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3328,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3329,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3330,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3331,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3332,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3333,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3334,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3335,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3336,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3337,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3338,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
3339,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3340,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
3341,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3342,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
3343,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
3344,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
3345,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
3346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3348,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
