Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLL_M_R
343,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
344,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
345,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
346,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
347,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
348,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
349,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
350,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
351,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
352,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
353,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
354,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
355,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
356,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
357,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
358,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
359,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
360,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
361,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
362,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
363,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
364,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
365,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
366,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
367,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
368,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
369,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
370,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
371,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
372,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
373,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
374,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
375,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
376,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
377,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
378,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
379,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
380,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
381,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
382,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
383,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
384,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
385,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
386,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
387,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
388,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
389,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
390,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
391,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
392,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
393,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
394,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
395,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
396,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
397,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
398,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
399,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
400,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
401,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
402,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
403,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
404,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
405,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
406,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
407,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
408,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
409,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
410,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
411,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
412,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
413,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
414,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
415,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
416,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
417,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
418,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
419,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
420,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
421,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
422,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
423,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
424,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
425,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
426,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
427,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
428,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
429,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
430,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
431,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
432,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
433,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
434,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
435,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
436,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
437,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
438,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
439,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
440,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
441,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
442,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
443,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
444,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
445,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
446,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
447,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
448,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
449,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
450,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
451,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
452,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
453,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
454,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
455,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
456,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
457,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
458,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
459,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
460,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
461,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
462,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
463,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
464,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
465,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
466,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
467,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
468,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
469,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
470,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
471,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
472,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
473,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
474,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
475,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
476,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
477,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
478,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
479,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
480,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
481,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
482,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
483,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
484,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
485,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
486,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
487,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
488,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
489,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
490,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
491,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
492,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
493,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
494,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
495,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
496,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
497,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
498,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
499,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
500,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
501,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
502,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
503,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
504,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
505,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
506,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
507,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
508,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
509,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
510,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
511,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
512,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
513,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
514,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
515,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
516,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
517,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
518,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
520,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
521,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
522,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
523,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
524,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
525,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
526,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
527,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
528,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
529,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
530,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
531,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
532,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
533,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
534,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
535,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
536,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
537,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
538,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
539,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
540,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
541,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
542,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
543,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
544,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
545,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
546,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
547,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
548,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
549,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
550,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
551,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
552,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
553,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
554,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
555,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
556,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
557,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
558,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
559,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
560,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
561,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
562,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
563,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
564,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
565,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
566,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
567,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
568,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
569,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
571,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
572,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
573,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
574,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
575,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
576,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
577,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
578,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
579,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
580,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
581,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
582,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
583,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
584,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
585,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
586,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
587,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
588,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
589,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
590,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
591,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
592,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
593,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
594,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
595,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
596,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
598,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
599,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
600,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
601,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
602,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
603,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
604,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
605,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
606,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
607,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
608,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
609,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
610,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
611,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
612,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
613,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
614,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
615,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
616,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
617,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
618,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
619,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
620,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
621,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
622,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
623,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
624,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
625,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
626,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
628,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
629,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
630,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
631,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
632,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
633,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
634,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
635,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
636,Grassland,Wetland,Water,Water,Water,NULL,NULL,NULL
637,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
638,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
639,Grassland,Wetland,Water,Water,Water,NULL,NULL,Bareland
640,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
641,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
642,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
643,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
644,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
645,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
646,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
647,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
648,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
649,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
650,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
651,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
652,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
653,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
654,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
655,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
656,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
657,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
658,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
659,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
660,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
661,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
662,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
663,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
664,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
665,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
666,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
667,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
668,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
669,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
670,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
671,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
672,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
673,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
674,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
675,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
676,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
677,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
678,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
679,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
680,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
681,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
682,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
683,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
684,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
685,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
686,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
687,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
688,Grassland,Water,Water,Water,Water,NULL,NULL,Water
689,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
