Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRP_M_R
2804,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2805,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2806,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
2807,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2808,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
2809,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
2810,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2811,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2812,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2813,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
2814,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2815,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2816,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2817,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2818,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2819,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2820,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2821,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2822,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2823,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2824,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2825,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2826,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2827,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
2828,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2829,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2830,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2831,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2832,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2833,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2834,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2835,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2836,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2837,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
2838,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
2839,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
2840,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2841,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2842,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2843,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2844,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2845,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2846,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2847,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2848,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2849,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
2850,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2851,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2852,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2853,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2854,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2855,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2856,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2857,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2858,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2859,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2860,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2861,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2862,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2863,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2864,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2865,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2866,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2867,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2868,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2869,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2870,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
2871,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2872,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2873,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
2874,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2875,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2876,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2877,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2878,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
2879,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2880,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2881,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2882,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2883,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2884,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
2885,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
2886,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2887,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2888,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2889,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2890,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2891,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2892,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2893,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2894,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2895,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
2896,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
2897,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
2898,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2899,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
2900,NULL,Built-up,Water,Non_Water,Water,Shrubland,NULL,Grassland
2901,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2902,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2903,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2904,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2905,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2906,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2907,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2908,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2909,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2910,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
2911,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2912,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2913,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2914,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2915,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2916,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2917,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2918,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2919,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2920,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2921,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2922,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2923,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2924,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2925,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2926,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2927,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
2928,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2929,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2930,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2931,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2932,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2933,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2934,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2935,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2936,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2937,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2938,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2939,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2940,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2941,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2942,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2943,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2944,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2945,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2946,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2947,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2948,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2949,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
2950,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
2951,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2952,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2953,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2954,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2955,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2956,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2957,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2958,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2959,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2960,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2961,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2962,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2963,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2964,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2965,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2966,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2967,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2968,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2969,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2970,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
2971,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2972,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
2973,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2974,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2975,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2976,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
2977,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2978,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2979,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2980,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2981,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2982,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2983,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2984,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2985,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2986,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2987,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2988,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2989,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2990,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2991,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2992,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2993,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2994,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2995,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2996,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2997,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2998,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2999,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3000,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
3001,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3002,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3003,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3004,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3005,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3006,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3007,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3008,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
3009,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Bareland
3010,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
3011,NULL,Water,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
3012,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3013,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3014,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3015,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
3016,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
3017,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3018,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3019,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3020,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3021,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3022,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3023,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
3024,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3025,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3026,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3027,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
3028,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3029,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3030,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3031,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3032,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
3033,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
3034,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3035,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3036,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3037,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3038,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
3039,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3040,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3041,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3042,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3043,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3044,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3045,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3046,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3047,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3048,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3049,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
3050,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3051,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
3052,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3053,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3054,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3055,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3056,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
3057,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3058,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3059,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3060,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3061,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3062,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3063,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
3064,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3065,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
3066,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
3067,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3068,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3069,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3070,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
3071,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3072,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
3073,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3074,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
3075,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3076,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3077,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
3078,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
3079,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
3080,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3081,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3082,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
3083,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3084,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
3085,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3086,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
3087,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
3088,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3089,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
3090,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
3091,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
3092,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
3093,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
3094,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3095,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3096,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3097,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3098,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3099,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3100,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
3101,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3102,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
3103,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
3104,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
3105,NULL,Water,Wetland,NULL,Wetland,NULL,Shrubland,Bareland
3106,NULL,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
3107,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
3108,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3109,NULL,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3110,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
3111,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
3112,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3113,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
3114,NULL,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
3115,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3116,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3117,NULL,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
3118,NULL,Water,Wetland,NULL,Wetland,Built-up,Built-up,Forest
3119,NULL,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
3120,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
3121,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
3122,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
3123,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Built-up,Water
3124,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
3125,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
3126,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
