Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCK_M_R
1568,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1569,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1570,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1571,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1572,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1573,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1574,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1575,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1576,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1577,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1578,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1579,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
1580,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1581,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1582,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1583,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1584,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1585,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1586,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1587,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1588,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1589,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1590,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1591,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1592,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1593,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1594,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1595,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1596,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1597,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1598,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1599,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1600,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1601,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1602,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1603,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1604,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1605,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1606,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1607,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1608,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1609,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1610,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1611,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1612,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1613,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1614,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1615,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
1616,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
1617,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1618,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1619,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1620,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1621,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1622,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
1623,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1624,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1625,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1626,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1627,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1628,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
1629,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1630,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1631,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1632,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1633,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1634,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1635,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1636,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1637,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1638,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1639,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1640,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
1641,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1642,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1643,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1644,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1645,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1646,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
1647,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
1648,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1649,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1650,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1651,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1652,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
1653,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
1654,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
1655,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1656,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
1657,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1658,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1659,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1660,NULL,Cropland,Shrubland,Water,Non_Wetland,Forest,Shrubland,Wetland
1661,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1662,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1663,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1664,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1665,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
1666,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1667,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1668,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
1669,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1670,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1671,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1672,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1673,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1674,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1675,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
1676,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1677,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1678,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1679,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1680,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1681,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1682,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1683,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1684,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1685,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
1686,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1687,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1688,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1689,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1690,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1691,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1692,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1693,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1694,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1695,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1696,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1697,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1698,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1699,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1700,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1701,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1702,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
1703,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1704,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1705,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1706,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1707,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1708,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1709,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1710,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1711,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
1712,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1713,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1714,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1715,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1716,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1717,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1718,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1719,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1720,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1721,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1722,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1723,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1724,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1725,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1726,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1727,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1728,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1729,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1730,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1731,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1732,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1733,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
1734,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1735,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1736,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1737,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1738,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1739,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1740,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1741,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1742,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1743,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1744,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1745,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
1746,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1747,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1748,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1749,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1750,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1751,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1752,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1753,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1754,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1755,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1756,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1757,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1758,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1759,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1760,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1761,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1762,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1763,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1764,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1765,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1766,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1767,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
1768,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
1769,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1770,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1771,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1772,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1773,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1774,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1775,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1776,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1777,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1778,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1779,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1780,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1781,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1782,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1783,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1784,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1785,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1786,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1787,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1788,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1789,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1790,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1791,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1792,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1793,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1794,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1795,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1796,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1797,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1798,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1799,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1800,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
1801,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1802,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1803,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1804,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1805,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1806,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1807,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1808,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1809,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1810,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1811,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1812,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1813,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1814,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1815,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1816,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1817,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1818,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1819,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1820,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1821,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1822,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1823,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1824,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1825,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1826,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
1827,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1828,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1829,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1830,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1831,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1832,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1833,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1834,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1835,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1836,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1837,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1838,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1839,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1840,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1841,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1842,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1843,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1844,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1845,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1846,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1847,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1848,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1849,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1850,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1851,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1852,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1853,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1854,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1855,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1856,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1857,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1858,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1859,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1860,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1861,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1862,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1863,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1864,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1865,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1866,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1867,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1868,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1869,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1870,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1871,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
1872,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
1873,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1874,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1875,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1876,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1877,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1878,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1879,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1880,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1881,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
