Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUD_M_R
2068,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2069,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2070,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
2071,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2072,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
2073,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2074,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2075,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
2076,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
2077,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
2078,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
2079,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
2080,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
2081,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2082,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2083,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2084,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2085,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2086,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2087,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2088,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2089,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2090,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
2091,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2092,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2093,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2094,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2095,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2096,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2097,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
2098,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2099,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
2100,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2101,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2102,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2103,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
2104,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2105,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2106,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
2107,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2108,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2109,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2110,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2111,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2112,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2113,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2114,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2115,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2116,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2117,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
2118,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2119,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2120,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2121,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2122,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
2123,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2124,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
2125,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2126,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2127,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
2128,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
2129,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
2130,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2131,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
2132,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2133,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2134,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2135,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2136,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2137,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2138,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2139,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
2140,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2141,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
2142,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
2143,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2144,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
2145,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
2146,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
2147,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Water,Built-up
2148,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2149,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Built-up
2150,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Forest
2151,NULL,Built-up,Water,NULL,Water,Shrubland,Grassland,Forest
2152,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
2153,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
2154,NULL,Built-up,Water,NULL,Water,Grassland,Wetland,Forest
2155,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Bareland
2156,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Forest
2157,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Grassland
2158,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Forest
2159,NULL,Built-up,Water,NULL,Water,Wetland,Grassland,Grassland
2160,NULL,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
2161,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Grassland
2162,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Wetland
2163,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Built-up
2164,NULL,Built-up,Water,NULL,Water,Wetland,Bareland,Grassland
2165,NULL,Built-up,Water,NULL,Water,Wetland,Bareland,Forest
2166,NULL,Built-up,Water,NULL,Water,Wetland,Built-up,Forest
2167,NULL,Built-up,Water,NULL,Water,Wetland,Water,Built-up
2168,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Forest
2169,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
2170,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Bareland
2171,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,NULL
2172,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,Water
2173,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,Forest
2174,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
2175,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
2176,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
2177,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,NULL
2178,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Built-up
2179,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Forest
2180,NULL,Built-up,Water,NULL,Water,Built-up,Wetland,NULL
2181,NULL,Built-up,Water,NULL,Water,Built-up,Wetland,Forest
2182,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,NULL
2183,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
2184,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
2185,NULL,Built-up,Water,NULL,Water,Water,Water,Built-up
2186,NULL,Built-up,Water,NULL,Water,Forest,Grassland,Grassland
2187,NULL,Built-up,Water,NULL,Water,Forest,Wetland,Forest
2188,NULL,Built-up,Water,NULL,Water,Forest,Bareland,Forest
2189,NULL,Built-up,Water,Water,Water,Built-up,Bareland,Grassland
2190,NULL,Built-up,Water,Water,Water,Water,Wetland,Wetland
2191,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2192,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2193,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2194,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2195,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
2196,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2197,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2198,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2199,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2200,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2201,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2202,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2203,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2204,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2205,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2206,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2207,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2208,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2209,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2210,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2211,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2212,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2213,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2214,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2215,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2216,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2217,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2218,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2219,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2220,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2221,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2222,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2223,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2224,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2225,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2226,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2227,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2228,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2229,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2230,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2231,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2232,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
2233,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2234,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2235,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2236,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2237,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2238,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2239,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2240,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Water
2241,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2242,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
2243,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2244,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2245,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2246,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2247,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2248,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2249,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2250,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2251,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2252,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2253,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2254,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2255,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
2256,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2257,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2258,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2259,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2260,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2261,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2262,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2263,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2264,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
2265,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2266,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2267,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2268,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2269,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2270,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2271,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2272,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2273,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2274,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2275,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
2276,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
2277,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2278,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2279,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2280,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2281,NULL,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2282,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
2283,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2284,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2285,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2286,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
2287,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
2288,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2289,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
2290,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
2291,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Water
2292,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
2293,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2294,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2295,NULL,Water,Water,NULL,Water,Grassland,Shrubland,Grassland
2296,NULL,Water,Water,NULL,Water,Wetland,Grassland,Grassland
2297,NULL,Water,Water,NULL,Water,Wetland,Grassland,Forest
2298,NULL,Water,Water,NULL,Water,Bareland,Grassland,Grassland
2299,NULL,Water,Water,NULL,Water,Bareland,Forest,Grassland
2300,NULL,Water,Water,NULL,Water,Water,Grassland,Forest
2301,NULL,Water,Water,NULL,Water,Water,Bareland,Bareland
2302,NULL,Water,Water,NULL,Water,Water,Bareland,Water
2303,NULL,Water,Water,NULL,Water,Water,Water,Water
2304,NULL,Water,Water,Non_Water,Water,Grassland,Water,Water
2305,NULL,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2306,NULL,Water,Water,Non_Water,Water,Water,Grassland,Forest
2307,NULL,Water,Water,Water,Water,Grassland,Water,Water
2308,NULL,Water,Water,Water,Water,Water,Water,Forest
2309,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2310,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2311,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2312,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2313,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2314,NULL,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
2315,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2316,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2317,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2318,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2319,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2320,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2321,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2322,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2323,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2324,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
2325,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2326,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2327,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2328,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2329,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2330,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2331,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2332,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2333,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2334,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2335,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2336,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2337,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2338,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2339,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2340,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2341,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2342,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2343,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2344,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2345,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2346,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2347,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2348,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2349,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2350,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2351,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2352,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2353,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2354,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2355,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2356,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
2357,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2358,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2359,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2360,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2361,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2362,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2363,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2364,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2365,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2366,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2367,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2368,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2369,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2370,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2371,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
2372,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2373,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2374,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2375,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2376,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2377,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2378,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2379,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2380,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2381,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2382,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2383,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2384,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2385,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2386,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2387,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2388,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2389,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2390,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2391,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2392,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2393,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2394,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2395,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2396,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2397,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2398,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2399,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2400,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
