Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPE_M_R
5608,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
5609,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Cropland
5610,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5611,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5612,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
5613,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5614,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
5615,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5616,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5617,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5618,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
5619,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Cropland
5620,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5621,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5622,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5623,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
5624,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5625,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
5626,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5627,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5628,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5629,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5630,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
5631,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
5632,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5633,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
5634,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
5635,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
5636,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
5637,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
5638,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
5639,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
5640,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
5641,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
5642,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
5643,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
5644,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
5645,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5646,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
5647,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5648,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
5649,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
5650,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
5651,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
5652,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
5653,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
5654,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
5655,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
5656,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
5657,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
5658,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
5659,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
5660,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Cropland
5661,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
5662,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
5663,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5664,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
5665,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
5666,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
5667,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
5668,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
5669,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5670,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
5671,Grassland,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
5672,Grassland,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
5673,Grassland,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
5674,Grassland,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
5675,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
5676,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
5677,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5678,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5679,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5680,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5681,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5682,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5683,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5684,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5685,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5686,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
5687,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
5688,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5689,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5690,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5691,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5692,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
5693,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5694,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5695,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
5696,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5697,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
5698,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5699,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5700,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
5701,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5702,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5703,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5704,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5705,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5706,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5707,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5708,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5709,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5710,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5711,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5712,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5713,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5714,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5715,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5716,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5717,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5718,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5719,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5720,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5721,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5722,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5723,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5724,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5725,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5726,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5727,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5728,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5729,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5730,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5731,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5732,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
5733,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5734,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5735,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5736,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
5737,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
5738,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5739,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5740,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5741,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5742,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5743,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5744,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5745,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5746,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5747,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5748,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5749,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5750,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5751,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
5752,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5753,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
5754,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5755,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
5756,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
5757,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
5758,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
5759,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
5760,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
5761,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
5762,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5763,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
5764,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
5765,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5766,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
5767,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5768,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5769,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
5770,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
5771,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5772,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
5773,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
5774,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5775,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5776,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5777,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5778,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5779,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
5780,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
5781,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5782,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
5783,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5784,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5785,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5786,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
5787,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
5788,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
5789,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5790,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5791,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
5792,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5793,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
5794,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5795,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
5796,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
5797,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5798,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
5799,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
5800,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5801,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5802,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
5803,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5804,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
5805,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5806,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5807,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5808,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5809,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
5810,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
5811,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5812,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
5813,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5814,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
5815,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
5816,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
5817,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
5818,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
5819,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
5820,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
5821,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5822,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
5823,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5824,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,NULL
5825,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
5826,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
5827,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
5828,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Cropland
5829,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
5830,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
5831,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
5832,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
5833,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,NULL
5834,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
5835,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
5836,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
5837,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
5838,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
5839,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
5840,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
5841,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
5842,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5843,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
5844,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
5845,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
5846,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
5847,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
5848,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
5849,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Cropland
5850,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
5851,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
5852,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5853,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
5854,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
5855,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5856,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
5857,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
5858,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
5859,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
5860,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Cropland
5861,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
5862,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
5863,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Cropland
5864,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
5865,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
5866,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5867,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5868,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
5869,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
5870,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5871,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
5872,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5873,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5874,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
5875,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
5876,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5877,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
5878,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5879,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
5880,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
5881,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
5882,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5883,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5884,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5885,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5886,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5887,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5888,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5889,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5890,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5891,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5892,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5893,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5894,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5895,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5896,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5897,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5898,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5899,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5900,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
5901,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
5902,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
5903,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
5904,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5905,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5906,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5907,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5908,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
5909,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5910,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5911,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
5912,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5913,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
5914,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5915,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5916,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5917,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Cropland
