Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBH_M_R
342,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
343,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
344,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
345,Water,Bareland,Water,Water,Water,NULL,NULL,Water
346,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
347,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
348,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
349,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
350,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
351,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
352,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
353,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
354,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
355,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
356,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
357,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
358,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
359,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
360,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
361,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
362,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
363,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
364,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
365,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
366,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
367,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
368,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
369,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
370,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
371,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
372,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
373,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
374,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
375,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
376,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
377,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
378,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
379,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
380,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
381,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
382,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
383,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
384,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
385,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
386,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
387,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
388,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
389,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
390,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
391,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
392,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
393,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
394,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
395,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
396,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
397,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
398,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
399,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
400,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
401,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
402,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
403,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
404,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
405,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
406,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
407,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
408,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
409,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
410,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
411,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
412,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
413,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
414,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
415,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
416,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
417,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
418,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
419,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
420,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
421,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
422,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
423,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
424,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
425,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
426,Water,Water,Water,NULL,Water,NULL,NULL,Water
427,Water,Water,Water,NULL,Water,NULL,NULL,Forest
428,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
429,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
430,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
431,Water,Water,Water,Water,Water,NULL,NULL,Grassland
432,Water,Water,Water,Water,Water,NULL,NULL,Bareland
433,Water,Water,Water,Water,Water,NULL,NULL,Water
434,Water,Water,Water,Water,Water,NULL,NULL,Forest
435,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
436,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
437,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
438,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
439,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
440,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
441,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
442,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
443,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
444,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
445,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
446,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
447,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
448,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
449,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
450,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
451,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
452,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
453,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
454,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
455,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
456,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
457,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
458,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
459,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
460,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
461,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
462,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
463,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
464,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
465,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
466,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
467,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
468,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
469,Water,Forest,Water,Water,Water,NULL,NULL,Water
470,Water,Forest,Water,Water,Water,NULL,NULL,Forest
471,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
472,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
473,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
474,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
475,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
476,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
477,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
478,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
479,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
480,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
481,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
482,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
483,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
484,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
485,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
486,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
488,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
489,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
490,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
491,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
492,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
493,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
495,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
496,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
497,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
498,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
499,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
500,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
501,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
502,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
503,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
504,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
505,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
506,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
507,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
508,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
509,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
510,Forest,NULL,Water,Water,Water,NULL,NULL,Water
511,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
512,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
513,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
514,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
515,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
516,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
517,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
518,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
519,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
520,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
521,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
522,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
523,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
524,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
525,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
526,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
527,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
528,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
529,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
530,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
531,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
532,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
533,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
534,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
535,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
536,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
537,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
538,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
539,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
540,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
541,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
542,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
543,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
544,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
545,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
546,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
547,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
548,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
549,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
550,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
551,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
552,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
553,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
554,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
555,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
556,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
557,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
558,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
559,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
560,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
561,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
562,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
563,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
564,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
565,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
566,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
567,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
568,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
569,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
570,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
571,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
572,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
573,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
574,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
575,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
576,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
577,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
578,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
579,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
580,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
581,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
582,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
583,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
584,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
585,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
586,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
587,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
588,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
589,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
590,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
591,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
592,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
593,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
594,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
595,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
596,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
597,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
598,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
599,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
600,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
601,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
602,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
603,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
604,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
605,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
606,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
607,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
608,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
609,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
610,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
611,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
612,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
613,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
615,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
616,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
617,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
619,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
620,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
621,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
622,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
623,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
624,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
625,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
626,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
627,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
628,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
629,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
630,Forest,Water,Water,NULL,Water,NULL,NULL,Water
631,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
632,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
633,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
634,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
635,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
636,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
637,Forest,Water,Water,Water,Water,NULL,NULL,Water
638,Forest,Water,Water,Water,Water,NULL,NULL,Forest
639,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
640,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
641,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
642,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
643,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
644,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
645,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
646,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
647,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
648,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
649,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
650,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
651,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
652,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
653,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
654,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
655,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
656,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
657,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
658,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
659,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
660,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
661,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
662,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
663,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
664,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
665,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
666,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
667,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
668,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
669,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
670,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
671,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
672,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
673,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
674,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
675,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
676,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
677,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
678,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
679,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
680,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
681,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
682,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
683,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
684,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
685,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
686,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
687,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
688,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
689,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
690,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
691,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
692,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
693,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
694,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
695,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
696,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
697,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
698,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
699,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
700,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
701,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
702,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
