Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTL_M_R
1145,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1146,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
1147,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1148,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1149,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1150,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1151,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1152,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1153,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1154,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1155,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1156,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1157,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1158,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1159,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1160,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
1161,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1162,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1163,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1164,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1165,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1166,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1167,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1168,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1169,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1170,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1171,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1172,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1173,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1174,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1175,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1176,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1177,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1178,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1179,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1180,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1181,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
1182,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1183,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1184,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1185,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1186,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
1187,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1188,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1189,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
1190,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1191,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1192,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1193,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1194,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1195,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1196,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1197,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1198,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1199,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1200,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1201,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1202,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1203,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1204,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1205,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1206,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1207,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1208,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,NULL
1209,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
1210,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1211,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1212,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1213,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1214,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1215,NULL,NULL,Water,NULL,Water,NULL,Shrubland,NULL
1216,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
1217,NULL,NULL,Water,NULL,Water,NULL,Grassland,NULL
1218,NULL,NULL,Water,NULL,Water,NULL,Grassland,Wetland
1219,NULL,NULL,Water,NULL,Water,NULL,Forest,Grassland
1220,NULL,NULL,Water,NULL,Water,Shrubland,NULL,NULL
1221,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Wetland
1222,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
1223,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1224,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
1225,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
1226,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
1227,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1228,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
1229,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
1230,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Forest
1231,NULL,NULL,Water,NULL,Water,Grassland,NULL,NULL
1232,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1233,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,NULL
1234,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
1235,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
1236,NULL,NULL,Water,NULL,Water,Grassland,Grassland,NULL
1237,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1238,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
1239,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1240,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1241,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
1242,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
1243,NULL,NULL,Water,NULL,Water,Bareland,Grassland,NULL
1244,NULL,NULL,Water,NULL,Water,Bareland,Forest,Grassland
1245,NULL,NULL,Water,NULL,Water,Bareland,Forest,Bareland
1246,NULL,NULL,Water,NULL,Water,Water,Shrubland,NULL
1247,NULL,NULL,Water,NULL,Water,Water,Shrubland,Grassland
1248,NULL,NULL,Water,NULL,Water,Water,Shrubland,Forest
1249,NULL,NULL,Water,NULL,Water,Water,Water,Water
1250,NULL,NULL,Water,NULL,Water,Water,Forest,Grassland
1251,NULL,NULL,Water,NULL,Water,Water,Forest,Forest
1252,NULL,NULL,Water,NULL,Water,Forest,Shrubland,NULL
1253,NULL,NULL,Water,NULL,Water,Forest,Shrubland,Grassland
1254,NULL,NULL,Water,NULL,Water,Forest,Shrubland,Forest
1255,NULL,NULL,Water,NULL,Water,Forest,Forest,Grassland
1256,NULL,NULL,Water,NULL,Water,Forest,Forest,Forest
1257,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1258,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Water
1259,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Forest
1260,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,Wetland
1261,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
1262,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
1263,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
1264,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
1265,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1266,NULL,NULL,Water,Water,Water,NULL,NULL,Water
1267,NULL,NULL,Water,Water,Water,NULL,Shrubland,Water
1268,NULL,NULL,Water,Water,Water,NULL,Grassland,Wetland
1269,NULL,NULL,Water,Water,Water,NULL,Water,Water
1270,NULL,NULL,Water,Water,Water,Shrubland,NULL,Grassland
1271,NULL,NULL,Water,Water,Water,Shrubland,NULL,Wetland
1272,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
1273,NULL,NULL,Water,Water,Water,Shrubland,Water,Wetland
1274,NULL,NULL,Water,Water,Water,Bareland,NULL,Wetland
1275,NULL,NULL,Water,Water,Water,Bareland,Grassland,Wetland
1276,NULL,NULL,Water,Water,Water,Bareland,Forest,Grassland
1277,NULL,NULL,Water,Water,Water,Water,Shrubland,Wetland
1278,NULL,NULL,Water,Water,Water,Water,Shrubland,Water
1279,NULL,NULL,Water,Water,Water,Water,Grassland,Water
1280,NULL,NULL,Water,Water,Water,Water,Water,Water
1281,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1282,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1283,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1284,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1285,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1286,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1287,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1288,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1289,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1290,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
1291,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
1292,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
1293,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1294,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1295,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1296,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1297,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1298,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1299,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1300,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1301,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1302,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
1303,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
1304,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1305,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1306,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1307,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
1308,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1309,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1310,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1311,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1312,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1313,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
1314,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1315,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1316,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1317,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1318,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1319,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1320,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1321,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
1322,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1323,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1324,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1325,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1326,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1327,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1328,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1329,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1330,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1331,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1332,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1333,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
1334,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
1335,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
1336,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
1337,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1338,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1339,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
1340,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
1341,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
1342,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1343,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1344,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1345,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1346,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1347,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1348,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1349,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1350,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1351,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1352,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1353,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1354,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1355,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1356,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1357,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1358,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1359,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1360,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1361,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1362,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1363,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1364,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1365,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1366,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1367,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
1368,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1369,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1370,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1371,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
1372,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1373,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1374,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1375,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
1376,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1377,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1378,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1379,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1380,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1381,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1382,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1383,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1384,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1385,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1386,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
1387,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1388,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1389,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1390,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1391,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1392,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1393,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1394,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1395,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1396,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1397,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1398,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
1399,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1400,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1401,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1402,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1403,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1404,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1405,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1406,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1407,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1408,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1409,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1410,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1411,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1412,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
1413,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1414,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
1415,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
1416,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1417,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1418,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1419,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
1420,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1421,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1422,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
1423,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1424,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1425,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1426,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1427,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1428,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
1429,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1430,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1431,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1432,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1433,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
1434,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
1435,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1436,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1437,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
1438,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
1439,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
1440,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
1441,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1442,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1443,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1444,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1445,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1446,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1447,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
1448,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1449,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1450,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1451,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1452,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1453,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1454,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1455,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1456,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1457,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1458,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1459,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1460,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1461,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1462,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1463,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1464,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1465,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1466,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1467,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1468,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1469,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1470,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1471,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
1472,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
1473,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
1474,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1475,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1476,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1477,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
1478,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1479,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1480,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1481,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1482,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
