Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEP_M_R
3938,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3939,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3940,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3941,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
3942,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3943,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3944,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3945,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3946,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3947,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3948,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3949,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3950,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
3951,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3952,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
3953,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3954,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
3955,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3956,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3957,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3958,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3959,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3960,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3961,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3962,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
3963,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3964,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3965,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3966,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3967,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3968,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3969,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
3970,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3971,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3972,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3973,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3974,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
3975,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3976,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
3977,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3978,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3979,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
3980,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3981,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3982,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3983,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3984,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3985,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3986,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
3987,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
3988,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3989,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3990,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3991,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3992,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
3993,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
3994,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
3995,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3996,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
3997,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
3998,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3999,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
4000,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
4001,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4002,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4003,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4004,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
4005,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
4006,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4007,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4008,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
4009,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4010,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4011,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4012,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4013,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
4014,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4015,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4016,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4017,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4018,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4019,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4020,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4021,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
4022,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4023,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4024,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4025,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4026,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4027,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4028,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4029,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4030,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4031,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4032,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4033,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4034,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4035,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4036,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4037,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4038,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4039,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
4040,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4041,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4042,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4043,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4044,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
4045,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
4046,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4047,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4048,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4049,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4050,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4051,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
4052,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4053,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4054,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4055,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4056,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4057,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4058,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4059,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4060,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4061,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4062,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4063,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4064,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4065,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4066,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4067,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4068,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4069,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
4070,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4071,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4072,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4073,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4074,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4075,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4076,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
4077,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4078,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4079,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4080,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4081,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4082,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4083,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4084,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
4085,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4086,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4087,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
4088,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4089,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
4090,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
4091,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
4092,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4093,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4094,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
4095,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
4096,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4097,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
4098,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4099,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4100,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4101,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4102,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4103,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4104,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4105,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4106,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4107,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4108,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
4109,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4110,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4111,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4112,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4113,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4114,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4115,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4116,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4117,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
4118,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4119,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
4120,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4121,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4122,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4123,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4124,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4125,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4126,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4127,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4128,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4129,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4130,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4131,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4132,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4133,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4134,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4135,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4136,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4137,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4138,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4139,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
4140,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4141,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4142,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4143,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4144,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4145,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4146,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
4147,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4148,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4149,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
4150,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
4151,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4152,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4153,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4154,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4155,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4156,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4157,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4158,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4159,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4160,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4161,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4162,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4163,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4164,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
4165,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4166,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
4167,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4168,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4169,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4170,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4171,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
4172,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4173,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4174,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4175,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4176,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4177,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4178,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
4179,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4180,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
4181,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4182,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4183,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4184,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4185,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4186,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4187,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4188,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4189,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
4190,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4191,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4192,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
4193,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
4194,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
4195,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
4196,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
4197,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
4198,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4199,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
4200,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
4201,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
4202,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
4203,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4204,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4205,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
4206,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
4207,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
4208,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
4209,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4210,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4211,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4212,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
4213,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
4214,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
4215,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
4216,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
4217,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4218,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4219,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4220,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4221,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4222,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4223,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4224,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4225,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4226,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4227,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4228,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4229,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4230,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4231,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4232,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4233,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4234,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4235,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4236,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4237,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4238,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4239,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
4240,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4241,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
4242,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4243,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4244,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4245,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4246,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4247,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
