Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NFG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NFG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NFG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NFG_M_R
128,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
129,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
130,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
131,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
132,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
133,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
134,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
135,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
136,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
137,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
138,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
139,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
140,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
141,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
142,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
143,NULL,NULL,Wetland,Non_Water,NULL,Grassland,Grassland,Wetland
144,NULL,NULL,Wetland,Non_Water,NULL,Wetland,Grassland,Wetland
145,NULL,NULL,Wetland,Non_Water,NULL,Wetland,Water,Wetland
146,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
147,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
148,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
149,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
150,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
151,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
152,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
153,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
154,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
155,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
156,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
157,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
158,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
159,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
160,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
161,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
162,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Cropland
163,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
164,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
165,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
166,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
167,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
168,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
169,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
170,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
171,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
172,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
173,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
174,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
175,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
176,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
177,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
178,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
179,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
180,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
181,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
182,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
183,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
184,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
185,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
186,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
187,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
188,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
189,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
190,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
191,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
192,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
193,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
194,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
195,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
196,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
197,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
198,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
199,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
200,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
201,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
202,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
203,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
204,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
205,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
206,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
207,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
208,NULL,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
209,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
210,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
211,NULL,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
212,NULL,NULL,Water,NULL,Water,Cropland,Wetland,Wetland
213,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
214,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
215,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
216,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
217,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
218,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
219,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
220,NULL,NULL,Water,Water,Water,Wetland,Wetland,Cropland
221,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
222,NULL,NULL,Water,Water,Water,Bareland,Water,Wetland
223,NULL,NULL,Water,Water,Water,Water,Wetland,Water
224,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
225,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
226,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
227,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
228,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
229,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
230,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
231,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
232,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
233,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
234,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
235,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
236,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
237,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
238,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
239,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
240,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
241,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
242,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
243,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Water,Cropland
244,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Water,Wetland
245,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
246,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
247,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
248,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
249,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
250,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
251,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
252,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
253,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
254,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
255,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
256,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
257,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
258,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
259,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
260,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
261,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
262,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
263,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
264,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
265,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
266,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
267,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
268,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
269,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
270,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
271,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
272,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
273,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
274,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
275,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
276,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
277,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
278,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
279,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
280,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
281,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
282,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
283,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
284,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
285,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
286,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
287,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
288,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
289,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
290,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
291,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
292,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
293,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
294,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
295,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
296,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
297,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
298,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
299,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
300,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
301,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
302,NULL,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
303,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
304,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
305,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Wetland
306,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
307,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
308,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
309,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
310,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
311,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
312,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
313,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
314,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
315,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
316,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
317,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
318,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
319,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
320,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
321,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
322,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
323,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
324,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Wetland
325,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
326,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
327,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
328,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
329,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
330,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
331,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
332,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
