Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEN_M_R
4004,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4005,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
4006,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
4007,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
4008,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
4009,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
4010,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4011,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4012,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4013,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4014,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
4015,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
4016,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
4017,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
4018,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
4019,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4020,NULL,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
4021,NULL,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
4022,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4023,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4024,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4025,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
4026,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4027,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,NULL
4028,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
4029,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
4030,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
4031,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4032,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4033,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4034,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
4035,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4036,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4037,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
4038,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
4039,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
4040,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
4041,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Water,Grassland
4042,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
4043,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
4044,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
4045,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
4046,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4047,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
4048,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
4049,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
4050,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
4051,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4052,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4053,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4054,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4055,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
4056,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
4057,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4058,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
4059,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
4060,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
4061,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
4062,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4063,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4064,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4065,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4066,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4067,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4068,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
4069,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4070,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4071,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4072,NULL,Forest,Wetland,NULL,Wetland,Bareland,NULL,Grassland
4073,NULL,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
4074,NULL,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
4075,NULL,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
4076,NULL,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4077,NULL,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4078,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
4079,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4080,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4081,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4082,NULL,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
4083,NULL,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
4084,NULL,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4085,NULL,Forest,Wetland,NULL,Wetland,Water,Shrubland,Grassland
4086,NULL,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
4087,NULL,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
4088,NULL,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
4089,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
4090,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
4091,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
4092,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
4093,NULL,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
4094,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
4095,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
4096,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
4097,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
4098,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4099,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
4100,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
4101,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
4102,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
4103,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
4104,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
4105,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
4106,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
4107,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4108,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
4109,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
4110,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
4111,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4112,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4113,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
4114,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
4115,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
4116,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
4117,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
4118,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4119,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4120,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4121,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
4122,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4123,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
4124,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Water
4125,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
4126,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
4127,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,NULL
4128,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
4129,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
4130,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4131,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
4132,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4133,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
4134,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
4135,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4136,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
4137,NULL,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
4138,NULL,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
4139,NULL,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
4140,NULL,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4141,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
4142,NULL,Forest,Wetland,Water,Wetland,NULL,Shrubland,Grassland
4143,NULL,Forest,Wetland,Water,Wetland,NULL,Bareland,Grassland
4144,NULL,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
4145,NULL,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
4146,NULL,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
4147,NULL,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
4148,NULL,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
4149,NULL,Forest,Wetland,Water,Wetland,Shrubland,Water,Grassland
4150,NULL,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
4151,NULL,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
4152,NULL,Forest,Wetland,Water,Wetland,Grassland,NULL,Cropland
4153,NULL,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
4154,NULL,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4155,NULL,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
4156,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4157,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
4158,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
4159,NULL,Forest,Wetland,Water,Wetland,Bareland,NULL,Grassland
4160,NULL,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
4161,NULL,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
4162,NULL,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4163,NULL,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
4164,NULL,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4165,NULL,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
4166,NULL,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
4167,NULL,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
4168,NULL,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
4169,NULL,Forest,Wetland,Water,Wetland,Bareland,Water,Water
4170,NULL,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
4171,NULL,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
4172,NULL,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
4173,NULL,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
4174,NULL,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
4175,NULL,Forest,Wetland,Water,Wetland,Forest,Water,Forest
4176,NULL,Forest,Wetland,Water,Wetland,Forest,Forest,Grassland
4177,NULL,Forest,Wetland,Water,Wetland,Forest,Forest,Wetland
4178,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
4179,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4180,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4181,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4182,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4183,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
4184,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
4185,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4186,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4187,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
4188,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
4189,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Forest
4190,NULL,Forest,Water,NULL,Water,Wetland,Water,Grassland
4191,NULL,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
4192,NULL,Forest,Water,Non_Water,Water,Shrubland,Wetland,Wetland
4193,NULL,Forest,Water,Non_Water,Water,Shrubland,Water,Wetland
4194,NULL,Forest,Water,Non_Water,Water,Shrubland,Forest,Wetland
4195,NULL,Forest,Water,Water,Water,Shrubland,Shrubland,Water
4196,NULL,Forest,Water,Water,Water,Bareland,Bareland,Grassland
4197,NULL,Forest,Water,Water,Water,Bareland,Water,Grassland
4198,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4199,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4200,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4201,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4202,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4203,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4204,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4205,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4206,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4207,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4208,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4209,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4210,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4211,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4212,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4213,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
4214,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4215,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4216,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4217,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
4218,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4219,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4220,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
4221,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4222,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4223,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4224,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4225,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4226,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4227,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4228,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4229,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4230,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4231,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4232,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4233,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4234,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4235,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
4236,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4237,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4238,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4239,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4240,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4241,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4242,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4243,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4244,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4245,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
4246,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4247,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4248,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4249,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4250,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4251,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4252,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
4253,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4254,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4255,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
4256,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4257,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4258,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4259,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
4260,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
4261,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
4262,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4263,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4264,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4265,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4266,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4267,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4268,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4269,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4270,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
4271,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
4272,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
4273,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
4274,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4275,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4276,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4277,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4278,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
4279,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Built-up,Forest
4280,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
4281,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4282,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
4283,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
4284,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
4285,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
4286,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
4287,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4288,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4289,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4290,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4291,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4292,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4293,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4294,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4295,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4296,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4297,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4298,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4299,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4300,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4301,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4302,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4303,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4304,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4305,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4306,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
4307,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4308,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4309,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
4310,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4311,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4312,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4313,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4314,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4315,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4316,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4317,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4318,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4319,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4320,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4321,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4322,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4323,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4324,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4325,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4326,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4327,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4328,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4329,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4330,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4331,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4332,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4333,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4334,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4335,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4336,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4337,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4338,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
