Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MZV_M_R
3846,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
3847,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
3848,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3849,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3850,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
3851,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
3852,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
3853,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3854,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3855,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3856,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
3857,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Cropland
3858,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
3859,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
3860,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
3861,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
3862,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
3863,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
3864,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3865,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
3866,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
3867,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
3868,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Cropland
3869,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
3870,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3871,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
3872,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Cropland
3873,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Wetland
3874,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3875,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
3876,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3877,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3878,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3879,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3880,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
3881,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
3882,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
3883,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
3884,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
3885,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
3886,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
3887,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
3888,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Cropland
3889,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
3890,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
3891,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3892,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
3893,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3894,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
3895,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3896,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3897,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3898,Grassland,NULL,Wetland,Water,NULL,NULL,Bareland,Grassland
3899,Grassland,NULL,Wetland,Water,NULL,Bareland,Bareland,Grassland
3900,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3901,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
3902,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest,Wetland
3903,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
3904,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
3905,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Forest,Cropland
3906,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
3907,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3908,Grassland,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
3909,Grassland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3910,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3911,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
3912,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3913,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3914,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
3915,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
3916,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3917,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
3918,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
3919,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
3920,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
3921,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
3922,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
3923,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
3924,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
3925,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3926,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3927,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Wetland
3928,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3929,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
3930,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Wetland
3931,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3932,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
3933,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3934,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,NULL
3935,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
3936,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3937,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3938,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
3939,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
3940,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3941,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3942,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
3943,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
3944,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3945,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
3946,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland,Grassland
3947,Grassland,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
3948,Grassland,NULL,Bareland,Water,Non_Wetland,Shrubland,Forest,Wetland
3949,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3950,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3951,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3952,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3953,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3954,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3955,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3956,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3957,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3958,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3959,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
3960,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
3961,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
3962,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
3963,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3964,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3965,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3966,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3967,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3968,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3969,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3970,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3971,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3972,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3973,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3974,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3975,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3976,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
3977,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3978,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3979,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3980,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3981,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
3982,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3983,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3984,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
3985,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3986,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3987,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3988,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3989,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3990,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3991,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3992,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3993,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3994,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3995,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
3996,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3997,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3998,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3999,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
4000,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4001,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4002,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4003,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4004,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4005,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4006,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4007,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
4008,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4009,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4010,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4011,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
4012,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
4013,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
4014,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
4015,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4016,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4017,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4018,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4019,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4020,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4021,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4022,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4023,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4024,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4025,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4026,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4027,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
4028,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4029,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4030,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
4031,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
4032,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4033,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4034,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4035,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4036,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
4037,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
4038,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4039,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4040,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4041,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4042,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4043,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4044,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
4045,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4046,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4047,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4048,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4049,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4050,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
4051,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
4052,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
4053,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4054,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
4055,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4056,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
4057,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4058,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4059,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4060,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4061,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
4062,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4063,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4064,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
4065,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
4066,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4067,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4068,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
4069,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
4070,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4071,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
4072,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4073,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4074,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4075,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4076,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
4077,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4078,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4079,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
4080,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
4081,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
4082,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4083,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4084,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4085,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4086,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4087,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
4088,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
4089,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4090,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
4091,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4092,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
4093,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4094,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4095,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4096,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4097,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4098,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4099,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4100,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4101,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4102,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4103,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4104,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
4105,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4106,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
4107,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
4108,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4109,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4110,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4111,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
4112,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
4113,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4114,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4115,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4116,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4117,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4118,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4119,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
4120,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4121,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4122,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4123,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4124,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
4125,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4126,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4127,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4128,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4129,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4130,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4131,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4132,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4133,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4134,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4135,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
4136,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4137,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
4138,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4139,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
4140,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4141,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
4142,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4143,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4144,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4145,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4146,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
4147,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4148,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
4149,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4150,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4151,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4152,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4153,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4154,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4155,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4156,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4157,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4158,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4159,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4160,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4161,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
4162,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
4163,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4164,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4165,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4166,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
4167,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
