Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPP_M_R
2106,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
2107,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Bareland
2108,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
2109,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Forest
2110,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
2111,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2112,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2113,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2114,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2115,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2116,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2117,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2118,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2119,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2120,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2121,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2122,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2123,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2124,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2125,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2126,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2127,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2128,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2129,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2130,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2131,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2132,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2133,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2134,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2135,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2136,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2137,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2138,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2139,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2140,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
2141,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2142,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2143,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2144,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2145,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
2146,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2147,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2148,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
2149,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
2150,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
2151,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2152,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
2153,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
2154,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Water
2155,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2156,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
2157,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
2158,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Water
2159,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
2160,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
2161,Grassland,NULL,Water,NULL,Water,Grassland,Water,Forest
2162,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Forest
2163,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2164,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
2165,Grassland,NULL,Water,NULL,Water,Bareland,Water,Grassland
2166,Grassland,NULL,Water,NULL,Water,Built-up,Built-up,Forest
2167,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
2168,Grassland,NULL,Water,NULL,Water,Water,Grassland,Wetland
2169,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
2170,Grassland,NULL,Water,NULL,Water,Water,Forest,Water
2171,Grassland,NULL,Water,NULL,Water,Forest,Grassland,Grassland
2172,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
2173,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
2174,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
2175,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
2176,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
2177,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
2178,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Water
2179,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
2180,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Water
2181,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2182,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
2183,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Bareland
2184,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Water
2185,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Forest
2186,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
2187,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
2188,Grassland,NULL,Water,Water,Water,Grassland,Water,Wetland
2189,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
2190,Grassland,NULL,Water,Water,Water,Grassland,Water,Forest
2191,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
2192,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Wetland
2193,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Water
2194,Grassland,NULL,Water,Water,Water,Bareland,Water,Grassland
2195,Grassland,NULL,Water,Water,Water,Water,Grassland,Grassland
2196,Grassland,NULL,Water,Water,Water,Water,Grassland,Wetland
2197,Grassland,NULL,Water,Water,Water,Water,Grassland,Forest
2198,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
2199,Grassland,NULL,Water,Water,Water,Water,Water,Water
2200,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2201,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2202,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2203,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2204,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2205,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2206,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2207,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2208,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2209,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2210,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2211,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2212,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2213,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2214,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2215,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2216,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2217,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2218,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2219,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2220,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2221,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2222,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2223,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2224,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2225,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2226,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2227,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2228,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2229,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2230,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2231,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2232,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2233,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2234,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2235,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2236,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2237,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2238,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2239,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2240,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2241,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2242,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2243,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2244,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2245,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2246,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2247,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2248,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2249,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2250,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2251,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2252,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2253,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2254,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2255,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
2256,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2257,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
2258,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
2259,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
2260,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2261,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
2262,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2263,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2264,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2265,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2266,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2267,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2268,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2269,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2270,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2271,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2272,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2273,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2274,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2275,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2276,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2277,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2278,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2279,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2280,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2281,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2282,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2283,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2284,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2285,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2286,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2287,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2288,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2289,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2290,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2291,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2292,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2293,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2294,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2295,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2296,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2297,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2298,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2299,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2300,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2301,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2302,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2303,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2304,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2305,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2306,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2307,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2308,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2309,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2310,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2311,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2312,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2313,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2314,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2315,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2316,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
2317,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2318,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2319,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2320,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2321,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2322,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2323,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2324,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2325,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2326,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2327,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2328,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2329,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2330,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2331,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2332,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2333,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2334,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2335,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2336,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2337,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2338,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2339,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2340,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2341,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2342,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2343,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2344,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2345,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2346,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2347,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2348,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2349,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2350,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2351,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2352,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2353,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2354,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2355,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2356,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2357,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2358,Grassland,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2359,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2360,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2361,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2362,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2363,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2364,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2365,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2366,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2367,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2368,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2369,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2370,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2371,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2372,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2373,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2374,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2375,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2376,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2377,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2378,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2379,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2380,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2381,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2382,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2383,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2384,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2385,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2386,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2387,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2388,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2389,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2390,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2391,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2392,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2393,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2394,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2395,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2396,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2397,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2398,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2399,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2400,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2401,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2402,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2403,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2404,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2405,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2406,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2407,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2408,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2409,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2410,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2411,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
2412,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2413,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2414,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2415,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2416,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
2417,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2418,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2419,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2420,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
2421,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2422,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
2423,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2424,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
2425,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2426,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2427,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
