Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWN_M_R
1842,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1843,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1844,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1845,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1846,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1847,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1848,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1849,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1850,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1851,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1852,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1853,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1854,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1855,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1856,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1857,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1858,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1859,Cropland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1860,Cropland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1861,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1862,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1863,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1864,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1865,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1866,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1867,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1868,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1869,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1870,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1871,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1872,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1873,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1874,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1875,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1876,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1877,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1878,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1879,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1880,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1881,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1882,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1883,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1884,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1885,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1886,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1887,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1888,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1889,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1890,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1891,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1892,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1893,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1894,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1895,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1896,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1897,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1898,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1899,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1900,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1901,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1902,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1903,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1904,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1905,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1906,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1907,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1908,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1909,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1910,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1911,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1912,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1913,Cropland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1914,Cropland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1915,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1916,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1917,Cropland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1918,Cropland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1919,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1920,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1921,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1922,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1923,Cropland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1924,Cropland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1925,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1926,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1927,Cropland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1928,Cropland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1929,Cropland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1930,Cropland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
1931,Cropland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
1932,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1933,Cropland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1934,Cropland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1935,Cropland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1936,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1937,Cropland,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1938,Cropland,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1939,Cropland,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
1940,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1941,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1942,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1943,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1944,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1945,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1946,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1947,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1948,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1949,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1950,Cropland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1951,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1952,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1953,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1954,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1955,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1956,Cropland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1957,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1958,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1959,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1960,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1961,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1962,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1963,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1964,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1965,Cropland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1966,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1967,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1968,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1969,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1970,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1971,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1972,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1973,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1974,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1975,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1976,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1977,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1978,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1979,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1980,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1981,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1982,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1983,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1984,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1985,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1986,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1987,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1988,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1989,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1990,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1991,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1992,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1993,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1994,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1995,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1996,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1997,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1998,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1999,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2000,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2001,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2002,Wetland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
2003,Wetland,NULL,Water,Water,Water,Bareland,Bareland,Forest
2004,Wetland,NULL,Water,Water,Water,Water,Bareland,Water
2005,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2006,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2007,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2008,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2009,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2010,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2011,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2012,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2013,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2014,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2015,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2016,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2017,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2018,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2019,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2020,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2021,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2022,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2023,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2024,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2025,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2026,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2027,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
2028,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2029,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2030,Wetland,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
2031,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2032,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2033,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2034,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2035,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
2036,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
2037,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2038,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
2039,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2040,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2041,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
2042,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2043,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2044,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2045,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
2046,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
2047,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
2048,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Grassland
2049,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2050,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2051,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2052,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2053,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
2054,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2055,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
2056,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2057,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2058,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2059,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2060,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2061,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
2062,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
2063,Wetland,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
2064,Wetland,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
2065,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
2066,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
2067,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Water
2068,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Forest
2069,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2070,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2071,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2072,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2073,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2074,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2075,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2076,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2077,Wetland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2078,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2079,Wetland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2080,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2081,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2082,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2083,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2084,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2085,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
2086,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2087,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2088,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2089,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2090,Wetland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
2091,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2092,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
2093,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
2094,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2095,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2096,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2097,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
2098,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
2099,Wetland,Water,Wetland,Water,Wetland,Water,Bareland,Water
2100,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2101,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2102,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
2103,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2104,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
2105,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2106,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2107,Wetland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
2108,Wetland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
2109,Wetland,Water,Water,NULL,Water,Bareland,Bareland,Bareland
2110,Wetland,Water,Water,NULL,Water,Bareland,Bareland,Water
2111,Wetland,Water,Water,Non_Water,Water,Bareland,Bareland,Water
2112,Wetland,Water,Water,Water,Water,Bareland,Bareland,Grassland
2113,Wetland,Water,Water,Water,Water,Bareland,Bareland,Bareland
2114,Wetland,Water,Water,Water,Water,Bareland,Bareland,Water
2115,Wetland,Water,Water,Water,Water,Water,Bareland,Bareland
2116,Wetland,Water,Water,Water,Water,Water,Bareland,Water
2117,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2118,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2119,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2120,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2121,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2122,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2123,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2124,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2125,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2126,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2127,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2128,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2129,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2130,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2131,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2132,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
2133,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2134,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2135,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2136,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2137,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2138,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
2139,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2140,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2141,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2142,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2143,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2144,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2145,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2146,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2147,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2148,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2149,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2150,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
2151,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
2152,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2153,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
2154,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2155,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
2156,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2157,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2158,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2159,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
2160,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2161,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2162,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
