Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTH_M_R
4372,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4373,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4374,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4375,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4376,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4377,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4378,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4379,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
4380,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4381,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4382,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4383,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4384,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4385,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4386,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4387,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4388,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4389,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4390,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4391,Grassland,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4392,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
4393,Grassland,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
4394,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4395,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4396,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4397,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
4398,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4399,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4400,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4401,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4402,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4403,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4404,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
4405,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4406,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4407,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4408,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
4409,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4410,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4411,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4412,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4413,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4414,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4415,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4416,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4417,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4418,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4419,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4420,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4421,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
4422,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4423,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4424,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4425,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4426,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4427,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4428,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4429,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4430,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4431,Grassland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4432,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4433,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4434,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4435,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4436,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4437,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4438,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
4439,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4440,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4441,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4442,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4443,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4444,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4445,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4446,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4447,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4448,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
4449,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4450,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4451,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4452,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
4453,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
4454,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4455,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4456,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
4457,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
4458,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4459,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
4460,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4461,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
4462,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
4463,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4464,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4465,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4466,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
4467,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
4468,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4469,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4470,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4471,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4472,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4473,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4474,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4475,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4476,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4477,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4478,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
4479,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4480,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
4481,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
4482,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4483,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4484,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
4485,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4486,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4487,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4488,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
4489,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4490,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4491,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4492,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4493,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4494,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4495,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4496,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4497,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4498,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4499,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4500,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4501,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4502,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
4503,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4504,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
4505,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
4506,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4507,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4508,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
4509,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4510,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
4511,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
4512,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4513,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4514,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4515,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
4516,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4517,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4518,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
4519,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4520,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4521,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4522,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4523,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4524,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4525,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4526,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
4527,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4528,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4529,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4530,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4531,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4532,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
4533,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
4534,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4535,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
4536,Cropland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
4537,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
4538,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4539,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4540,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
4541,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4542,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
4543,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4544,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
4545,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4546,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4547,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
4548,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
4549,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4550,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
4551,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4552,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4553,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
4554,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4555,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4556,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4557,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4558,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4559,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4560,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4561,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4562,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4563,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4564,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4565,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4566,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
4567,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4568,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4569,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4570,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4571,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4572,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
4573,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4574,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4575,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
4576,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
4577,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4578,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
4579,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
4580,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
4581,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4582,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
4583,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
4584,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
4585,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4586,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4587,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4588,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4589,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
4590,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4591,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4592,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4593,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4594,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4595,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4596,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4597,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4598,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4599,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4600,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4601,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4602,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4603,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4604,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4605,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4606,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
4607,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4608,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4609,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4610,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
4611,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4612,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4613,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4614,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4615,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4616,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4617,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4618,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4619,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4620,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4621,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4623,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4624,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4625,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4626,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4627,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4628,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4629,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4630,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4631,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4632,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4633,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4634,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4635,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4636,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4637,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4638,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4639,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4640,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4641,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4642,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4643,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4644,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4645,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4646,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4647,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4648,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4649,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4650,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4651,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4652,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4653,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
4654,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
4655,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4656,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4657,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
4658,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4659,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4660,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4661,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Built-up
4662,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4663,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
4664,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4665,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4666,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
4667,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4668,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4669,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
4670,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
4671,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4672,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
4673,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4674,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4675,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
4676,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4677,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4678,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
4679,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4680,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4681,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4682,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4683,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
4684,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Water
4685,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4686,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4687,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4688,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4689,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
