Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRT_M_R
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
25,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
26,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
27,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
42,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
47,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
48,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
59,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
60,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
71,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
76,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
77,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
78,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
79,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
80,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
81,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
82,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
83,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
84,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
85,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
86,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
87,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
155,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
156,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
157,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
158,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
159,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
160,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
161,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
162,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
163,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
164,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
165,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
166,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
167,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
168,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
169,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
170,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
171,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
172,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
173,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
174,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
175,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
176,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
177,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
178,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
179,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
180,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
181,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
182,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
183,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
184,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
185,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
186,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
187,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
188,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
189,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
190,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
191,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
192,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
193,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
194,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
195,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
196,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
197,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
198,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
199,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
200,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Bareland
201,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
202,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
203,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
204,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
205,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
206,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
207,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
208,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
209,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
210,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
211,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
212,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
213,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
214,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
215,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
216,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
217,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
218,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
219,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
220,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
221,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
222,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
223,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
224,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
225,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
226,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
227,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
228,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
229,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
230,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
231,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
232,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
233,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
234,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
235,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
236,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
237,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
238,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
239,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
240,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
241,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
242,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
243,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
244,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
245,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
246,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
247,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
248,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
249,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
250,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
251,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
252,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
253,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
254,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
255,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
256,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
257,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
258,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
259,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
260,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
261,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
262,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
263,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
264,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
265,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
266,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
267,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
268,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
269,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
270,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
271,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
272,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
273,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
274,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
275,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
276,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
277,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
278,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
279,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
280,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
281,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
282,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
283,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
284,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
285,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
286,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
287,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
288,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
289,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
290,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
291,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
292,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
293,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
294,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
295,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
296,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
297,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
298,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
299,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
300,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
301,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
302,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
303,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
304,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
305,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
306,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
307,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
308,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
309,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
310,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
311,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
312,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
313,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
314,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
315,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
316,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
317,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
318,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
319,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
320,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
321,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
322,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
323,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
324,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
325,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
326,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
327,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
328,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
