Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYD_M_R
53,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
54,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
55,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
56,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
57,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
58,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
59,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
60,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
61,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
62,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
63,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
64,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
65,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
66,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
67,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
68,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
69,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
70,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
71,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
72,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
73,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
74,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
75,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
76,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
77,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
78,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
79,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
80,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
81,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
82,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
83,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
84,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
85,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
86,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
87,NULL,Water,Water,NULL,Water,NULL,NULL,Wetland
88,NULL,Water,Water,NULL,Water,NULL,NULL,Water
89,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
90,NULL,Water,Water,Non_Water,Water,NULL,NULL,Wetland
91,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
92,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
93,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
94,NULL,Water,Water,Water,Water,NULL,NULL,Water
95,NULL,Water,Water,Water,Water,NULL,NULL,Forest
96,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
97,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
98,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
99,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
100,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
101,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
102,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
103,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
104,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
105,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
106,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
107,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
108,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
109,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
110,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
111,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
112,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
113,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
114,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
115,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
116,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
117,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
118,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
119,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
120,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
121,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
122,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
123,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
124,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
125,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
126,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
127,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
128,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
129,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
130,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
131,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
132,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
133,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
134,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
135,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
136,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
137,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
138,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
139,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
140,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
141,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
142,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
143,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
144,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
145,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
146,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
147,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
148,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
149,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
150,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
151,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
152,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
153,Cropland,Water,Water,Water,Water,NULL,NULL,Water
154,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
155,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
156,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
157,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
158,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
159,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
160,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
161,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
162,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
163,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
164,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
165,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
166,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
167,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
168,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
169,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
170,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
171,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
172,Wetland,Bareland,Water,Water,Water,NULL,NULL,Grassland
173,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
174,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
175,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
176,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
177,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
178,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
179,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
180,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
181,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
182,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
183,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
184,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
185,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
186,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
187,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
188,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
189,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
190,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
191,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
192,Wetland,Water,Water,Water,Water,NULL,NULL,Water
193,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
194,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
195,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
196,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
197,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
198,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
199,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
200,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
201,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
202,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
203,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
204,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
205,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
206,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
207,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
208,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
209,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
210,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
211,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
212,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
213,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
214,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
215,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
216,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
217,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
218,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
219,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
220,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
221,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
222,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
223,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
224,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
225,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
226,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
227,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
228,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
229,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
230,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
231,Bareland,Water,Water,Water,Water,NULL,NULL,Water
232,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
233,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
234,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
235,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
236,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
237,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
238,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
239,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
240,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
241,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
242,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
243,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
244,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
245,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
246,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
247,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
248,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
249,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
250,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
251,Water,NULL,Water,NULL,Water,NULL,NULL,Water
252,Water,NULL,Water,Water,Water,NULL,NULL,Forest
253,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
254,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
255,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
256,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
257,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
258,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
259,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
260,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
261,Water,Bareland,Water,Water,Water,NULL,NULL,Water
262,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
263,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
264,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
265,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
266,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
267,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
268,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
269,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
270,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
271,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
272,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
273,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
274,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
275,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
276,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
277,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
278,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
279,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
280,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
281,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
282,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
283,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
284,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
285,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
286,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
287,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
288,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
289,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
290,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
291,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
292,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
293,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
294,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
295,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
296,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
297,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
298,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
299,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
300,Water,Water,Water,NULL,Water,NULL,NULL,Water
301,Water,Water,Water,NULL,Water,NULL,NULL,Forest
302,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
303,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
304,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
305,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
306,Water,Water,Water,Water,Water,NULL,NULL,Grassland
307,Water,Water,Water,Water,Water,NULL,NULL,Wetland
308,Water,Water,Water,Water,Water,NULL,NULL,Bareland
309,Water,Water,Water,Water,Water,NULL,NULL,Water
310,Water,Water,Water,Water,Water,NULL,NULL,Forest
311,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
312,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
313,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
314,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
315,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
316,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
317,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
318,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
319,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
320,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
321,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
322,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
323,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
324,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
325,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
326,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
327,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
328,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
329,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
330,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
331,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
332,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
333,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
334,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
335,Water,Forest,Water,Water,Water,NULL,NULL,Forest
336,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
337,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
338,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
339,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
340,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
341,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
342,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
343,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
344,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
345,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
346,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
347,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
348,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
349,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
350,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
351,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
352,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
353,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
354,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
355,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
356,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
