Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPB_M_R
331,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
332,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
333,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
334,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
335,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
336,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
337,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
338,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
339,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
340,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
341,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
342,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
343,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
344,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
345,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
346,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
347,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
348,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
349,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
350,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
351,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
352,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
353,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
354,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
355,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
356,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
357,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
358,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
359,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
360,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
361,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
362,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
363,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
364,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
365,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
366,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
367,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
368,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
369,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
370,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
371,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
372,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
373,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
374,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
375,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
376,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
377,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
378,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
379,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
380,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
381,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
382,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
383,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
384,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
385,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
386,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
387,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
388,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
389,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
390,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
391,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
392,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
393,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
394,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
395,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
396,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
397,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
398,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
399,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
400,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
401,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
402,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
403,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
404,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
405,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
406,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
407,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
408,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
409,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
410,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
411,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
412,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
413,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
414,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
415,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
416,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
417,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
418,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
419,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
420,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
421,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
422,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
423,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
424,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
425,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
426,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
427,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
428,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
429,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
430,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
431,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
432,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
433,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
434,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
435,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
436,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
437,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
438,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
439,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
440,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
441,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
442,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
443,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
444,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
445,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
446,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
447,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
448,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
449,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
450,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
451,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
452,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
453,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
454,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
455,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
456,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
457,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
458,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
459,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
460,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
461,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
462,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
463,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
464,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
465,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
466,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
467,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
468,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
469,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
470,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
471,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
472,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
473,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
474,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
475,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
476,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
477,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
478,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
479,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
480,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
481,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
482,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
483,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
484,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
486,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
487,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
488,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
489,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
490,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
491,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
492,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
493,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
494,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
495,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
496,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
497,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
498,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
499,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
500,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
501,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
502,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
503,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
504,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
505,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
507,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
508,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
509,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
510,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
511,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
512,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
513,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
514,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
515,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
516,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
517,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
518,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
519,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
520,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
521,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
523,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
524,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
525,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
526,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
527,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
528,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
529,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
530,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
531,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
532,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
533,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
534,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
536,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
537,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
538,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
539,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
540,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
541,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
542,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
543,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
544,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
545,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
546,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
547,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
548,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
549,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
550,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
551,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
552,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
553,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
554,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
555,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
556,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
557,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
558,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
559,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
560,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
561,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
562,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
563,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
564,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
565,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
566,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
567,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
568,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
569,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
570,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
571,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
572,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
573,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
574,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
575,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
576,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
577,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
578,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
579,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
580,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
581,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
582,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
583,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
584,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
585,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
586,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
587,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
588,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
589,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
590,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
591,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
592,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
593,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
594,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
595,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
596,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
597,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
598,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
599,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
600,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
601,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
602,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
603,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
604,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
605,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
606,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
607,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
608,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
609,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
610,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
611,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
612,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
613,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
615,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
616,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
617,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
618,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
619,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
620,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
621,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
622,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
623,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
624,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
625,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
626,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
627,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
628,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Cropland
629,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
630,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
631,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
632,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
633,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
634,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
635,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
636,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
637,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
638,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
639,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
640,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
641,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
642,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
643,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
644,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
645,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
646,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
647,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
648,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
649,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
650,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
651,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
652,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
653,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
654,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
655,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
656,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
657,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
658,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
659,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
660,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
661,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
662,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
663,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
664,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
665,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
666,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
