Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDH_M_R
3549,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3550,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3551,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3552,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3553,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3554,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3555,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3556,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3557,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3558,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
3559,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
3560,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3561,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
3562,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
3563,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3564,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3565,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3566,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3567,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3568,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
3569,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Water
3570,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
3571,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3572,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3573,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3574,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3575,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
3576,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3577,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3578,NULL,Built-up,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
3579,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3580,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
3581,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3582,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3583,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3584,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3585,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
3586,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3587,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3588,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3589,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3590,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3591,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
3592,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3593,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3594,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
3595,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
3596,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3597,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3598,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3599,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
3600,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
3601,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3602,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3603,NULL,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
3604,NULL,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3605,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3606,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
3607,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
3608,NULL,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
3609,NULL,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3610,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
3611,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3612,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3613,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3614,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
3615,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3616,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3617,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3618,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
3619,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3620,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3621,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3622,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3623,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
3624,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3625,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3626,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3627,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3628,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3629,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3630,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3631,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3632,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3633,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3634,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3635,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3636,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3637,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3638,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3639,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3640,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3641,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3642,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3643,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3644,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3645,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3646,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3647,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3648,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3649,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3650,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3651,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
3652,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3653,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3654,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3655,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3656,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3657,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
3658,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
3659,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3660,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
3661,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
3662,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3663,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
3664,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
3665,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3666,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3667,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3668,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
3669,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3670,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3671,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3672,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3673,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3674,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
3675,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3676,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3677,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
3678,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3679,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3680,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3681,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
3682,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
3683,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
3684,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
3685,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3686,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3687,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3688,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
3689,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3690,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3691,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
3692,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3693,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3694,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3695,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3696,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3697,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3698,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3699,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
3700,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
3701,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
3702,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
3703,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3704,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3705,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
3706,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3707,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
3708,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3709,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3710,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
3711,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3712,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3713,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3714,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
3715,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3716,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3717,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3718,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
3719,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3720,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3721,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3722,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
3723,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3724,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
3725,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
3726,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3727,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3728,NULL,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
3729,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3730,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3731,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
3732,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3733,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3734,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3735,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3736,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
3737,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Water
3738,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3739,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
3740,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
3741,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
3742,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
3743,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3744,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3745,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
3746,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
3747,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Water
3748,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
3749,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
3750,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
3751,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
3752,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
3753,NULL,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
3754,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Forest
3755,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3756,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
3757,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3758,NULL,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
3759,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
3760,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3761,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3762,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
3763,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
3764,NULL,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
3765,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3766,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3767,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3768,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
3769,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3770,NULL,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
3771,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
3772,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3773,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3774,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3775,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3776,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
3777,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3778,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,Water
3779,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
3780,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3781,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
3782,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
3783,NULL,Water,Wetland,Water,Wetland,Bareland,Forest,Water
3784,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
3785,NULL,Water,Wetland,Water,Wetland,Forest,Water,Water
3786,NULL,Water,Wetland,Water,Wetland,Forest,Water,Forest
3787,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
3788,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
3789,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
3790,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3791,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3792,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3793,NULL,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3794,NULL,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
3795,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
3796,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
3797,NULL,Water,Water,NULL,Water,Shrubland,NULL,Forest
3798,NULL,Water,Water,NULL,Water,Grassland,Shrubland,Water
3799,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3800,NULL,Water,Water,NULL,Water,Grassland,Wetland,Water
3801,NULL,Water,Water,NULL,Water,Wetland,NULL,Water
3802,NULL,Water,Water,NULL,Water,Wetland,Wetland,Wetland
3803,NULL,Water,Water,NULL,Water,Wetland,Water,NULL
3804,NULL,Water,Water,NULL,Water,Bareland,Shrubland,Grassland
3805,NULL,Water,Water,NULL,Water,Bareland,Water,Grassland
3806,NULL,Water,Water,NULL,Water,Bareland,Water,Wetland
3807,NULL,Water,Water,NULL,Water,Bareland,Water,Water
3808,NULL,Water,Water,NULL,Water,Water,NULL,Water
3809,NULL,Water,Water,NULL,Water,Water,Water,Water
3810,NULL,Water,Water,Non_Water,Water,Grassland,NULL,Water
3811,NULL,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
3812,NULL,Water,Water,Non_Water,Water,Bareland,Water,Wetland
3813,NULL,Water,Water,Non_Water,Water,Bareland,Water,Bareland
3814,NULL,Water,Water,Non_Water,Water,Bareland,Water,Forest
3815,NULL,Water,Water,Non_Water,Water,Water,Water,Water
3816,NULL,Water,Water,Water,Water,Shrubland,NULL,Grassland
3817,NULL,Water,Water,Water,Water,Bareland,Water,Wetland
3818,NULL,Water,Water,Water,Water,Water,Water,Wetland
3819,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3820,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3821,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3822,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3823,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3824,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3825,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3826,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3827,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3828,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3829,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
3830,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
3831,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3832,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3833,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3834,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3835,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3836,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3837,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3838,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3839,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3840,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3841,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3842,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3843,NULL,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
3844,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3845,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3846,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
3847,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3848,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3849,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
3850,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3851,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3852,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3853,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3854,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3855,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3856,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
3857,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3858,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
3859,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
3860,NULL,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3861,NULL,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
3862,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3863,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3864,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3865,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3866,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3867,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3868,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3869,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3870,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3871,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3872,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3873,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3874,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3875,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3876,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3877,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3878,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3879,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3880,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
3881,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3882,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3883,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3884,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3885,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3886,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3887,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
3888,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3889,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3890,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
